区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,735,-,-,103,-,102,-,108,-,112,-,104,-,107,-,99,-
0,0,世帯人員,2.94,-,-,2.55,-,2.86,-,2.72,-,2.95,-,2.98,-,3.2,-,3.29,-
0,0,有業人員,1.24,-,-,1,-,1.25,-,1.13,-,1.37,-,1.23,-,1.33,-,1.37,-
0,0,世帯主平均年齢,59.8,-,-,64.8,-,61.4,-,62.9,-,57.6,-,58.9,-,56.8,-,55.9,-
0,0,消費支出,274353,100,1.4,103336,100,152540,100,187039,100,224680,100,271564,100,351847,100,627488,100
1,0,商品,142816,52.1,0.9,74591,72.2,97013,63.6,114802,61.4,131616,58.6,146300,53.9,179096,50.9,255554,40.7
1,1,耐久財,13227,4.8,11.6,350,0.3,1994,1.3,2683,1.4,3108,1.4,6884,2.5,11761,3.3,65613,10.5
1,2,半耐久財,21141,7.7,-8.8,4955,4.8,10524,6.9,12212,6.5,20092,8.9,20496,7.5,32031,9.1,47474,7.6
1,3,非耐久財,108447,39.5,1.8,69286,67,84496,55.4,99906,53.4,108416,48.3,118919,43.8,135304,38.5,142466,22.7
1,0,サービス,131537,47.9,1.9,28745,27.8,55527,36.4,72237,38.6,93064,41.4,125264,46.1,172751,49.1,371935,59.3
2,0,食料,88072,32.1,2.4,53454,51.7,65184,42.7,77630,41.5,83409,37.1,95109,35,114573,32.6,126843,20.2
2,3,非耐久財,69473,25.3,1.2,46403,44.9,54938,36,66408,35.5,68319,30.4,74288,27.4,86743,24.7,89032,14.2
2,4,サービス,18599,6.8,7.6,7051,6.8,10247,6.7,11222,6,15090,6.7,20820,7.7,27830,7.9,37811,6
2,0,住居,22305,8.1,-17.2,1340,1.3,6489,4.3,7970,4.3,14249,6.3,19454,7.2,25326,7.2,81016,12.9
2,1,耐久財,1545,0.6,-47.5,-,-,291,0.2,69,0,15,0,355,0.1,189,0.1,9871,1.6
2,2,半耐久財,220,0.1,21.5,108,0.1,44,0,171,0.1,125,0.1,243,0.1,325,0.1,526,0.1
2,4,サービス,20539,7.5,-13.7,1232,1.2,6155,4,7730,4.1,14110,6.3,18856,6.9,24812,7.1,70619,11.3
2,0,光熱・水道（非耐久財）,18218,6.6,5,12962,12.5,15752,10.3,16220,8.7,18099,8.1,20390,7.5,21991,6.3,22063,3.5
2,0,家具・家事用品,11868,4.3,18.8,2788,2.7,4755,3.1,7353,3.9,7900,3.5,9662,3.6,14473,4.1,36035,5.7
