項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,735,-,-,103,-,102,-,108,-,112,-,104,-,107,-,99,-
0,世帯人員,2.94,-,-,2.55,-,2.86,-,2.72,-,2.95,-,2.98,-,3.2,-,3.29,-
0,有業人員,1.24,-,-,1,-,1.25,-,1.13,-,1.37,-,1.23,-,1.33,-,1.37,-
0,世帯主平均年齢,59.8,-,-,64.8,-,61.4,-,62.9,-,57.6,-,58.9,-,56.8,-,55.9,-
0,消費支出,297163,100,0.2,106876,100,158724,100,200424,100,242664,100,298016,100,395563,100,675733,100
2,基礎的支出,163446,55,-2.7,80289,75.1,109318,68.9,131548,65.6,146196,60.2,169782,57,209846,53,296291,43.8
3,選択的支出,133717,45,3.8,26587,24.9,49406,31.1,68876,34.4,96468,39.8,128233,43,185717,47,379441,56.2
1,食料,88072,29.6,2.4,53454,50,65184,41.1,77630,38.7,83409,34.4,95109,31.9,114573,29,126843,18.8
2,基礎的支出,67833,22.8,1.1,45985,43,53637,33.8,64918,32.4,67059,27.6,73440,24.6,83914,21.2,85715,12.7
3,選択的支出,20238,6.8,7.3,7469,7,11547,7.3,12712,6.3,16350,6.7,21668,7.3,30660,7.8,41128,6.1
1,住居,22305,7.5,-17.2,1340,1.3,6489,4.1,7970,4,14249,5.9,19454,6.5,25326,6.4,81016,12
2,基礎的支出,20122,6.8,-22.1,1264,1.2,6314,4,6310,3.1,12656,5.2,15726,5.3,22646,5.7,75656,11.2
3,選択的支出,2183,0.7,100.1,76,0.1,175,0.1,1660,0.8,1593,0.7,3727,1.3,2679,0.7,5360,0.8
1,光熱・水道,18218,6.1,5,12962,12.1,15752,9.9,16220,8.1,18099,7.5,20390,6.8,21991,5.6,22063,3.3
2,基礎的支出,18218,6.1,5,12962,12.1,15752,9.9,16220,8.1,18099,7.5,20390,6.8,21991,5.6,22063,3.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11868,4,18.8,2788,2.6,4755,3,7353,3.7,7900,3.3,9662,3.2,14473,3.7,36035,5.3
2,基礎的支出,7818,2.6,8.3,2274,2.1,4226,2.7,5595,2.8,5880,2.4,7558,2.5,11975,3,17167,2.5
3,選択的支出,4050,1.4,46.5,514,0.5,530,0.3,1757,0.9,2020,0.8,2104,0.7,2498,0.6,18868,2.8
1,被服及び履物,12895,4.3,-12.4,3287,3.1,6551,4.1,6795,3.4,12033,5,11849,4,22384,5.7,27247,4
2,基礎的支出,984,0.3,-4.2,379,0.4,855,0.5,664,0.3,799,0.3,602,0.2,1710,0.4,1869,0.3
3,選択的支出,11911,4,-13,2908,2.7,5696,3.6,6130,3.1,11234,4.6,11247,3.8,20673,5.2,25378,3.8
1,保健医療,13968,4.7,3.9,4758,4.5,8716,5.5,10764,5.4,12999,5.4,16161,5.4,14845,3.8,29431,4.4
2,基礎的支出,12289,4.1,4.7,4405,4.1,6839,4.3,10315,5.1,11508,4.7,13761,4.6,12879,3.3,26236,3.9
3,選択的支出,1679,0.6,-2,353,0.3,1877,1.2,448,0.2,1491,0.6,2400,0.8,1966,0.5,3196,0.5
1,交通・通信,30933,10.4,11,8499,8,14804,9.3,18796,9.4,23000,9.5,30471,10.2,45980,11.6,74734,11.1
2,基礎的支出,9121,3.1,1.2,3365,3.1,6775,4.3,8350,4.2,7350,3,10041,3.4,12197,3.1,15723,2.3
3,選択的支出,21812,7.3,15.7,5134,4.8,8029,5.1,10446,5.2,15650,6.4,20431,6.9,33783,8.5,59011,8.7
1,教育,10244,3.4,-7.6,344,0.3,2739,1.7,2944,1.5,7030,2.9,10515,3.5,12094,3.1,35904,5.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,10244,3.4,-7.6,344,0.3,2739,1.7,2944,1.5,7030,2.9,10515,3.5,12094,3.1,35904,5.3
1,教養娯楽,42593,14.3,12.8,8988,8.4,17007,10.7,24302,12.1,23717,9.8,32129,10.8,51793,13.1,139805,20.7
2,基礎的支出,7107,2.4,1.1,3577,3.3,6263,3.9,6664,3.3,5746,2.4,7695,2.6,9864,2.5,9920,1.5
3,選択的支出,35486,11.9,15.5,5411,5.1,10744,6.8,17639,8.8,17971,7.4,24434,8.2,41929,10.6,129885,19.2
1,その他の消費支出,46067,15.5,-10.7,10455,9.8,16726,10.5,27652,13.8,40228,16.6,52276,17.5,72105,18.2,102656,15.2
2,基礎的支出,19953,6.7,-7.6,6077,5.7,8657,5.5,12511,6.2,17099,7,20569,6.9,32670,8.3,41944,6.2
3,選択的支出,26114,8.8,-12.9,4378,4.1,8069,5.1,15140,7.6,23129,9.5,31708,10.6,39435,10,60712,9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
