区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,733,-,-,103,-,102,-,112,-,111,-,101,-,104,-,100,-
0,0,世帯人員,2.94,-,-,2.47,-,2.67,-,2.83,-,2.91,-,3.18,-,3.41,-,3.11,-
0,0,有業人員,1.23,-,-,0.94,-,0.99,-,1.25,-,1.2,-,1.35,-,1.49,-,1.37,-
0,0,世帯主平均年齢,60.4,-,-,67,-,64.6,-,63,-,61,-,56.4,-,54.2,-,56.8,-
0,0,消費支出,306896,100,7.9,95896,100,156341,100,195013,100,247982,100,302533,100,393365,100,754146,100
1,0,商品,165313,53.9,12.8,72338,75.4,98680,63.1,121103,62.1,144024,58.1,160992,53.2,198123,50.4,360587,47.8
1,1,耐久財,27139,8.8,102,505,0.5,2162,1.4,2649,1.4,9773,3.9,8438,2.8,24659,6.3,141143,18.7
1,2,半耐久財,25235,8.2,-2.5,5162,5.4,10359,6.6,13403,6.9,22298,9,26934,8.9,37384,9.5,60822,8.1
1,3,非耐久財,112939,36.8,5.3,66672,69.5,86158,55.1,105052,53.9,111954,45.1,125621,41.5,136080,34.6,158622,21
1,0,サービス,141583,46.1,2.7,23558,24.6,57661,36.9,73910,37.9,103958,41.9,141541,46.8,195242,49.6,393559,52.2
2,0,食料,92336,30.1,2,50417,52.6,66280,42.4,82802,42.5,88691,35.8,102900,34,117756,29.9,137121,18.2
2,3,非耐久財,72221,23.5,2.3,44916,46.8,56230,36,68921,35.3,71080,28.7,82085,27.1,84966,21.6,97123,12.9
2,4,サービス,20115,6.6,1.2,5501,5.7,10049,6.4,13882,7.1,17611,7.1,20814,6.9,32790,8.3,39998,5.3
2,0,住居,27748,9,5.7,464,0.5,11080,7.1,11091,5.7,17943,7.2,29720,9.8,37577,9.6,86007,11.4
2,1,耐久財,4656,1.5,61.8,-,-,44,0,78,0,268,0.1,206,0.1,2264,0.6,29602,3.9
2,2,半耐久財,218,0.1,-12.8,26,0,131,0.1,90,0,130,0.1,229,0.1,746,0.2,174,0
2,4,サービス,22874,7.5,-1.1,437,0.5,10905,7,10922,5.6,17545,7.1,29285,9.7,34567,8.8,56232,7.5
2,0,光熱・水道（非耐久財）,17418,5.7,10.3,10482,10.9,14257,9.1,17977,9.2,17600,7.1,18194,6,21442,5.5,21928,2.9
2,0,家具・家事用品,15314,5,10.6,3185,3.3,5325,3.4,7211,3.7,9963,4,14481,4.8,24601,6.3,42261,5.6
2,1,耐久財,7196,2.3,15.2,209,0.2,1256,0.8,1491,0.8,2774,1.1,5380,1.8,12202,3.1,26946,3.6
2,2,半耐久財,3847,1.3,11.1,812,0.8,1479,0.9,2239,1.1,3326,1.3,4508,1.5,6066,1.5,8464,1.1
2,3,非耐久財,3121,1,-0.1,1944,2,2177,1.4,2698,1.4,3464,1.4,3661,1.2,3690,0.9,4199,0.6
2,4,サービス,1150,0.4,14.3,220,0.2,413,0.3,782,0.4,399,0.2,932,0.3,2642,0.7,2652,0.4
2,0,被服及び履物,14690,4.8,-3.3,2497,2.6,6788,4.3,7958,4.1,12164,4.9,14644,4.8,19900,5.1,38710,5.1
2,2,半耐久財,13816,4.5,-2,2351,2.5,6549,4.2,7683,3.9,11467,4.6,13755,4.5,18850,4.8,35902,4.8
2,4,サービス,874,0.3,-20.3,145,0.2,239,0.2,274,0.1,697,0.3,889,0.3,1050,0.3,2807,0.4
2,0,保健医療,16679,5.4,16.6,5345,5.6,7142,4.6,9949,5.1,12814,5.2,14293,4.7,21798,5.5,45223,6
2,1,耐久財,919,0.3,1.2,90,0.1,664,0.4,519,0.3,1030,0.4,979,0.3,801,0.2,2339,0.3
2,2,半耐久財,170,0.1,-21.3,79,0.1,161,0.1,126,0.1,423,0.2,104,0,123,0,174,0
2,3,非耐久財,5449,1.8,16.6,2630,2.7,2923,1.9,3714,1.9,4739,1.9,6309,2.1,8452,2.1,9340,1.2
2,4,サービス,10141,3.3,19.2,2546,2.7,3394,2.2,5591,2.9,6623,2.7,6901,2.3,12423,3.2,33371,4.4
2,0,交通・通信,41559,13.5,35.6,7381,7.7,13512,8.6,18893,9.7,29551,11.9,34934,11.5,46902,11.9,139118,18.4
2,1,耐久財,11383,3.7,756.5,-,-,7,0,117,0.1,2379,1,383,0.1,1686,0.4,74771,9.9
2,2,半耐久財,440,0.1,-58.8,116,0.1,127,0.1,508,0.3,466,0.2,369,0.1,508,0.1,982,0.1
2,3,非耐久財,2038,0.7,7.9,884,0.9,1424,0.9,1865,1,2474,1,2008,0.7,2878,0.7,2720,0.4
2,4,サービス,27698,9,5.1,6381,6.7,11954,7.6,16402,8.4,24232,9.8,32174,10.6,41830,10.6,60644,8
2,0,教育,12943,4.2,-5.6,234,0.2,1069,0.7,4100,2.1,5520,2.2,10279,3.4,18335,4.7,50839,6.7
2,3,非耐久財,144,0,5.1,15,0,22,0,106,0.1,33,0,38,0,528,0.1,265,0
2,4,サービス,12799,4.2,-5.7,219,0.2,1047,0.7,3994,2,5486,2.2,10241,3.4,17807,4.5,50574,6.7
2,0,教養娯楽,41324,13.5,10.4,8626,9,15039,9.6,19203,9.8,28231,11.4,36051,11.9,53374,13.6,128194,17
2,1,耐久財,2539,0.8,82.5,48,0.1,25,0,182,0.1,2694,1.1,956,0.3,7215,1.8,6605,0.9
2,2,半耐久財,3630,1.2,-9.7,1128,1.2,1404,0.9,1811,0.9,3476,1.4,3016,1,6656,1.7,7882,1
2,3,非耐久財,7097,2.3,17.8,4007,4.2,4830,3.1,5745,2.9,5716,2.3,7460,2.5,7012,1.8,14865,2
2,4,サービス,28058,9.1,7.9,3443,3.6,8780,5.6,11465,5.9,16345,6.6,24620,8.1,32491,8.3,98842,13.1
2,0,諸雑費,26884,8.8,0.2,7266,7.6,15848,10.1,15829,8.1,25504,10.3,27038,8.9,31679,8.1,64746,8.6
2,1,耐久財,446,0.1,-34.5,158,0.2,166,0.1,261,0.1,627,0.3,535,0.2,491,0.1,880,0.1
2,2,半耐久財,3112,1,12.3,649,0.7,508,0.3,946,0.5,3010,1.2,4953,1.6,4435,1.1,7244,1
2,3,非耐久財,5451,1.8,8.6,1794,1.9,4295,2.7,4025,2.1,6848,2.8,5866,1.9,7112,1.8,8181,1.1
2,4,サービス,17874,5.8,-2.6,4665,4.9,10879,7,10597,5.4,15019,6.1,15685,5.2,19641,5,48440,6.4
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年7月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
