項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7855,-,1671,-,180,-,294,-
0,0,0,0,0,調査世帯数,339,-,267,-,55,-,8,-,9,-
0,0,0,0,0,世帯人員,3.26,-,3.32,-,2.94,-,2.89,-,3.6,-
0,0,0,0,0,有業人員,1.74,-,1.77,-,1.68,-,1.34,-,1.53,-
0,0,0,0,0,世帯主平均年齢,50.4,-,52,-,42.9,-,49.7,-,52.4,-
1,0,0,0,0,受取,1599441,-,1687459,-,1225987,-,821520,-,1845553,-
1,1,0,0,0,実収入,989211,100,1043769,100,752108,100,416866,100,1228709,100
1,2,0,0,0,経常収入,969230,98,1020092,97.7,746829,99.3,402951,96.7,1220215,99.3
1,3,0,0,0,勤め先収入,929555,94,974861,93.4,731106,97.2,330683,79.3,1212719,98.7
1,4,0,0,0,世帯主収入,802173,81.1,847781,81.2,571347,76,326209,78.3,1186214,96.5
1,6,0,0,0,うち男,757610,76.6,799229,76.6,547119,72.7,193884,46.5,1186214,96.5
1,5,0,0,0,定期収入,421080,42.6,432297,41.4,360793,48,234519,56.3,577930,47
1,5,0,0,0,臨時収入,4880,0.5,5994,0.6,726,0.1,520,0.1,1400,0.1
1,5,0,0,0,賞与,376213,38,409490,39.2,209828,27.9,91170,21.9,606884,49.4
1,4,0,0,0,世帯主の配偶者の収入,120265,12.2,119164,11.4,154380,20.5,4474,1.1,26506,2.2
1,6,0,0,0,うち女,119545,12.1,118247,11.3,154380,20.5,4474,1.1,26506,2.2
1,4,0,0,0,他の世帯員収入,7117,0.7,7916,0.8,5379,0.7,-,-,-,-
1,3,0,0,0,事業・内職収入,4381,0.4,5297,0.5,-,-,-,-,7496,0.6
1,4,0,0,0,家賃収入,3176,0.3,3763,0.4,-,-,-,-,7496,0.6
1,4,0,0,0,他の事業収入,1205,0.1,1534,0.1,-,-,-,-,-,-
1,4,0,0,0,内職収入,-,-,-,-,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,35294,3.6,39934,3.8,15722,2.1,72268,17.3,-,-
1,4,0,0,0,財産収入,324,0,397,0,72,0,-,-,-,-
1,4,0,0,0,社会保障給付,34630,3.5,39318,3.8,14647,1.9,72268,17.3,-,-
1,5,0,0,0,公的年金給付,31670,3.2,38324,3.7,2799,0.4,61164,14.7,-,-
1,5,0,0,0,他の社会保障給付,2960,0.3,994,0.1,11849,1.6,11104,2.7,-,-
1,4,0,0,0,仕送り金,340,0,219,0,1003,0.1,-,-,-,-
1,2,0,0,0,特別収入,19981,2,23677,2.3,5280,0.7,13916,3.3,8494,0.7
1,3,0,0,0,受贈金,2581,0.3,2253,0.2,2790,0.4,6711,1.6,7620,0.6
1,3,0,0,0,他の特別収入,17400,1.8,21423,2.1,2489,0.3,7205,1.7,874,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),523342,-,559880,-,367545,-,324420,-,554158,-
1,2,0,0,0,預貯金引出,419364,-,443445,-,307499,-,309354,-,478999,-
1,2,0,0,0,保険金,9853,-,12543,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,9853,-,12543,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,14735,-,18758,-,-,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,79272,-,84989,-,60022,-,15065,-,75159,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,118,-,145,-,23,-,-,-,-,-
1,1,0,0,0,繰入金,86889,-,83810,-,106334,-,80234,-,62686,-
2,0,0,0,0,支払,1599441,-,1687459,-,1225987,-,821520,-,1845553,-
2,1,0,0,0,実支出,573744,-,589869,-,493830,-,310934,-,757605,-
2,2,0,0,0,生計支出,395892,-,401895,-,369290,-,255010,-,472716,-
2,3,0,0,0,消費支出,395892,100,401895,100,369290,100,255010,100,472716,100
2,4,1,0,0,食料,106314,26.9,110870,27.6,89772,24.3,74169,29.1,98266,20.8
2,5,1,1,0,穀類,7875,2,8248,2.1,6706,1.8,4651,1.8,6525,1.4
2,6,1,1,1,米類,1704,0.4,1817,0.5,1227,0.3,1294,0.5,1618,0.3
2,6,1,1,2,パン,3279,0.8,3355,0.8,3253,0.9,1774,0.7,2291,0.5
2,6,1,1,3,麺類,1624,0.4,1677,0.4,1455,0.4,676,0.3,1755,0.4
2,6,1,1,4,他の穀類,1269,0.3,1398,0.3,771,0.2,906,0.4,862,0.2
2,5,1,2,0,魚介類,8042,2,8933,2.2,4242,1.1,7502,2.9,6168,1.3
2,6,1,2,1,生鮮魚介,4300,1.1,4761,1.2,2333,0.6,3530,1.4,3632,0.8
2,6,1,2,2,塩干魚介,1080,0.3,1200,0.3,602,0.2,1120,0.4,584,0.1
2,6,1,2,3,魚肉練製品,1277,0.3,1439,0.4,639,0.2,908,0.4,818,0.2
2,6,1,2,4,他の魚介加工品,1384,0.3,1533,0.4,668,0.2,1944,0.8,1134,0.2
2,5,1,3,0,肉類,9646,2.4,10331,2.6,6769,1.8,7802,3.1,8836,1.9
2,6,1,3,1,生鮮肉,8000,2,8602,2.1,5464,1.5,6485,2.5,7261,1.5
2,6,1,3,2,加工肉,1646,0.4,1729,0.4,1305,0.4,1317,0.5,1575,0.3
2,5,1,4,0,乳卵類,4543,1.1,4606,1.1,3900,1.1,4387,1.7,6614,1.4
