項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1051,-,757,-,1375,-,1387,-,1726,-,1327,-,1270,-,1108,-
0,0,0,0,0,調査世帯数,338,-,35,-,28,-,51,-,45,-,58,-,43,-,43,-,35,-
0,0,0,0,0,世帯人員,3.27,-,2.96,-,3.86,-,3.65,-,3.57,-,3.37,-,3.43,-,2.89,-,2.4,-
0,0,0,0,0,有業人員,1.71,-,1.47,-,1.32,-,1.52,-,1.77,-,1.75,-,2,-,2.05,-,1.54,-
0,0,0,0,0,世帯主平均年齢,50.4,-,30.9,-,37.2,-,42,-,47.3,-,52.2,-,56.9,-,61.7,-,68.3,-
1,0,0,0,0,受取,999856,-,893426,-,932999,-,992228,-,1224599,-,1074409,-,1015886,-,913323,-,838569,-
1,1,0,0,0,実収入,498432,100,486696,100,428752,100,527615,100,628205,100,539371,100,543513,100,390163,100,364904,100
1,2,0,0,0,経常収入,496452,99.6,482608,99.2,428238,99.9,526288,99.7,626716,99.8,536431,99.5,542962,99.9,387236,99.2,363367,99.6
1,3,0,0,0,勤め先収入,489332,98.2,464109,95.4,426007,99.4,522323,99,618459,98.4,529111,98.1,540171,99.4,382410,98,353703,96.9
1,4,0,0,0,世帯主収入,418334,83.9,378223,77.7,389038,90.7,457497,86.7,503784,80.2,452853,84,491632,90.5,298782,76.6,316348,86.7
1,6,0,0,0,うち男,399728,80.2,378223,77.7,349451,81.5,445138,84.4,488068,77.7,434658,80.6,480278,88.4,284279,72.9,269035,73.7
1,5,0,0,0,定期収入,398740,80,370165,76.1,350157,81.7,454621,86.2,490418,78.1,443531,82.2,405988,74.7,294637,75.5,315852,86.6
1,5,0,0,0,臨時収入,5577,1.1,8058,1.7,1162,0.3,2876,0.5,9501,1.5,9322,1.7,5570,1,4144,1.1,496,0.1
1,5,0,0,0,賞与,14017,2.8,-,-,37719,8.8,-,-,3865,0.6,-,-,80074,14.7,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,64085,12.9,85886,17.6,32437,7.6,64826,12.3,114675,18.3,73670,13.7,39057,7.2,58480,15,22274,6.1
1,6,0,0,0,うち女,63357,12.7,85886,17.6,32437,7.6,64826,12.3,114675,18.3,69449,12.9,39057,7.2,58480,15,22274,6.1
1,4,0,0,0,他の世帯員収入,6913,1.4,-,-,4532,1.1,-,-,-,-,2587,0.5,9482,1.7,25148,6.4,15081,4.1
1,3,0,0,0,事業・内職収入,3585,0.7,5320,1.1,-,-,3570,0.7,2132,0.3,6887,1.3,2286,0.4,3132,0.8,3156,0.9
1,4,0,0,0,家賃収入,2075,0.4,5320,1.1,-,-,-,-,2132,0.3,2116,0.4,1343,0.2,2576,0.7,3156,0.9
1,4,0,0,0,他の事業収入,1051,0.2,-,-,-,-,2874,0.5,-,-,3441,0.6,-,-,491,0.1,-,-
1,4,0,0,0,内職収入,458,0.1,-,-,-,-,696,0.1,-,-,1329,0.2,942,0.2,64,0,-,-
1,3,0,0,0,他の経常収入,3536,0.7,13179,2.7,2231,0.5,394,0.1,6124,1,434,0.1,506,0.1,1694,0.4,6508,1.8
1,4,0,0,0,財産収入,1269,0.3,-,-,-,-,-,-,4594,0.7,434,0.1,506,0.1,898,0.2,3389,0.9
1,4,0,0,0,社会保障給付,1855,0.4,13179,2.7,-,-,394,0.1,505,0.1,-,-,-,-,-,-,3119,0.9
1,5,0,0,0,公的年金給付,346,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3119,0.9
1,5,0,0,0,他の社会保障給付,1509,0.3,13179,2.7,-,-,394,0.1,505,0.1,-,-,-,-,-,-,-,-
1,4,0,0,0,仕送り金,412,0.1,-,-,2231,0.5,-,-,1025,0.2,-,-,-,-,797,0.2,-,-
1,2,0,0,0,特別収入,1980,0.4,4088,0.8,514,0.1,1327,0.3,1489,0.2,2940,0.5,551,0.1,2927,0.8,1537,0.4
1,3,0,0,0,受贈金,761,0.2,1155,0.2,369,0.1,167,0,-,-,2323,0.4,148,0,928,0.2,451,0.1
1,3,0,0,0,他の特別収入,1219,0.2,2932,0.6,145,0,1160,0.2,1489,0.2,617,0.1,403,0.1,2000,0.5,1086,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),423678,-,322319,-,412061,-,403535,-,531709,-,440884,-,398677,-,460086,-,378975,-
1,2,0,0,0,預貯金引出,343462,-,247207,-,351976,-,324045,-,453104,-,378316,-,331089,-,340326,-,279954,-
1,2,0,0,0,保険金,1226,-,4508,-,-,-,-,-,-,-,-,-,-,-,4683,-,1418,-
1,3,0,0,0,個人・企業年金保険金,752,-,-,-,-,-,-,-,-,-,-,-,-,-,4683,-,1418,-
1,3,0,0,0,他の保険金,474,-,4508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,330,-,3137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
