項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,471,-,424,-,993,-,803,-,915,-,894,-,1021,-,4478,-,2289,-
0,0,0,0,0,調査世帯数,709,-,32,-,29,-,73,-,57,-,64,-,59,-,74,-,321,-,168,-
0,0,0,0,0,世帯人員,2.94,-,2.9,-,3.89,-,3.67,-,3.78,-,3.52,-,3.32,-,2.87,-,2.37,-,2.27,-
0,0,0,0,0,有業人員,1.31,-,1.54,-,1.42,-,1.54,-,1.75,-,1.71,-,1.99,-,1.86,-,0.81,-,0.61,-
0,0,0,0,0,世帯主平均年齢,60.9,-,31.3,-,37,-,42.1,-,46.9,-,52.1,-,56.9,-,61.8,-,75.3,-,81.1,-
2,2,0,0,0,生計支出,299426,-,290425,-,310658,-,303270,-,352539,-,315028,-,353153,-,390607,-,254230,-,237142,-
2,3,0,0,0,消費支出,299426,100,290425,100,310658,100,303270,100,352539,100,315028,100,353153,100,390607,100,254230,100,237142,100
2,4,1,0,0,食料,82922,27.7,74902,25.8,84064,27.1,87397,28.8,93310,26.5,80796,25.6,94174,26.7,95446,24.4,76137,29.9,71659,30.2
2,5,1,1,0,穀類,6265,2.1,5151,1.8,7575,2.4,6456,2.1,6372,1.8,8142,2.6,6723,1.9,7082,1.8,5535,2.2,5078,2.1
2,6,1,1,1,米類,1704,0.6,906,0.3,1574,0.5,1765,0.6,1494,0.4,2775,0.9,1685,0.5,1742,0.4,1600,0.6,1507,0.6
2,6,1,1,2,パン,2777,0.9,2500,0.9,3872,1.2,2862,0.9,2779,0.8,3615,1.1,3309,0.9,3226,0.8,2303,0.9,2108,0.9
2,6,1,1,3,麺類,1293,0.4,1312,0.5,1480,0.5,1352,0.4,1650,0.5,1239,0.4,1266,0.4,1448,0.4,1176,0.5,1073,0.5
2,6,1,1,4,他の穀類,492,0.2,433,0.1,648,0.2,478,0.2,449,0.1,513,0.2,463,0.1,665,0.2,455,0.2,390,0.2
2,5,1,2,0,魚介類,6148,2.1,2717,0.9,3936,1.3,3829,1.3,5350,1.5,4234,1.3,5831,1.7,7898,2,7432,2.9,7136,3
2,6,1,2,1,生鮮魚介,3559,1.2,1599,0.6,2145,0.7,2375,0.8,3386,1,2593,0.8,3143,0.9,4617,1.2,4232,1.7,3990,1.7
2,6,1,2,2,塩干魚介,1160,0.4,384,0.1,822,0.3,806,0.3,823,0.2,801,0.3,1096,0.3,1387,0.4,1447,0.6,1426,0.6
2,6,1,2,3,魚肉練製品,585,0.2,324,0.1,336,0.1,299,0.1,500,0.1,323,0.1,760,0.2,793,0.2,686,0.3,647,0.3
2,6,1,2,4,他の魚介加工品,844,0.3,410,0.1,634,0.2,348,0.1,640,0.2,517,0.2,832,0.2,1101,0.3,1067,0.4,1072,0.5
