項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,736,-,-,107,-,106,-,107,-,104,-,105,-,104,-,103,-
0,0,0,0,0,世帯人員,2.98,-,-,2.57,-,2.69,-,2.9,-,2.9,-,3.24,-,3.22,-,3.33,-
0,0,0,0,0,有業人員,1.31,-,-,1.04,-,1.2,-,1.35,-,1.29,-,1.26,-,1.54,-,1.53,-
0,0,0,0,0,世帯主平均年齢,59.5,-,-,65.6,-,63.1,-,60.8,-,57,-,56.4,-,57.4,-,56.3,-
2,2,0,0,0,生計支出,401441,-,14.8,109498,-,170100,-,218259,-,270180,-,332875,-,432919,-,1266341,-
2,3,0,0,0,消費支出,364890,100,4.3,109498,100,170100,100,218259,100,270180,100,332875,100,432919,100,1012705,100
2,4,1,0,0,食料,85382,23.4,2.2,51151,46.7,64731,38.1,70404,32.3,79934,29.6,95433,28.7,110883,25.6,124588,12.3
2,5,1,1,0,穀類,6867,1.9,2.1,5070,4.6,5969,3.5,6046,2.8,6728,2.5,7710,2.3,8078,1.9,8449,0.8
2,6,1,1,1,米類,2112,0.6,2.1,1646,1.5,2125,1.2,1829,0.8,1846,0.7,2494,0.7,2171,0.5,2674,0.3
2,6,1,1,2,パン,3052,0.8,6,2068,1.9,2364,1.4,2783,1.3,3054,1.1,3398,1,3935,0.9,3750,0.4
2,6,1,1,3,麺類,1281,0.4,-7.4,1030,0.9,1160,0.7,1104,0.5,1369,0.5,1349,0.4,1435,0.3,1519,0.1
2,6,1,1,4,他の穀類,421,0.1,6.6,325,0.3,321,0.2,329,0.2,458,0.2,469,0.1,538,0.1,506,0
2,5,1,2,0,魚介類,6608,1.8,-2.5,4757,4.3,5824,3.4,5629,2.6,6423,2.4,7475,2.2,8523,2,7608,0.8
2,6,1,2,1,生鮮魚介,3946,1.1,-4.1,2709,2.5,3369,2,3344,1.5,3714,1.4,4826,1.4,5273,1.2,4383,0.4
2,6,1,2,2,塩干魚介,1204,0.3,-0.6,931,0.9,1176,0.7,1025,0.5,1195,0.4,1191,0.4,1390,0.3,1513,0.1
2,6,1,2,3,魚肉練製品,541,0.1,-1.3,411,0.4,601,0.4,456,0.2,614,0.2,508,0.2,617,0.1,576,0.1
2,6,1,2,4,他の魚介加工品,917,0.3,1.7,706,0.6,678,0.4,804,0.4,900,0.3,950,0.3,1243,0.3,1136,0.1
