項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,722,-,-,99,-,106,-,99,-,110,-,108,-,104,-,96,-
0,0,世帯人員,2.93,-,-,2.58,-,2.75,-,2.76,-,2.85,-,3.01,-,3.14,-,3.39,-
0,0,有業人員,1.28,-,-,0.97,-,1.21,-,1.09,-,1.2,-,1.43,-,1.51,-,1.51,-
0,0,世帯主平均年齢,61,-,-,65.8,-,62.5,-,62.8,-,62,-,61.4,-,55.8,-,56.4,-
0,0,消費支出,320871,-,-6.1,102852,-,158546,-,200436,-,254217,-,314680,-,399111,-,814241,-
0,0,公共的料金,95613,29.8,9.9,29415,28.6,44249,27.9,58964,29.4,66690,26.2,88329,28.1,114238,28.6,266768,32.8
1,0,公共料金等,57517,17.9,7.8,24827,24.1,31695,20,40604,20.3,51150,20.1,67104,21.3,73918,18.5,112978,13.9
1,1,米,2028,0.6,5.9,1362,1.3,1922,1.2,2308,1.2,2890,1.1,1689,0.5,1719,0.4,2311,0.3
1,1,食塩,31,0,-22.5,22,0,25,0,25,0,31,0,16,0,40,0,56,0
1,1,学校給食,864,0.3,-2.8,163,0.2,486,0.3,431,0.2,831,0.3,1028,0.3,1971,0.5,1131,0.1
1,1,公営家賃,993,0.3,-1.3,474,0.5,91,0.1,834,0.4,153,0.1,2822,0.9,1426,0.4,1127,0.1
1,1,電気代,8751,2.7,1.9,6463,6.3,7159,4.5,7675,3.8,8594,3.4,9358,3,10082,2.5,11903,1.5
1,1,都市ガス,3560,1.1,16.5,2644,2.6,2894,1.8,2852,1.4,3884,1.5,3764,1.2,4185,1,4692,0.6
1,1,上下水道料,5141,1.6,0.5,4052,3.9,4237,2.7,4797,2.4,5604,2.2,5623,1.8,5432,1.4,6238,0.8
1,1,医科診療代,3704,1.2,-5.9,1959,1.9,2173,1.4,3270,1.6,4461,1.8,5082,1.6,4022,1,4946,0.6
1,1,歯科診療代,1632,0.5,11.6,391,0.4,355,0.2,625,0.3,1222,0.5,3901,1.2,726,0.2,4188,0.5
1,1,出産入院料,1281,0.4,...,-,-,-,-,-,-,-,-,-,-,-,-,8957,1.1
1,1,他の入院料,1205,0.4,-33.6,-,-,-,-,755,0.4,897,0.4,5668,1.8,-,-,1083,0.1
1,1,鉄道運賃,3292,1,15,316,0.3,1498,0.9,1254,0.6,2689,1.1,2997,1,6408,1.6,7854,1
1,1,鉄道通学定期代,1574,0.5,11.6,-,-,-,-,-,-,1664,0.7,554,0.2,1956,0.5,6839,0.8
1,1,鉄道通勤定期代,3203,1,17.2,85,0.1,504,0.3,282,0.1,1114,0.4,2704,0.9,3283,0.8,14420,1.8
1,1,バス代,392,0.1,-2,53,0.1,282,0.2,270,0.1,402,0.2,626,0.2,513,0.1,596,0.1
1,1,バス通学定期代,273,0.1,232.9,-,-,-,-,85,0,33,0,272,0.1,288,0.1,1227,0.2
1,1,バス通勤定期代,181,0.1,16.8,7,0,6,0,190,0.1,324,0.1,264,0.1,384,0.1,89,0
1,1,タクシー代,787,0.2,-15.2,401,0.4,424,0.3,553,0.3,499,0.2,1141,0.4,1260,0.3,1226,0.2
1,1,航空運賃,395,0.1,-16,-,-,-,-,-,-,746,0.3,493,0.2,1522,0.4,-,-
1,1,郵便料,257,0.1,-13.8,40,0,160,0.1,357,0.2,332,0.1,426,0.1,272,0.1,209,0
1,1,固定電話通信料,1987,0.6,-12.6,1305,1.3,1627,1,1944,1,2200,0.9,2246,0.7,2630,0.7,1951,0.2
1,1,移動電話通信料,9645,3,3.8,3462,3.4,5259,3.3,8430,4.2,7928,3.1,11106,3.5,15079,3.8,16174,2
1,1,ＮＨＫ放送受信料,1305,0.4,-14.8,415,0.4,736,0.5,1265,0.6,1330,0.5,1911,0.6,1925,0.5,1542,0.2
1,1,ケーブルテレビ放送受信料,1240,0.4,11.7,539,0.5,1186,0.7,1290,0.6,1107,0.4,1313,0.4,1394,0.3,1845,0.2
