項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9199,-,2854,-,2453,-,7146,-,6746,-,801,-
0,0,0,0,0,調査世帯数,245,-,-,225,-,68,-,58,-,177,-,167,-,20,-
0,0,0,0,0,世帯人員,2.3,-,-,2.3,-,2.12,-,2.14,-,2.37,-,2.36,-,2.29,-
0,0,0,0,0,有業人員,0.38,-,-,0.38,-,0.22,-,0.22,-,0.44,-,0.44,-,0.32,-
0,0,0,0,0,世帯主平均年齢,75.7,-,-,76,-,77.9,-,78.7,-,74.8,-,75,-,72.3,-
1,0,0,0,0,受取,753696,-,1.6,771404,-,475886,-,483212,-,864633,-,876214,-,550242,-
1,1,0,0,0,実収入,303855,100,-1.8,313745,100,181759,100,187812,100,352612,100,359544,100,190230,100
1,2,0,0,0,経常収入,298414,98.2,0.4,308453,98.3,174334,95.9,179304,95.5,347963,98.7,355421,98.9,183080,96.2
1,3,0,0,0,勤め先収入,9545,3.1,-38.6,9470,3,6413,3.5,6079,3.2,10795,3.1,10703,3,10406,5.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,4254,1.4,-41.1,4625,1.5,1719,0.9,2000,1.1,5267,1.5,5579,1.6,-,-
1,6,0,0,0,うち女,4254,1.4,-41.1,4625,1.5,1719,0.9,2000,1.1,5267,1.5,5579,1.6,-,-
1,4,0,0,0,他の世帯員収入,5290,1.7,-36.4,4845,1.5,4694,2.6,4080,2.2,5528,1.6,5123,1.4,10406,5.5
1,3,0,0,0,事業・内職収入,9385,3.1,-24.3,10016,3.2,4786,2.6,5063,2.7,11222,3.2,11817,3.3,2143,1.1
1,4,0,0,0,家賃収入,1850,0.6,-53.5,2012,0.6,-,-,-,-,2589,0.7,2743,0.8,-,-
1,4,0,0,0,他の事業収入,2099,0.7,-29.9,2148,0.7,515,0.3,95,0.1,2732,0.8,2894,0.8,1544,0.8
1,4,0,0,0,内職収入,5436,1.8,0.3,5857,1.9,4271,2.3,4968,2.6,5901,1.7,6180,1.7,599,0.3
1,3,0,0,0,他の経常収入,279484,92,3.7,288968,92.1,163135,89.8,168162,89.5,325946,92.4,332902,92.6,170530,89.6
1,4,0,0,0,財産収入,3087,1,8.2,3356,1.1,1097,0.6,1276,0.7,3882,1.1,4112,1.1,-,-
1,4,0,0,0,社会保障給付,275200,90.6,3.4,284310,90.6,161457,88.8,166211,88.5,320621,90.9,327261,91,170530,89.6
1,5,0,0,0,公的年金給付,274671,90.4,4.8,283735,90.4,160951,88.6,165622,88.2,320082,90.8,326690,90.9,170530,89.6
1,5,0,0,0,他の社会保障給付,530,0.2,-87,576,0.2,507,0.3,590,0.3,539,0.2,571,0.2,-,-
1,4,0,0,0,仕送り金,1197,0.4,208.5,1302,0.4,580,0.3,675,0.4,1444,0.4,1530,0.4,-,-
1,2,0,0,0,特別収入,5441,1.8,-54.8,5292,1.7,7425,4.1,8508,4.5,4649,1.3,4123,1.1,7150,3.8
1,3,0,0,0,受贈金,2414,0.8,-5,2055,0.7,629,0.3,732,0.4,3127,0.9,2536,0.7,6542,3.4
1,3,0,0,0,他の特別収入,3027,1,-68.1,3237,1,6796,3.7,7776,4.1,1522,0.4,1587,0.4,608,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),371264,-,6.4,379821,-,237915,-,246347,-,424514,-,428363,-,272948,-
1,2,0,0,0,預貯金引出,292964,-,13.5,298316,-,210182,-,216464,-,326021,-,328084,-,231471,-
1,2,0,0,0,保険金,29898,-,-38.4,32389,-,5263,-,6122,-,39735,-,41942,-,1278,-
1,3,0,0,0,個人・企業年金保険金,29898,-,-36.7,32389,-,5263,-,6122,-,39735,-,41942,-,1278,-
1,3,0,0,0,他の保険金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,671,-,186.8,730,-,-,-,-,-,939,-,995,-,-,-
1,2,0,0,0,一括払購入借入金,47369,-,13.1,47994,-,22470,-,23760,-,57312,-,56807,-,40199,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,362,-,...,393,-,-,-,-,-,506,-,536,-,-,-
1,1,0,0,0,繰入金,78577,-,-6.3,77838,-,56212,-,49054,-,87507,-,88306,-,87064,-
2,0,0,0,0,支払,753696,-,1.6,771404,-,475886,-,483212,-,864633,-,876214,-,550242,-
2,1,0,0,0,実支出,337149,-,7.1,340863,-,224475,-,227718,-,382143,-,382012,-,294476,-
2,2,0,0,0,生計支出,298410,-,7.1,300608,-,210310,-,211433,-,333591,-,333040,-,273153,-
2,3,0,0,0,消費支出,298410,100,7.1,300608,100,210310,100,211433,100,333591,100,333040,100,273153,100
2,4,1,0,0,食料,98530,33,2.5,99589,33.1,83487,39.7,86122,40.7,104537,31.3,104487,31.4,86366,31.6
2,5,1,1,0,穀類,7758,2.6,9.1,7713,2.6,6960,3.3,6737,3.2,8077,2.4,8068,2.4,8276,3
2,6,1,1,1,米類,2253,0.8,31.5,2224,0.7,2040,1,1951,0.9,2337,0.7,2323,0.7,2585,0.9
2,6,1,1,2,パン,2631,0.9,15.2,2640,0.9,2359,1.1,2291,1.1,2740,0.8,2767,0.8,2531,0.9
2,6,1,1,3,麺類,1462,0.5,-4.6,1444,0.5,1185,0.6,1120,0.5,1572,0.5,1562,0.5,1662,0.6
2,6,1,1,4,他の穀類,1413,0.5,-10.7,1405,0.5,1376,0.7,1376,0.7,1427,0.4,1416,0.4,1498,0.5
