項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2200,-,6395,-,565,-,136,-,840,-,4182,-
0,0,0,0,0,調査世帯数,344,-,70,-,227,-,18,-,4,-,29,-,146,-
0,0,0,0,0,世帯人員,3.3,-,2,-,3.72,-,2.28,-,2.43,-,4.14,-,3.49,-
0,0,0,0,0,有業人員,1.71,-,1.43,-,1.81,-,1.69,-,1,-,1.75,-,2.3,-
0,0,0,0,0,世帯主平均年齢,51,-,56.8,-,48.2,-,55.8,-,42,-,54.4,-,49.8,-
1,0,0,0,0,受取,1069335,-,986129,-,1150332,-,589822,-,331963,-,992935,-,1175273,-
1,1,0,0,0,実収入,535457,100,508981,100,569761,100,295350,100,204438,100,505027,100,603194,100
1,2,0,0,0,経常収入,533512,99.6,505766,99.4,568034,99.7,294940,99.9,204438,100,503722,99.7,600927,99.6
1,3,0,0,0,勤め先収入,475837,88.9,392804,77.2,533467,93.6,242630,82.1,192205,94,411312,81.4,571015,94.7
1,4,0,0,0,世帯主収入,410330,76.6,326768,64.2,462215,81.1,242630,82.1,192205,94,346898,68.7,421126,69.8
1,6,0,0,0,うち男,392461,73.3,326768,64.2,461431,81,24989,8.5,-,-,286438,56.7,419927,69.6
1,5,0,0,0,定期収入,402856,75.2,325561,64,453695,79.6,241192,81.7,192205,94,326913,64.7,414102,68.7
1,5,0,0,0,臨時収入,6239,1.2,1207,0.2,8520,1.5,1438,0.5,-,-,5284,1,7024,1.2
1,5,0,0,0,賞与,1235,0.2,-,-,-,-,-,-,-,-,14701,2.9,-,-
1,4,0,0,0,世帯主の配偶者の収入,61862,11.6,66037,13,66025,11.6,-,-,-,-,60821,12,147914,24.5
1,6,0,0,0,うち女,61862,11.6,66037,13,66025,11.6,-,-,-,-,60821,12,147914,24.5
1,4,0,0,0,他の世帯員収入,3645,0.7,-,-,5228,0.9,-,-,-,-,3592,0.7,1975,0.3
1,3,0,0,0,事業・内職収入,3545,0.7,8301,1.6,1140,0.2,17521,5.9,-,-,-,-,3802,0.6
1,4,0,0,0,家賃収入,1782,0.3,5582,1.1,234,0,7169,2.4,-,-,-,-,2246,0.4
1,4,0,0,0,他の事業収入,1235,0.2,2156,0.4,275,0,10352,3.5,-,-,-,-,1555,0.3
1,4,0,0,0,内職収入,528,0.1,562,0.1,631,0.1,-,-,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,54130,10.1,104662,20.6,33427,5.9,34789,11.8,12233,6,92411,18.3,26110,4.3
1,4,0,0,0,財産収入,346,0.1,1572,0.3,0,0,-,-,-,-,-,-,0,0
1,4,0,0,0,社会保障給付,53526,10,103089,20.3,33283,5.8,31845,10.8,-,-,92411,18.3,25890,4.3
1,5,0,0,0,公的年金給付,39205,7.3,100970,19.8,12402,2.2,31845,10.8,-,-,86444,17.1,14570,2.4
1,5,0,0,0,他の社会保障給付,14322,2.7,2120,0.4,20881,3.7,-,-,-,-,5967,1.2,11319,1.9
1,4,0,0,0,仕送り金,258,0,-,-,144,0,2944,1,12233,6,-,-,220,0
1,2,0,0,0,特別収入,1944,0.4,3215,0.6,1727,0.3,411,0.1,-,-,1305,0.3,2267,0.4
1,3,0,0,0,受贈金,549,0.1,354,0.1,731,0.1,-,-,-,-,47,0,1257,0.2
1,3,0,0,0,他の特別収入,1395,0.3,2861,0.6,995,0.2,411,0.1,-,-,1257,0.2,1010,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),454915,-,380245,-,506254,-,194198,-,49146,-,434876,-,497283,-
1,2,0,0,0,預貯金引出,378113,-,315974,-,419122,-,148287,-,36863,-,383133,-,418657,-
1,2,0,0,0,保険金,2574,-,8057,-,1069,-,-,-,-,-,1406,-,1004,-
1,3,0,0,0,個人・企業年金保険金,2574,-,8057,-,1069,-,-,-,-,-,1406,-,1004,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,271,-,-,-,-,-,4797,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,473,-,-,-,658,-,913,-,3794,-,3,-,903,-
1,2,0,0,0,一括払購入借入金,73478,-,56214,-,85395,-,40201,-,8489,-,50336,-,76704,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,6,-,-,-,10,-,-,-,-,-,-,-,15,-
1,1,0,0,0,繰入金,78963,-,96903,-,74316,-,100273,-,78379,-,53032,-,74796,-
2,0,0,0,0,支払,1069335,-,986129,-,1150332,-,589822,-,331963,-,992935,-,1175273,-
2,1,0,0,0,実支出,463590,-,416050,-,497865,-,250783,-,213655,-,470207,-,510505,-
2,2,0,0,0,生計支出,359705,-,315619,-,387660,-,195539,-,187240,-,372694,-,394282,-
2,3,0,0,0,消費支出,359705,100,315619,100,387660,100,195539,100,187240,100,372694,100,394282,100
2,4,1,0,0,食料,83476,23.2,80973,25.7,86278,22.3,60001,30.7,62581,33.4,84477,22.7,88801,22.5
2,5,1,1,0,穀類,6489,1.8,4900,1.6,7043,1.8,5151,2.6,5328,2.8,7327,2,7154,1.8
2,6,1,1,1,米類,1994,0.6,1483,0.5,2164,0.6,1020,0.5,1158,0.6,2696,0.7,2234,0.6
2,6,1,1,2,パン,2780,0.8,2226,0.7,3011,0.8,2349,1.2,1845,1,2757,0.7,3077,0.8
2,6,1,1,3,麺類,1313,0.4,844,0.3,1422,0.4,1454,0.7,2149,1.1,1622,0.4,1446,0.4
2,6,1,1,4,他の穀類,401,0.1,347,0.1,446,0.1,329,0.2,177,0.1,252,0.1,397,0.1
2,5,1,2,0,魚介類,5011,1.4,5143,1.6,5010,1.3,3492,1.8,2630,1.4,5699,1.5,4889,1.2
2,6,1,2,1,生鮮魚介,2923,0.8,2951,0.9,2885,0.7,2357,1.2,1645,0.9,3514,0.9,2958,0.8
2,6,1,2,2,塩干魚介,934,0.3,881,0.3,983,0.3,384,0.2,400,0.2,1076,0.3,916,0.2
2,6,1,2,3,魚肉練製品,490,0.1,581,0.2,478,0.1,306,0.2,326,0.2,469,0.1,446,0.1
2,6,1,2,4,他の魚介加工品,664,0.2,730,0.2,663,0.2,445,0.2,259,0.1,639,0.2,569,0.1
2,5,1,3,0,肉類,8281,2.3,6258,2,9343,2.4,5155,2.6,5724,3.1,7595,2,8796,2.2
2,6,1,3,1,生鮮肉,6701,1.9,4946,1.6,7665,2,3864,2,4932,2.6,5865,1.6,7177,1.8
2,6,1,3,2,加工肉,1580,0.4,1312,0.4,1679,0.4,1292,0.7,791,0.4,1730,0.5,1619,0.4
2,5,1,4,0,乳卵類,4169,1.2,4105,1.3,4180,1.1,2410,1.2,1543,0.8,5439,1.5,4271,1.1
2,6,1,4,1,牛乳,1359,0.4,1162,0.4,1389,0.4,648,0.3,232,0.1,2124,0.6,1310,0.3
2,6,1,4,2,乳製品,1993,0.6,2278,0.7,1920,0.5,1235,0.6,1046,0.6,2312,0.6,2095,0.5
2,6,1,4,3,卵,818,0.2,666,0.2,871,0.2,527,0.3,265,0.1,1004,0.3,866,0.2
2,5,1,5,0,野菜・海藻,9042,2.5,8840,2.8,9277,2.4,5787,3,5408,2.9,9976,2.7,9073,2.3
2,6,1,5,1,生鮮野菜,6398,1.8,6360,2,6578,1.7,3866,2,3752,2,6827,1.8,6522,1.7
2,6,1,5,2,乾物・海藻,691,0.2,641,0.2,711,0.2,527,0.3,110,0.1,776,0.2,688,0.2
2,6,1,5,3,大豆加工品,1011,0.3,892,0.3,1030,0.3,802,0.4,1056,0.6,1318,0.4,1010,0.3
2,6,1,5,4,他の野菜・海藻加工品,943,0.3,946,0.3,957,0.2,593,0.3,489,0.3,1056,0.3,853,0.2
2,5,1,6,0,果物,2637,0.7,3080,1,2454,0.6,2378,1.2,1283,0.7,3042,0.8,2633,0.7
2,6,1,6,1,生鮮果物,2382,0.7,2754,0.9,2235,0.6,2156,1.1,1023,0.5,2680,0.7,2428,0.6
2,6,1,6,2,果物加工品,255,0.1,326,0.1,219,0.1,222,0.1,260,0.1,362,0.1,205,0.1
2,5,1,7,0,油脂・調味料,3622,1,3282,1,3899,1,2110,1.1,2714,1.4,3419,0.9,3838,1
2,6,1,7,1,油脂,357,0.1,264,0.1,399,0.1,130,0.1,102,0.1,434,0.1,343,0.1
2,6,1,7,2,調味料,3265,0.9,3018,1,3500,0.9,1980,1,2613,1.4,2985,0.8,3495,0.9
2,5,1,8,0,菓子類,6242,1.7,4490,1.4,6863,1.8,4433,2.3,6868,3.7,7322,2,6754,1.7
2,5,1,9,0,調理食品,11116,3.1,10020,3.2,11358,2.9,11030,5.6,14844,7.9,12206,3.3,11290,2.9
2,6,1,9,1,主食的調理食品,5026,1.4,4389,1.4,5140,1.3,6277,3.2,8041,4.3,4984,1.3,5039,1.3
2,6,1,9,2,他の調理食品,6091,1.7,5631,1.8,6218,1.6,4753,2.4,6803,3.6,7222,1.9,6251,1.6
2,5,1,10,0,飲料,4868,1.4,4315,1.4,4978,1.3,4521,2.3,5925,3.2,5710,1.5,5081,1.3
2,6,1,10,1,茶類,1098,0.3,1018,0.3,1097,0.3,478,0.2,561,0.3,1735,0.5,1132,0.3
2,6,1,10,2,コーヒー・ココア,1091,0.3,949,0.3,1090,0.3,850,0.4,964,0.5,1636,0.4,1153,0.3
2,6,1,10,3,他の飲料,2678,0.7,2348,0.7,2791,0.7,3194,1.6,4400,2.3,2339,0.6,2796,0.7
2,5,1,11,0,酒類,3611,1,4571,1.4,3461,0.9,2533,1.3,1027,0.5,2965,0.8,4221,1.1
2,5,1,12,0,外食,18387,5.1,21968,7,18413,4.7,11000,5.6,9287,5,13778,3.7,20801,5.3
2,6,1,12,1,一般外食,16958,4.7,21968,7,16299,4.2,11000,5.6,9287,5,12855,3.4,19294,4.9
2,6,1,12,2,学校給食,1430,0.4,-,-,2115,0.5,-,-,-,-,923,0.2,1508,0.4
2,4,2,0,0,住居,33251,9.2,22793,7.2,29630,7.6,17115,8.8,51192,27.3,99055,26.6,42248,10.7
