項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,712,-,-,98,-,99,-,105,-,101,-,101,-,107,-,101,-
0,0,0,0,0,世帯人員,2.9,-,-,2.73,-,2.68,-,2.8,-,2.76,-,2.78,-,3.2,-,3.37,-
0,0,0,0,0,有業人員,1.31,-,-,1.15,-,1.15,-,1.24,-,1.05,-,1.39,-,1.57,-,1.63,-
0,0,0,0,0,世帯主平均年齢,60.8,-,-,65.8,-,62.2,-,62.5,-,63.6,-,57.2,-,59.4,-,55.2,-
2,2,0,0,0,生計支出,360867,-,1.7,131230,-,209703,-,258376,-,305316,-,367096,-,455372,-,795386,-
2,3,0,0,0,消費支出,360867,100,1.7,131230,100,209703,100,258376,100,305316,100,367096,100,455372,100,795386,100
2,4,1,0,0,食料,104727,29,4.8,62749,47.8,81998,39.1,92242,35.7,104243,34.1,115962,31.6,125401,27.5,150039,18.9
2,5,1,1,0,穀類,7734,2.1,6.5,5529,4.2,6643,3.2,7268,2.8,7934,2.6,8450,2.3,9135,2,9162,1.2
2,6,1,1,1,米類,1847,0.5,13.4,1620,1.2,1752,0.8,1955,0.8,1832,0.6,1710,0.5,2212,0.5,1847,0.2
2,6,1,1,2,パン,2960,0.8,5.5,1800,1.4,2639,1.3,2569,1,2863,0.9,3301,0.9,3669,0.8,3865,0.5
2,6,1,1,3,麺類,1587,0.4,0.4,1065,0.8,1247,0.6,1428,0.6,1681,0.6,1816,0.5,1979,0.4,1886,0.2
2,6,1,1,4,他の穀類,1341,0.4,7.6,1044,0.8,1005,0.5,1315,0.5,1558,0.5,1623,0.4,1274,0.3,1564,0.2
2,5,1,2,0,魚介類,10580,2.9,2.8,8352,6.4,10587,5,9257,3.6,12000,3.9,11658,3.2,11054,2.4,11147,1.4
2,6,1,2,1,生鮮魚介,5573,1.5,-1.6,4306,3.3,5639,2.7,4498,1.7,5807,1.9,6116,1.7,6307,1.4,6328,0.8
2,6,1,2,2,塩干魚介,1549,0.4,3.9,1288,1,1564,0.7,1467,0.6,1843,0.6,1645,0.4,1529,0.3,1506,0.2
2,6,1,2,3,魚肉練製品,1678,0.5,11.1,1456,1.1,1737,0.8,1458,0.6,2087,0.7,1854,0.5,1480,0.3,1676,0.2
2,6,1,2,4,他の魚介加工品,1780,0.5,9.1,1303,1,1647,0.8,1834,0.7,2263,0.7,2043,0.6,1738,0.4,1638,0.2
2,5,1,3,0,肉類,9756,2.7,7.4,6510,5,6806,3.2,8728,3.4,10731,3.5,10424,2.8,11860,2.6,13203,1.7
2,6,1,3,1,生鮮肉,8139,2.3,6.2,5424,4.1,5588,2.7,7263,2.8,8693,2.8,8811,2.4,9800,2.2,11367,1.4
2,6,1,3,2,加工肉,1617,0.4,13.9,1086,0.8,1218,0.6,1465,0.6,2038,0.7,1613,0.4,2061,0.5,1836,0.2
2,5,1,4,0,乳卵類,4621,1.3,0.5,2954,2.3,3408,1.6,4147,1.6,4726,1.5,5454,1.5,5250,1.2,6387,0.8
2,6,1,4,1,牛乳,1428,0.4,4.1,1051,0.8,1089,0.5,1200,0.5,1518,0.5,1667,0.5,1705,0.4,1761,0.2
2,6,1,4,2,乳製品,2348,0.7,-3.1,1290,1,1596,0.8,2132,0.8,2295,0.8,2962,0.8,2628,0.6,3521,0.4
2,6,1,4,3,卵,845,0.2,5.2,613,0.5,723,0.3,816,0.3,913,0.3,825,0.2,917,0.2,1106,0.1
2,5,1,5,0,野菜・海藻,12236,3.4,4.1,9562,7.3,10456,5,11851,4.6,12775,4.2,13751,3.7,13151,2.9,14082,1.8
2,6,1,5,1,生鮮野菜,8296,2.3,3.3,6901,5.3,6907,3.3,7655,3,8112,2.7,9005,2.5,9179,2,10292,1.3
2,6,1,5,2,乾物・海藻,1197,0.3,12.7,682,0.5,866,0.4,1448,0.6,1319,0.4,1913,0.5,1226,0.3,921,0.1
2,6,1,5,3,大豆加工品,1186,0.3,2.2,982,0.7,1129,0.5,1155,0.4,1311,0.4,1291,0.4,1152,0.3,1281,0.2
2,6,1,5,4,他の野菜・海藻加工品,1557,0.4,3.9,997,0.8,1554,0.7,1593,0.6,2033,0.7,1542,0.4,1594,0.4,1588,0.2
2,5,1,6,0,果物,3847,1.1,-0.5,2849,2.2,3389,1.6,3260,1.3,4593,1.5,3766,1,4212,0.9,4859,0.6
2,6,1,6,1,生鮮果物,3327,0.9,-0.7,2495,1.9,2949,1.4,2855,1.1,4060,1.3,3242,0.9,3544,0.8,4145,0.5
2,6,1,6,2,果物加工品,520,0.1,0.6,354,0.3,439,0.2,404,0.2,533,0.2,524,0.1,668,0.1,713,0.1
2,5,1,7,0,油脂・調味料,4384,1.2,5.7,3076,2.3,3337,1.6,4005,1.6,4469,1.5,5027,1.4,5241,1.2,5517,0.7
2,6,1,7,1,油脂,440,0.1,11.1,317,0.2,372,0.2,399,0.2,342,0.1,516,0.1,559,0.1,573,0.1
2,6,1,7,2,調味料,3944,1.1,5.1,2760,2.1,2965,1.4,3606,1.4,4128,1.4,4511,1.2,4682,1,4945,0.6
2,5,1,8,0,菓子類,7379,2,6.8,3874,3,5242,2.5,6445,2.5,7517,2.5,7699,2.1,9714,2.1,11129,1.4
2,5,1,9,0,調理食品,16015,4.4,8.1,9705,7.4,13953,6.7,13930,5.4,15294,5,16865,4.6,20141,4.4,22152,2.8
2,6,1,9,1,主食的調理食品,5382,1.5,11.9,3639,2.8,4204,2,5092,2,5135,1.7,6694,1.8,6067,1.3,6823,0.9
2,6,1,9,2,他の調理食品,10632,2.9,6.3,6066,4.6,9749,4.6,8838,3.4,10159,3.3,10171,2.8,14074,3.1,15329,1.9
2,5,1,10,0,飲料,4645,1.3,-0.7,2471,1.9,3001,1.4,4400,1.7,4734,1.6,5473,1.5,5555,1.2,6854,0.9
2,6,1,10,1,茶類,1196,0.3,-5.5,700,0.5,790,0.4,1099,0.4,1420,0.5,1378,0.4,1643,0.4,1339,0.2
2,6,1,10,2,コーヒー・ココア,1054,0.3,5.8,518,0.4,741,0.4,1064,0.4,1008,0.3,1228,0.3,1077,0.2,1735,0.2
2,6,1,10,3,他の飲料,2395,0.7,-1,1254,1,1470,0.7,2237,0.9,2307,0.8,2867,0.8,2835,0.6,3780,0.5
2,5,1,11,0,酒類,4507,1.2,12.3,2829,2.2,3124,1.5,4643,1.8,3878,1.3,4655,1.3,5690,1.2,6701,0.8
2,5,1,12,0,外食,19024,5.3,3,5037,3.8,12051,5.7,14308,5.5,15591,5.1,22738,6.2,24398,5.4,38846,4.9
2,6,1,12,1,一般外食,18242,5.1,3.9,4944,3.8,11598,5.5,13754,5.3,14860,4.9,22032,6,23130,5.1,37185,4.7
2,6,1,12,2,学校給食,782,0.2,-14.7,93,0.1,453,0.2,554,0.2,732,0.2,706,0.2,1268,0.3,1660,0.2
2,4,2,0,0,住居,20116,5.6,-26,2306,1.8,9767,4.7,13033,5,15901,5.2,25718,7,20716,4.5,53080,6.7
2,5,2,1,0,家賃地代,13714,3.8,-18.4,2175,1.7,9034,4.3,11428,4.4,11909,3.9,23599,6.4,12287,2.7,25409,3.2
2,5,2,2,0,設備修繕・維持,6402,1.8,-38.5,131,0.1,734,0.4,1605,0.6,3993,1.3,2119,0.6,8429,1.9,27671,3.5
2,6,2,2,1,設備材料,1537,0.4,23.8,36,0,99,0,270,0.1,829,0.3,316,0.1,2638,0.6,6536,0.8
2,6,2,2,2,工事その他のサービス,4865,1.3,-46.9,95,0.1,634,0.3,1336,0.5,3163,1,1803,0.5,5790,1.3,21136,2.7
2,4,3,0,0,光熱・水道,22262,6.2,9.6,15951,12.2,22085,10.5,22019,8.5,21030,6.9,21766,5.9,24944,5.5,27986,3.5
2,5,3,1,0,電気代,9921,2.7,12.6,7005,5.3,10002,4.8,9519,3.7,9592,3.1,8607,2.3,11435,2.5,13266,1.7
2,5,3,2,0,ガス代,6583,1.8,13.2,4625,3.5,6184,2.9,6700,2.6,6248,2,6950,1.9,7315,1.6,8043,1
2,5,3,3,0,他の光熱,763,0.2,12,812,0.6,854,0.4,736,0.3,891,0.3,882,0.2,792,0.2,379,0
2,5,3,4,0,上下水道料,4994,1.4,-0.4,3509,2.7,5044,2.4,5064,2,4299,1.4,5327,1.5,5402,1.2,6298,0.8
2,4,4,0,0,家具・家事用品,13587,3.8,-8.8,5216,4,7985,3.8,11132,4.3,10905,3.6,14599,4,22128,4.9,23032,2.9
2,5,4,1,0,家庭用耐久財,3709,1,38.9,133,0.1,2325,1.1,3280,1.3,3203,1,4132,1.1,8142,1.8,4723,0.6
2,6,4,1,1,家事用耐久財,1983,0.5,48.9,28,0,1893,0.9,1655,0.6,1100,0.4,2834,0.8,4208,0.9,2144,0.3
2,6,4,1,2,冷暖房用器具,1380,0.4,39.3,105,0.1,418,0.2,1588,0.6,2023,0.7,967,0.3,3386,0.7,1176,0.1
2,6,4,1,3,一般家具,346,0.1,0,-,-,14,0,36,0,80,0,332,0.1,549,0.1,1403,0.2
2,5,4,2,0,室内装備・装飾品,914,0.3,-74.4,634,0.5,452,0.2,930,0.4,612,0.2,963,0.3,1012,0.2,1785,0.2
2,5,4,3,0,寝具類,1044,0.3,-16.3,353,0.3,288,0.1,624,0.2,927,0.3,1270,0.3,2587,0.6,1247,0.2
2,5,4,4,0,家事雑貨,3113,0.9,-1.1,1589,1.2,1872,0.9,3231,1.3,2241,0.7,3339,0.9,3615,0.8,5879,0.7
2,5,4,5,0,家事用消耗品,3312,0.9,3.5,1850,1.4,2504,1.2,2830,1.1,2979,1,3714,1,4406,1,4886,0.6
2,5,4,6,0,家事サービス,1495,0.4,41,657,0.5,543,0.3,237,0.1,943,0.3,1182,0.3,2365,0.5,4513,0.6
2,4,5,0,0,被服及び履物,16259,4.5,2.4,3659,2.8,5638,2.7,8965,3.5,12328,4,14516,4,23263,5.1,45221,5.7
2,5,5,1,0,和服,106,0,-20.3,-,-,-,-,-,-,-,-,-,-,547,0.1,196,0
2,5,5,2,0,洋服,7548,2.1,14.5,1815,1.4,2022,1,3294,1.3,6109,2,6557,1.8,8879,1.9,24043,3
