項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,730,-,-,102,-,102,-,105,-,110,-,108,-,102,-,101,-
0,世帯人員,2.93,-,-,2.51,-,2.72,-,2.82,-,2.9,-,3.05,-,3.12,-,3.36,-
0,有業人員,1.28,-,-,0.98,-,1.14,-,1.17,-,1.3,-,1.37,-,1.42,-,1.6,-
0,世帯主平均年齢,59.4,-,-,66.4,-,61.5,-,62.2,-,59,-,54.9,-,56.9,-,54.8,-
0,消費支出,336347,100,6.6,107232,100,167368,100,224439,100,270842,100,336122,100,425790,100,820017,100
2,基礎的支出,182840,54.4,2.9,84959,79.2,115496,69,151413,67.5,176032,65,186218,55.4,231696,54.4,332982,40.6
3,選択的支出,153508,45.6,11.3,22273,20.8,51872,31,73027,32.5,94810,35,149904,44.6,194094,45.6,487035,59.4
1,食料,86623,25.8,0.6,50488,47.1,63822,38.1,75115,33.5,86606,32,94204,28,106276,25,129472,15.8
2,基礎的支出,65916,19.6,-0.4,43742,40.8,52568,31.4,60859,27.1,68347,25.2,69867,20.8,77031,18.1,88769,10.8
3,選択的支出,20707,6.2,3.7,6747,6.3,11254,6.7,14256,6.4,18260,6.7,24337,7.2,29245,6.9,40704,5
1,住居,21154,6.3,-4.7,3017,2.8,5272,3.1,8691,3.9,21420,7.9,20881,6.2,36435,8.6,52099,6.4
2,基礎的支出,19207,5.7,-7.4,3017,2.8,3648,2.2,8309,3.7,19161,7.1,17879,5.3,33594,7.9,48594,5.9
3,選択的支出,1947,0.6,33.9,-,-,1624,1,382,0.2,2258,0.8,3002,0.9,2840,0.7,3504,0.4
1,光熱・水道,24561,7.3,-4.1,16472,15.4,21255,12.7,24493,10.9,25762,9.5,25568,7.6,27198,6.4,31115,3.8
2,基礎的支出,24561,7.3,-4.1,16472,15.4,21255,12.7,24493,10.9,25762,9.5,25568,7.6,27198,6.4,31115,3.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,19050,5.7,81,3722,3.5,4470,2.7,7117,3.2,8551,3.2,11555,3.4,12870,3,84849,10.3
2,基礎的支出,6269,1.9,-8.6,2527,2.4,3614,2.2,4681,2.1,5776,2.1,8058,2.4,8619,2,10570,1.3
3,選択的支出,12781,3.8,249,1195,1.1,856,0.5,2437,1.1,2775,1,3498,1,4252,1,74279,9.1
1,被服及び履物,17584,5.2,0.8,3030,2.8,6298,3.8,11326,5,10163,3.8,21291,6.3,27843,6.5,42992,5.2
2,基礎的支出,1001,0.3,-9.9,325,0.3,563,0.3,1045,0.5,732,0.3,880,0.3,1555,0.4,1901,0.2
3,選択的支出,16583,4.9,1.6,2706,2.5,5735,3.4,10282,4.6,9431,3.5,20411,6.1,26288,6.2,41091,5
1,保健医療,13725,4.1,-2,5040,4.7,6653,4,9931,4.4,10107,3.7,15468,4.6,18045,4.2,30736,3.7
2,基礎的支出,10704,3.2,-11.3,4391,4.1,6289,3.8,9121,4.1,8568,3.2,13296,4,11020,2.6,22187,2.7
3,選択的支出,3021,0.9,55.8,649,0.6,364,0.2,810,0.4,1539,0.6,2172,0.6,7025,1.6,8548,1
1,交通・通信,36525,10.9,20.3,5482,5.1,16342,9.8,21738,9.7,25178,9.3,34192,10.2,46435,10.9,105970,12.9
2,基礎的支出,10233,3,13.8,2416,2.3,6911,4.1,8884,4,9678,3.6,12403,3.7,13582,3.2,17694,2.2
3,選択的支出,26292,7.8,23.1,3066,2.9,9431,5.6,12854,5.7,15500,5.7,21789,6.5,32853,7.7,88276,10.8
1,教育,15111,4.5,1.2,171,0.2,1994,1.2,3809,1.7,5513,2,13489,4,15230,3.6,65382,8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,15111,4.5,1.2,171,0.2,1994,1.2,3809,1.7,5513,2,13489,4,15230,3.6,65382,8
1,教養娯楽,37126,11,-0.2,6675,6.2,16810,10,21644,9.6,27117,10,36657,10.9,50505,11.9,100135,12.2
2,基礎的支出,6788,2,1.2,3185,3,5205,3.1,7106,3.2,6158,2.3,6343,1.9,8180,1.9,11308,1.4
3,選択的支出,30338,9,-0.5,3490,3.3,11605,6.9,14538,6.5,20960,7.7,30314,9,42325,9.9,88827,10.8
1,その他の消費支出,64890,19.3,13.5,13133,12.2,24452,14.6,40576,18.1,50425,18.6,62817,18.7,84953,20,177267,21.6
2,基礎的支出,38162,11.3,29.6,8884,8.3,15444,9.2,26916,12,31851,11.8,31925,9.5,50918,12,100842,12.3
3,選択的支出,26728,7.9,-3.7,4249,4,9008,5.4,13660,6.1,18574,6.9,30892,9.2,34035,8,76424,9.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
