区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,737,-,-,99,-,110,-,109,-,106,-,102,-,104,-,107,-
0,0,世帯人員,2.97,-,-,2.58,-,2.69,-,2.83,-,3.13,-,3.23,-,3.14,-,3.15,-
0,0,有業人員,1.3,-,-,1.12,-,0.97,-,1.21,-,1.41,-,1.51,-,1.49,-,1.41,-
0,0,世帯主平均年齢,59.7,-,-,63.8,-,65,-,61.6,-,57,-,54.9,-,57.4,-,57.9,-
0,0,消費支出,299090,100,-3.9,99236,100,156594,100,204758,100,262908,100,306840,100,379735,100,678515,100
1,0,商品,165077,55.2,2.1,74998,75.6,109403,69.9,124280,60.7,147614,56.1,170820,55.7,204866,53.9,321414,47.4
1,1,耐久財,17842,6,10.3,951,1,3000,1.9,4041,2,6949,2.6,11857,3.9,15108,4,82215,12.1
1,2,半耐久財,29265,9.8,18.2,5273,5.3,10533,6.7,11573,5.7,24065,9.2,28330,9.2,47187,12.4,77284,11.4
1,3,非耐久財,117970,39.4,-2.3,68775,69.3,95869,61.2,108666,53.1,116600,44.4,130632,42.6,142571,37.5,161915,23.9
1,0,サービス,134013,44.8,-10.3,24238,24.4,47191,30.1,80477,39.3,115293,43.9,136020,44.3,174870,46.1,357101,52.6
2,0,食料,90413,30.2,-2.4,50776,51.2,69871,44.6,79134,38.6,84284,32.1,97334,31.7,112770,29.7,138010,20.3
2,3,非耐久財,70221,23.5,-2.5,45432,45.8,58870,37.6,66134,32.3,67837,25.8,75203,24.5,83827,22.1,93850,13.8
2,4,サービス,20192,6.8,-1.9,5344,5.4,11000,7,13000,6.3,16447,6.3,22130,7.2,28943,7.6,44160,6.5
2,0,住居,22952,7.7,-5.6,2863,2.9,3909,2.5,13178,6.4,27478,10.5,25357,8.3,27589,7.3,59786,8.8
2,1,耐久財,1659,0.6,-44.3,-,-,-,-,261,0.1,2081,0.8,-,-,568,0.1,8612,1.3
2,2,半耐久財,232,0.1,12.1,31,0,60,0,103,0.1,261,0.1,160,0.1,361,0.1,642,0.1
2,4,サービス,21061,7,-0.3,2832,2.9,3849,2.5,12814,6.3,25136,9.6,25198,8.2,26660,7,50532,7.4
2,0,光熱・水道（非耐久財）,24809,8.3,-8.5,12304,12.4,21763,13.9,24555,12,26919,10.2,28469,9.3,26900,7.1,32566,4.8
2,0,家具・家事用品,10451,3.5,-11.1,3165,3.2,4796,3.1,6498,3.2,8531,3.2,9718,3.2,11415,3,28797,4.2
2,1,耐久財,3822,1.3,-20.2,423,0.4,922,0.6,2041,1,1653,0.6,3224,1.1,3875,1,14486,2.1
2,2,半耐久財,3616,1.2,0.5,880,0.9,1847,1.2,1922,0.9,3695,1.4,3159,1,4296,1.1,9433,1.4
2,3,非耐久財,2545,0.9,-3.5,1670,1.7,1705,1.1,2298,1.1,2677,1,3027,1,2919,0.8,3505,0.5
2,4,サービス,468,0.2,-36.2,192,0.2,322,0.2,236,0.1,506,0.2,308,0.1,324,0.1,1373,0.2
2,0,被服及び履物,17528,5.9,19.4,3144,3.2,6446,4.1,6190,3,14021,5.3,17209,5.6,30722,8.1,44629,6.6
2,2,半耐久財,16535,5.5,22.9,3045,3.1,5890,3.8,6020,2.9,13400,5.1,16315,5.3,29719,7.8,41049,6
2,4,サービス,994,0.3,-18.7,99,0.1,556,0.4,170,0.1,621,0.2,894,0.3,1002,0.3,3580,0.5
2,0,保健医療,16026,5.4,-3.7,5245,5.3,9013,5.8,11628,5.7,12300,4.7,19165,6.2,21287,5.6,33324,4.9
2,1,耐久財,1389,0.5,-15.3,247,0.2,704,0.4,604,0.3,1263,0.5,1875,0.6,1314,0.3,3684,0.5
2,2,半耐久財,231,0.1,-13.5,60,0.1,90,0.1,27,0,104,0,298,0.1,262,0.1,772,0.1
2,3,非耐久財,5649,1.9,11,1958,2,4360,2.8,5604,2.7,5812,2.2,7026,2.3,7562,2,7180,1.1
2,4,サービス,8758,2.9,-9.1,2980,3,3859,2.5,5393,2.6,5122,1.9,9966,3.2,12150,3.2,21689,3.2
2,0,交通・通信,36971,12.4,10.2,6576,6.6,12090,7.7,24526,12,25416,9.7,37003,12.1,52609,13.9,99805,14.7
2,1,耐久財,5513,1.8,135.2,165,0.2,437,0.3,400,0.2,426,0.2,2716,0.9,5833,1.5,28349,4.2
2,2,半耐久財,1518,0.5,47.5,65,0.1,188,0.1,618,0.3,686,0.3,1367,0.4,1438,0.4,6206,0.9
2,3,非耐久財,1814,0.6,11.5,865,0.9,1185,0.8,1595,0.8,1833,0.7,2252,0.7,2091,0.6,2862,0.4
2,4,サービス,28126,9.4,-1.5,5481,5.5,10280,6.6,21913,10.7,22471,8.5,30668,10,43245,11.4,62388,9.2
2,0,教育,14869,5,-38,-,-,823,0.5,2582,1.3,10127,3.9,9622,3.1,12121,3.2,68144,10
2,3,非耐久財,1008,0.3,63.6,-,-,-,-,60,0,255,0.1,891,0.3,2626,0.7,3201,0.5
2,4,サービス,13861,4.6,-40.7,-,-,823,0.5,2522,1.2,9872,3.8,8731,2.8,9495,2.5,64943,9.6
2,0,教養娯楽,37498,12.5,-7.2,8534,8.6,15753,10.1,17967,8.8,26416,10,36060,11.8,51261,13.5,105644,15.6
2,1,耐久財,4620,1.5,71,57,0.1,810,0.5,537,0.3,927,0.4,3456,1.1,2331,0.6,23993,3.5
2,2,半耐久財,4016,1.3,6.8,850,0.9,1779,1.1,1842,0.9,2873,1.1,4239,1.4,7962,2.1,8508,1.3
2,3,非耐久財,6695,2.2,4.1,4349,4.4,5409,3.5,5040,2.5,5875,2.2,7824,2.5,8188,2.2,10134,1.5
2,4,サービス,22167,7.4,-19.4,3279,3.3,7755,5,10548,5.2,16740,6.4,20541,6.7,32779,8.6,63009,9.3
2,0,諸雑費,27573,9.2,5.8,6628,6.7,12131,7.7,18500,9,27416,10.4,26903,8.8,33064,8.7,67810,10
2,1,耐久財,839,0.3,-51.3,59,0.1,126,0.1,199,0.1,598,0.2,587,0.2,1186,0.3,3092,0.5
2,2,半耐久財,3117,1,27.2,341,0.3,680,0.4,1041,0.5,3046,1.2,2792,0.9,3148,0.8,10673,1.6
2,3,非耐久財,5229,1.7,1.8,2197,2.2,2577,1.6,3379,1.7,5392,2.1,5939,1.9,8459,2.2,8618,1.3
2,4,サービス,18387,6.1,9.8,4032,4.1,8747,5.6,13881,6.8,18379,7,17585,5.7,20271,5.3,45428,6.7
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年3月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
