項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,893,-,735,-,1814,-,1274,-,1551,-,1210,-,1176,-,1347,-
0,0,0,0,0,調査世帯数,338,-,29,-,24,-,65,-,44,-,53,-,39,-,42,-,42,-
0,0,0,0,0,世帯人員,3.31,-,2.91,-,3.68,-,3.63,-,3.72,-,3.37,-,3.52,-,3.07,-,2.47,-
0,0,0,0,0,有業人員,1.73,-,1.49,-,1.44,-,1.53,-,1.9,-,1.69,-,1.92,-,2.19,-,1.62,-
0,0,0,0,0,世帯主平均年齢,50.7,-,31.5,-,37,-,42.1,-,46.9,-,52.1,-,57,-,61.6,-,69,-
1,0,0,0,0,受取,974579,-,905649,-,998514,-,985713,-,1195120,-,1026540,-,1006471,-,872905,-,784040,-
1,1,0,0,0,実収入,496811,100,464996,100,520315,100,523929,100,649099,100,545254,100,530883,100,360573,100,357149,100
1,2,0,0,0,経常収入,493472,99.3,449106,96.6,513082,98.6,522699,99.8,646716,99.6,544282,99.8,527222,99.3,359191,99.6,356365,99.8
1,3,0,0,0,勤め先収入,480353,96.7,426393,91.7,479222,92.1,506464,96.7,646595,99.6,526537,96.6,521231,98.2,348908,96.8,349268,97.8
1,4,0,0,0,世帯主収入,412098,82.9,347400,74.7,421240,81,441895,84.3,523297,80.6,439236,80.6,462575,87.1,306172,84.9,320633,89.8
1,6,0,0,0,うち男,392087,78.9,344936,74.2,403957,77.6,424369,81,519290,80,413724,75.9,441232,83.1,283238,78.6,279112,78.2
1,5,0,0,0,定期収入,409657,82.5,340425,73.2,413347,79.4,440233,84,520100,80.1,438564,80.4,461693,87,303800,84.3,320341,89.7
1,5,0,0,0,臨時収入,2441,0.5,6975,1.5,7893,1.5,1662,0.3,3197,0.5,673,0.1,882,0.2,2372,0.7,292,0.1
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,62224,12.5,78993,17,57982,11.1,64569,12.3,109405,16.9,80027,14.7,46686,8.8,38598,10.7,19745,5.5
1,6,0,0,0,うち女,61496,12.4,78993,17,57982,11.1,60992,11.6,108787,16.8,80027,14.7,46686,8.8,38598,10.7,19745,5.5
1,4,0,0,0,他の世帯員収入,6031,1.2,-,-,-,-,-,-,13893,2.1,7274,1.3,11971,2.3,4138,1.1,8889,2.5
