項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,737,-,-,99,-,110,-,109,-,106,-,102,-,104,-,107,-
0,世帯人員,2.97,-,-,2.58,-,2.69,-,2.83,-,3.13,-,3.23,-,3.14,-,3.15,-
0,有業人員,1.3,-,-,1.12,-,0.97,-,1.21,-,1.41,-,1.51,-,1.49,-,1.41,-
0,世帯主平均年齢,59.7,-,-,63.8,-,65,-,61.6,-,57,-,54.9,-,57.4,-,57.9,-
0,消費支出,332693,100,-1.2,101713,100,164542,100,219544,100,279338,100,336714,100,425646,100,795308,100
2,基礎的支出,180275,54.2,-1.4,77120,75.8,117203,71.2,149565,68.1,164105,58.7,189544,56.3,218792,51.4,343295,43.2
3,選択的支出,152417,45.8,-1,24593,24.2,47339,28.8,69978,31.9,115233,41.3,147170,43.7,206854,48.6,452013,56.8
1,食料,90413,27.2,-2.4,50776,49.9,69871,42.5,79134,36,84284,30.2,97334,28.9,112770,26.5,138010,17.4
2,基礎的支出,68257,20.5,-2.1,43546,42.8,57102,34.7,64514,29.4,65333,23.4,73569,21.8,81430,19.1,91917,11.6
3,選択的支出,22156,6.7,-3.2,7230,7.1,12769,7.8,14620,6.7,18951,6.8,23765,7.1,31340,7.4,46093,5.8
1,住居,22952,6.9,-5.6,2863,2.8,3909,2.4,13178,6,27478,9.8,25357,7.5,27589,6.5,59786,7.5
2,基礎的支出,20377,6.1,-11.9,1663,1.6,3909,2.4,12912,5.9,21835,7.8,19977,5.9,23476,5.5,58349,7.3
3,選択的支出,2575,0.8,118.6,1201,1.2,-,-,266,0.1,5644,2,5380,1.6,4113,1,1436,0.2
1,光熱・水道,24809,7.5,-8.5,12304,12.1,21763,13.2,24555,11.2,26919,9.6,28469,8.5,26900,6.3,32566,4.1
2,基礎的支出,24809,7.5,-8.5,12304,12.1,21763,13.2,24555,11.2,26919,9.6,28469,8.5,26900,6.3,32566,4.1
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10451,3.1,-11.1,3165,3.1,4796,2.9,6498,3,8531,3.1,9718,2.9,11415,2.7,28797,3.6
2,基礎的支出,6954,2.1,-7.2,2453,2.4,3900,2.4,5424,2.5,6252,2.2,7100,2.1,8912,2.1,14531,1.8
3,選択的支出,3497,1.1,-17.9,712,0.7,896,0.5,1073,0.5,2278,0.8,2617,0.8,2503,0.6,14266,1.8
1,被服及び履物,17528,5.3,19.4,3144,3.1,6446,3.9,6190,2.8,14021,5,17209,5.1,30722,7.2,44629,5.6
2,基礎的支出,573,0.2,0.7,169,0.2,345,0.2,487,0.2,440,0.2,789,0.2,805,0.2,971,0.1
3,選択的支出,16956,5.1,20.2,2975,2.9,6101,3.7,5703,2.6,13581,4.9,16420,4.9,29917,7,43658,5.5
1,保健医療,16026,4.8,-3.7,5245,5.2,9013,5.5,11628,5.3,12300,4.4,19165,5.7,21287,5,33324,4.2
2,基礎的支出,13461,4,-0.3,4904,4.8,8029,4.9,10602,4.8,9334,3.3,16346,4.9,18496,4.3,26353,3.3
3,選択的支出,2566,0.8,-18.4,340,0.3,984,0.6,1026,0.5,2965,1.1,2819,0.8,2791,0.7,6970,0.9
1,交通・通信,36971,11.1,10.2,6576,6.5,12090,7.3,24526,11.2,25416,9.1,37003,11,52609,12.4,99805,12.5
2,基礎的支出,9706,2.9,-2,2855,2.8,5420,3.3,8263,3.8,8035,2.9,10421,3.1,12626,3,20179,2.5
3,選択的支出,27265,8.2,15.2,3721,3.7,6670,4.1,16263,7.4,17381,6.2,26582,7.9,39982,9.4,79626,10
1,教育,14869,4.5,-38,-,-,823,0.5,2582,1.2,10127,3.6,9622,2.9,12121,2.8,68144,8.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14869,4.5,-38,-,-,823,0.5,2582,1.2,10127,3.6,9622,2.9,12121,2.8,68144,8.6
1,教養娯楽,37498,11.3,-7.2,8534,8.4,15753,9.6,17967,8.2,26416,9.5,36060,10.7,51261,12,105644,13.3
2,基礎的支出,6441,1.9,-5.3,3667,3.6,4399,2.7,5940,2.7,6361,2.3,8518,2.5,7336,1.7,8833,1.1
3,選択的支出,31057,9.3,-7.5,4867,4.8,11354,6.9,12027,5.5,20055,7.2,27542,8.2,43925,10.3,96811,12.2
1,その他の消費支出,61175,18.4,18.3,9105,9,20079,12.2,33286,15.2,43846,15.7,56778,16.9,78974,18.6,184604,23.2
2,基礎的支出,29697,8.9,20.6,5558,5.5,12337,7.5,16868,7.7,19596,7,24355,7.2,38812,9.1,89596,11.3
3,選択的支出,31478,9.5,16.2,3547,3.5,7742,4.7,16418,7.5,24250,8.7,32423,9.6,40162,9.4,95008,11.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
