項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9277,-,2923,-,2490,-,7077,-,6787,-,723,-
0,0,0,0,0,調査世帯数,244,-,-,227,-,69,-,59,-,175,-,168,-,17,-
0,0,0,0,0,世帯人員,2.32,-,-,2.34,-,2.16,-,2.18,-,2.39,-,2.4,-,2.12,-
0,0,0,0,0,有業人員,0.39,-,-,0.4,-,0.27,-,0.28,-,0.45,-,0.45,-,0.28,-
0,0,0,0,0,世帯主平均年齢,73.8,-,-,74.3,-,74.4,-,75,-,73.5,-,74,-,67.3,-
1,0,0,0,0,受取,393189,-,-3.7,399444,-,241691,-,254492,-,455771,-,452615,-,312978,-
1,1,0,0,0,実収入,28275,100,-29.7,27712,100,11536,100,10817,100,35190,100,33910,100,35496,100
1,2,0,0,0,経常収入,24634,87.1,-29.6,24936,90,8620,74.7,10122,93.6,31250,88.8,30370,89.6,20765,58.5
1,3,0,0,0,勤め先収入,9310,32.9,-27.5,9877,35.6,807,7,948,8.8,12822,36.4,13152,38.8,2038,5.7
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,2395,8.5,-69.4,2582,9.3,-,-,-,-,3385,9.6,3529,10.4,-,-
1,6,0,0,0,うち女,2395,8.5,-69.4,2582,9.3,-,-,-,-,3385,9.6,3529,10.4,-,-
1,4,0,0,0,他の世帯員収入,6914,24.5,37.7,7295,26.3,807,7,948,8.8,9437,26.8,9623,28.4,2038,5.7
1,3,0,0,0,事業・内職収入,5741,20.3,-24.5,6149,22.2,3613,31.3,4242,39.2,6621,18.8,6849,20.2,508,1.4
1,4,0,0,0,家賃収入,2234,7.9,-53.5,2408,8.7,1073,9.3,1260,11.6,2714,7.7,2830,8.3,-,-
1,4,0,0,0,他の事業収入,2665,9.4,...,2873,10.4,252,2.2,296,2.7,3662,10.4,3818,11.3,-,-
1,4,0,0,0,内職収入,842,3,-68.6,868,3.1,2288,19.8,2686,24.8,245,0.7,201,0.6,508,1.4
1,3,0,0,0,他の経常収入,9583,33.9,-34.2,8910,32.2,4200,36.4,4932,45.6,11807,33.6,10369,30.6,18218,51.3
