年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成22年平均,2010,,55.7,48,47.3,48.7,54.1,59.1,62.4,61.1
nen,平成23年平均,2011,,54.6,44.4,46.5,51,53.4,56,60.6,61.1
nen,平成24年平均,2012,,55.6,47.9,46,48.4,54,58.2,59.1,64.5
nen,平成25年平均,2013,,54.5,48.1,46.2,47.4,52.5,56.3,60.9,61.2
nen,平成26年平均,2014,,53.9,44.3,47,50.3,54.7,55.2,58.3,59.9
nen,平成27年平均,2015,,52.2,42.8,43.7,46.4,51.8,52.6,56.6,60.9
nen,平成28年平均,2016,,53,48,47.7,45.4,52.4,53.5,57.7,59
tuki,平成28年1月,2016,1,51.6,51.3,45.9,44.9,42.5,54.5,57.4,58.6
tuki,平成28年2月,2016,2,53.6,47.4,43,42.3,53.7,51,51,69.4
tuki,平成28年3月,2016,3,53.8,51,48.7,42.2,51.2,55.5,59.1,59.6
tuki,平成28年4月,2016,4,58.8,58.1,49.2,48.8,66.7,58.1,62.9,61
tuki,平成28年5月,2016,5,53,46,43.9,44.1,54.8,49.9,60.7,60.1
tuki,平成28年6月,2016,6,49.8,46.6,47,40,47.4,53.2,47.6,57.9
tuki,平成28年7月,2016,7,52.5,49.7,40,49.1,54.6,53.8,53.8,58.4
tuki,平成28年8月,2016,8,53.3,50.3,44.2,41.2,47.2,52.5,59.5,64.1
tuki,平成28年9月,2016,9,53,55.2,46.8,43.7,52.7,51.3,53.7,60.5
tuki,平成28年10月,2016,10,54.1,53.1,48.7,49.8,50.1,51.4,56,62.1
tuki,平成28年11月,2016,11,49.9,46.4,41.9,42.2,50.8,48.5,55.3,57.8
tuki,平成28年12月,2016,12,51.9,36.8,53.7,48,50.9,55.4,52.5,59.9
tuki,平成29年1月,2017,1,54.6,48.9,49.4,48.8,53.9,49,59.4,64.4
,,,,,,,,,,,
東京都生計分析調査　平成29年1月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
選択的支出係数〔＝（選択的支出÷消費支出）×１００〕,,,,,,,,,,,
