項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9240,-,2890,-,2538,-,7110,-,6702,-,760,-
0,0,0,0,0,調査世帯数,241,-,-,223,-,67,-,58,-,174,-,165,-,18,-
0,0,0,0,0,世帯人員,2.31,-,-,2.31,-,2.11,-,2.13,-,2.39,-,2.37,-,2.31,-
0,0,0,0,0,有業人員,0.4,-,-,0.4,-,0.18,-,0.17,-,0.49,-,0.48,-,0.47,-
0,0,0,0,0,世帯主平均年齢,75.9,-,-,76.1,-,77.7,-,78.6,-,75.1,-,75.2,-,72.9,-
1,0,0,0,0,受取,370785,-,-14.5,375949,-,252899,-,250211,-,418700,-,423564,-,307977,-
1,1,0,0,0,実収入,30528,100,-29.8,31648,100,15471,100,15989,100,36648,100,37578,100,16907,100
1,2,0,0,0,経常収入,28687,94,-21.5,29687,93.8,15251,98.6,15848,99.1,34148,93.2,34927,92.9,16525,97.7
1,3,0,0,0,勤め先収入,10506,34.4,-25.4,10254,32.4,5802,37.5,5240,32.8,12418,33.9,12153,32.3,13572,80.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3235,10.6,-56.4,3501,11.1,1883,12.2,2144,13.4,3785,10.3,4015,10.7,-,-
1,6,0,0,0,うち女,3235,10.6,-56.4,3501,11.1,1883,12.2,2144,13.4,3785,10.3,4015,10.7,-,-
1,4,0,0,0,他の世帯員収入,7271,23.8,9,6753,21.3,3919,25.3,3097,19.4,8633,23.6,8138,21.7,13572,80.3
1,3,0,0,0,事業・内職収入,12875,42.2,-2.5,13691,43.3,3473,22.4,3802,23.8,16697,45.6,17435,46.4,2953,17.5
1,4,0,0,0,家賃収入,3266,10.7,-10.3,3534,11.2,-,-,-,-,4593,12.5,4873,13,-,-
1,4,0,0,0,他の事業収入,3396,11.1,46.1,3634,11.5,190,1.2,65,0.4,4699,12.8,4985,13.3,507,3
1,4,0,0,0,内職収入,6213,20.4,-14.2,6523,20.6,3282,21.2,3738,23.4,7404,20.2,7578,20.2,2446,14.5
1,3,0,0,0,他の経常収入,5306,17.4,-42.6,5742,18.1,5977,38.6,6805,42.6,5033,13.7,5339,14.2,-,-
1,4,0,0,0,財産収入,2092,6.9,17.9,2264,7.2,472,3.1,537,3.4,2751,7.5,2918,7.8,-,-
1,4,0,0,0,社会保障給付,2412,7.9,-65.6,2610,8.2,4919,31.8,5601,35,1393,3.8,1478,3.9,-,-
1,5,0,0,0,公的年金給付,2403,7.9,-33.8,2601,8.2,4919,31.8,5601,35,1381,3.8,1465,3.9,-,-
1,5,0,0,0,他の社会保障給付,8,0,-99.8,9,0,-,-,-,-,12,0,13,0,-,-
1,4,0,0,0,仕送り金,802,2.6,75.5,868,2.7,586,3.8,667,4.2,890,2.4,944,2.5,-,-
