項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,736,-,-,107,-,106,-,107,-,104,-,105,-,104,-,103,-
0,世帯人員,2.98,-,-,2.57,-,2.69,-,2.9,-,2.9,-,3.24,-,3.22,-,3.33,-
0,有業人員,1.31,-,-,1.04,-,1.2,-,1.35,-,1.29,-,1.26,-,1.54,-,1.53,-
0,世帯主平均年齢,59.5,-,-,65.6,-,63.1,-,60.8,-,57,-,56.4,-,57.4,-,56.3,-
0,消費支出,364890,100,4.3,109498,100,170100,100,218259,100,270180,100,332875,100,432919,100,1012705,100
2,基礎的支出,171359,47,1.4,84703,77.4,116906,68.7,134819,61.8,163299,60.4,184736,55.5,220416,50.9,292922,28.9
3,選択的支出,193531,53,7,24795,22.6,53195,31.3,83440,38.2,106881,39.6,148139,44.5,212503,49.1,719783,71.1
1,食料,90811,24.9,2.7,52715,48.1,66722,39.2,76905,35.2,83685,31,98847,29.7,119241,27.5,136908,13.5
2,基礎的支出,69190,19,2.3,45850,41.9,55457,32.6,59554,27.3,66130,24.5,76198,22.9,88888,20.5,91904,9.1
3,選択的支出,21621,5.9,3.7,6865,6.3,11265,6.6,17351,7.9,17555,6.5,22648,6.8,30353,7,45004,4.4
1,住居,22045,6,5,2496,2.3,3923,2.3,14204,6.5,27999,10.4,24535,7.4,27121,6.3,53511,5.3
2,基礎的支出,19645,5.4,-0.2,2294,2.1,3491,2.1,13674,6.3,22051,8.2,19025,5.7,24352,5.6,52124,5.1
3,選択的支出,2400,0.7,81.7,202,0.2,431,0.3,529,0.2,5947,2.2,5510,1.7,2769,0.6,1387,0.1
1,光熱・水道,23556,6.5,-1.6,15656,14.3,20399,12,21790,10,25746,9.5,26182,7.9,26312,6.1,28712,2.8
2,基礎的支出,23556,6.5,-1.6,15656,14.3,20399,12,21790,10,25746,9.5,26182,7.9,26312,6.1,28712,2.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10486,2.9,9.5,3476,3.2,4288,2.5,6860,3.1,6953,2.6,12746,3.8,16196,3.7,22739,2.2
2,基礎的支出,7808,2.1,38.9,2862,2.6,3738,2.2,5076,2.3,5427,2,7506,2.3,11161,2.6,18751,1.9
3,選択的支出,2678,0.7,-32.3,614,0.6,550,0.3,1784,0.8,1526,0.6,5239,1.6,5035,1.2,3988,0.4
1,被服及び履物,15660,4.3,4.9,3319,3,6417,3.8,10511,4.8,9496,3.5,17928,5.4,25187,5.8,36516,3.6
2,基礎的支出,1018,0.3,11.7,272,0.2,644,0.4,788,0.4,793,0.3,1300,0.4,967,0.2,2351,0.2
3,選択的支出,14642,4,4.5,3046,2.8,5773,3.4,9723,4.5,8703,3.2,16628,5,24220,5.6,34165,3.4
1,保健医療,15594,4.3,-4.4,4728,4.3,8397,4.9,8814,4,12814,4.7,16961,5.1,22442,5.2,34761,3.4
2,基礎的支出,13711,3.8,-5.3,4510,4.1,7875,4.6,8184,3.7,10475,3.9,14837,4.5,18840,4.4,31048,3.1
3,選択的支出,1884,0.5,3,218,0.2,523,0.3,630,0.3,2338,0.9,2123,0.6,3601,0.8,3713,0.4
1,交通・通信,33716,9.2,-18.2,8113,7.4,16125,9.5,23226,10.6,25552,9.5,35156,10.6,53949,12.5,73353,7.2
2,基礎的支出,9729,2.7,15.7,4084,3.7,5753,3.4,7031,3.2,7256,2.7,10001,3,15648,3.6,18215,1.8
3,選択的支出,23987,6.6,-26.9,4029,3.7,10372,6.1,16195,7.4,18295,6.8,25155,7.6,38301,8.8,55139,5.4
1,教育,61109,16.7,35.2,343,0.3,1226,0.7,3027,1.4,5882,2.2,9698,2.9,22804,5.3,381416,37.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,61109,16.7,35.2,343,0.3,1226,0.7,3027,1.4,5882,2.2,9698,2.9,22804,5.3,381416,37.7
1,教養娯楽,40798,11.2,18.8,9400,8.6,17856,10.5,23023,10.5,31236,11.6,38247,11.5,57075,13.2,107893,10.7
2,基礎的支出,7049,1.9,-2.5,4420,4,6060,3.6,6317,2.9,7352,2.7,7322,2.2,8901,2.1,8933,0.9
3,選択的支出,33750,9.2,24.5,4980,4.5,11796,6.9,16706,7.7,23884,8.8,30925,9.3,48174,11.1,98960,9.8
1,その他の消費支出,51115,14,-6.8,9253,8.5,24747,14.5,29901,13.7,40817,15.1,52575,15.8,62592,14.5,136897,13.5
2,基礎的支出,19653,5.4,-6.9,4754,4.3,13489,7.9,12405,5.7,18067,6.7,22363,6.7,25346,5.9,40886,4
3,選択的支出,31462,8.6,-6.7,4498,4.1,11258,6.6,17496,8,22750,8.4,30211,9.1,37246,8.6,96011,9.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年4月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
