項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9215,-,2942,-,2520,-,7058,-,6695,-,785,-
0,0,0,0,0,調査世帯数,252,-,-,233,-,70,-,59,-,182,-,174,-,19,-
0,0,0,0,0,世帯人員,2.35,-,-,2.35,-,2.1,-,2.11,-,2.45,-,2.44,-,2.29,-
0,0,0,0,0,有業人員,0.38,-,-,0.37,-,0.19,-,0.19,-,0.45,-,0.44,-,0.4,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,75.6,-,76.5,-,77.4,-,74.9,-,75,-,72.8,-
1,0,0,0,0,受取,413848,-,-4.5,425378,-,248711,-,239617,-,482687,-,495306,-,278523,-
1,1,0,0,0,実収入,30406,100,-47.7,28960,100,19902,100,11402,100,34784,100,35570,100,47370,100
1,2,0,0,0,経常収入,27435,90.2,-30.8,25755,88.9,18811,94.5,10186,89.3,31030,89.2,31615,88.9,47150,99.5
1,3,0,0,0,勤め先収入,9898,32.6,-23.6,10308,35.6,4149,20.8,4844,42.5,12295,35.3,12364,34.8,5097,10.8
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,907,3,-84,984,3.4,258,1.3,301,2.6,1177,3.4,1241,3.5,-,-
1,6,0,0,0,うち女,907,3,-84,984,3.4,258,1.3,301,2.6,1177,3.4,1241,3.5,-,-
1,4,0,0,0,他の世帯員収入,8992,29.6,23.5,9324,32.2,3891,19.6,4543,39.8,11118,32,11123,31.3,5097,10.8
1,3,0,0,0,事業・内職収入,5868,19.3,-28.8,6005,20.7,2793,14,3260,28.6,7150,20.6,7038,19.8,4260,9
1,4,0,0,0,家賃収入,910,3,-71,988,3.4,-,-,-,-,1289,3.7,1359,3.8,-,-
1,4,0,0,0,他の事業収入,1420,4.7,23.5,1541,5.3,67,0.3,78,0.7,1984,5.7,2092,5.9,-,-
1,4,0,0,0,内職収入,3537,11.6,-10.5,3476,12,2726,13.7,3182,27.9,3876,11.1,3586,10.1,4260,9
1,3,0,0,0,他の経常収入,11669,38.4,-36.9,9443,32.6,11869,59.6,2082,18.3,11585,33.3,12213,34.3,37793,79.8
1,4,0,0,0,財産収入,906,3,-88.3,983,3.4,-,-,-,-,1284,3.7,1354,3.8,-,-
1,4,0,0,0,社会保障給付,9906,32.6,4.1,7530,26,10085,50.7,-,-,9832,28.3,10365,29.1,37793,79.8
1,5,0,0,0,公的年金給付,8465,27.8,35,6778,23.4,7543,37.9,-,-,8849,25.4,9329,26.2,28265,59.7
1,5,0,0,0,他の社会保障給付,1442,4.7,-55.5,753,2.6,2543,12.8,-,-,983,2.8,1036,2.9,9528,20.1
1,4,0,0,0,仕送り金,856,2.8,-31.2,929,3.2,1784,9,2082,18.3,469,1.3,495,1.4,-,-
1,2,0,0,0,特別収入,2971,9.8,-83.9,3205,11.1,1091,5.5,1215,10.7,3755,10.8,3954,11.1,221,0.5
1,3,0,0,0,受贈金,190,0.6,-98.9,200,0.7,541,2.7,609,5.3,44,0.1,46,0.1,73,0.2
1,3,0,0,0,他の特別収入,2781,9.1,52.4,3005,10.4,550,2.8,606,5.3,3711,10.7,3908,11,148,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),303085,-,4.8,314345,-,160050,-,159243,-,362711,-,372732,-,170930,-
1,2,0,0,0,預貯金引出,256691,-,5.5,264804,-,146634,-,145026,-,302569,-,309894,-,161461,-
