項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,735,-,-,103,-,102,-,108,-,112,-,104,-,107,-,99,-
0,0,世帯人員,2.94,-,-,2.55,-,2.86,-,2.72,-,2.95,-,2.98,-,3.2,-,3.29,-
0,0,有業人員,1.24,-,-,1,-,1.25,-,1.13,-,1.37,-,1.23,-,1.33,-,1.37,-
0,0,世帯主平均年齢,59.8,-,-,64.8,-,61.4,-,62.9,-,57.6,-,58.9,-,56.8,-,55.9,-
0,0,消費支出,297163,-,0.2,106876,-,158724,-,200424,-,242664,-,298016,-,395563,-,675733,-
0,0,公共的料金,74603,25.1,1.8,30585,28.6,47564,30,53958,26.9,66158,27.3,83558,28,101731,25.7,138214,20.5
1,0,公共料金等,52217,17.6,3.1,25179,23.6,34201,21.5,41667,20.8,46630,19.2,60850,20.4,67927,17.2,88818,13.1
1,1,米,1947,0.7,5.8,1619,1.5,1782,1.1,2009,1,1851,0.8,2013,0.7,1901,0.5,2453,0.4
1,1,食塩,67,0,21.8,39,0,44,0,50,0,109,0,67,0,81,0,75,0
1,1,学校給食,924,0.3,10.4,152,0.1,871,0.5,892,0.4,794,0.3,1301,0.4,915,0.2,1539,0.2
1,1,公営家賃,373,0.1,-79.2,-,-,-,-,182,0.1,721,0.3,1702,0.6,-,-,-,-
1,1,電気代,7448,2.5,5.2,5047,4.7,6321,4,6671,3.3,7576,3.1,7703,2.6,9572,2.4,9221,1.4
1,1,都市ガス,4620,1.6,4.3,3234,3,4011,2.5,4295,2.1,4128,1.7,5693,1.9,5098,1.3,5871,0.9
1,1,上下水道料,5692,1.9,5.1,4363,4.1,4693,3,4649,2.3,5727,2.4,6713,2.3,6811,1.7,6874,1
1,1,医科診療代,3086,1,-5.7,1845,1.7,2211,1.4,2587,1.3,3125,1.3,3360,1.1,4050,1,4412,0.7
1,1,歯科診療代,2205,0.7,31.2,446,0.4,699,0.4,1940,1,1088,0.4,3975,1.3,1313,0.3,5968,0.9
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1543,0.5,16.2,-,-,-,-,1207,0.6,-,-,-,-,810,0.2,8764,1.3
1,1,鉄道運賃,2415,0.8,-3.9,598,0.6,854,0.5,2120,1.1,2694,1.1,1767,0.6,3178,0.8,5671,0.8
1,1,鉄道通学定期代,174,0.1,59.6,-,-,-,-,-,-,-,-,50,0,633,0.2,534,0.1
