項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,866,-,885,-,1775,-,1417,-,1341,-,1180,-,1163,-,1374,-
0,0,0,0,0,調査世帯数,339,-,29,-,29,-,63,-,48,-,47,-,39,-,41,-,43,-
0,0,0,0,0,世帯人員,3.26,-,2.95,-,3.69,-,3.59,-,3.5,-,3.3,-,3.44,-,3.07,-,2.47,-
0,0,0,0,0,有業人員,1.74,-,1.5,-,1.42,-,1.57,-,1.89,-,1.8,-,1.98,-,2.14,-,1.6,-
0,0,0,0,0,世帯主平均年齢,50.4,-,31.3,-,37,-,41.9,-,47.1,-,52,-,56.9,-,61.6,-,68.9,-
1,0,0,0,0,受取,1599441,-,1388473,-,1643140,-,1810487,-,1987870,-,1617741,-,1766936,-,1213152,-,1196163,-
1,1,0,0,0,実収入,989211,100,906504,100,1044975,100,1119509,100,1322928,100,1063166,100,1059400,100,583238,100,704069,100
1,2,0,0,0,経常収入,969230,98,890295,98.2,1003005,96,1086962,97.1,1315717,99.5,1043421,98.1,1034047,97.6,573150,98.3,694944,98.7
1,3,0,0,0,勤め先収入,929555,94,862005,95.1,992364,95,1083380,96.8,1305399,98.7,1019862,95.9,1024422,96.7,523329,89.7,519511,73.8
1,4,0,0,0,世帯主収入,802173,81.1,644624,71.1,849524,81.3,968239,86.5,1106825,83.7,862416,81.1,920021,86.8,472558,81,461158,65.5
1,6,0,0,0,うち男,757610,76.6,636773,70.2,827215,79.2,937626,83.8,1040678,78.7,828706,77.9,896137,84.6,449945,77.1,336419,47.8
1,5,0,0,0,定期収入,421080,42.6,333316,36.8,454005,43.4,414299,37,537409,40.6,451578,42.5,496913,46.9,326385,56,329218,46.8
1,5,0,0,0,臨時収入,4880,0.5,3806,0.4,3184,0.3,10011,0.9,10833,0.8,4166,0.4,12,0,3076,0.5,284,0
1,5,0,0,0,賞与,376213,38,307502,33.9,392335,37.5,543929,48.6,558584,42.2,406671,38.3,423097,39.9,143096,24.5,131656,18.7
1,4,0,0,0,世帯主の配偶者の収入,120265,12.2,217381,24,142840,13.7,115141,10.3,185246,14,153603,14.4,91257,8.6,47750,8.2,37889,5.4
1,6,0,0,0,うち女,119545,12.1,217381,24,142840,13.7,111521,10,184696,14,153603,14.4,91257,8.6,47750,8.2,37889,5.4
1,4,0,0,0,他の世帯員収入,7117,0.7,-,-,-,-,-,-,13327,1,3843,0.4,13144,1.2,3020,0.5,20465,2.9
1,3,0,0,0,事業・内職収入,4381,0.4,2836,0.3,-,-,1206,0.1,4389,0.3,19571,1.8,1499,0.1,604,0.1,3121,0.4
1,4,0,0,0,家賃収入,3176,0.3,2836,0.3,-,-,-,-,1555,0.1,15175,1.4,1499,0.1,604,0.1,3121,0.4
1,4,0,0,0,他の事業収入,1205,0.1,-,-,-,-,1206,0.1,2834,0.2,4396,0.4,-,-,-,-,-,-
1,4,0,0,0,内職収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,35294,3.6,25454,2.8,10641,1,2376,0.2,5929,0.4,3988,0.4,8126,0.8,49217,8.4,172312,24.5
1,4,0,0,0,財産収入,324,0,-,-,-,-,185,0,85,0,-,-,1800,0.2,462,0.1,92,0
1,4,0,0,0,社会保障給付,34630,3.5,25454,2.8,8747,0.8,1953,0.2,5844,0.4,3988,0.4,6326,0.6,47637,8.2,172220,24.5
1,5,0,0,0,公的年金給付,31670,3.2,796,0.1,6493,0.6,-,-,5844,0.4,3988,0.4,4101,0.4,47490,8.1,172220,24.5
1,5,0,0,0,他の社会保障給付,2960,0.3,24658,2.7,2253,0.2,1953,0.2,-,-,-,-,2225,0.2,146,0,-,-
1,4,0,0,0,仕送り金,340,0,-,-,1894,0.2,237,0,-,-,-,-,-,-,1118,0.2,-,-
1,2,0,0,0,特別収入,19981,2,16209,1.8,41970,4,32547,2.9,7211,0.5,19745,1.9,25353,2.4,10088,1.7,9125,1.3
1,3,0,0,0,受贈金,2581,0.3,4682,0.5,2483,0.2,2004,0.2,269,0,1498,0.1,4323,0.4,921,0.2,5417,0.8
1,3,0,0,0,他の特別収入,17400,1.8,11527,1.3,39486,3.8,30543,2.7,6943,0.5,18247,1.7,21029,2,9167,1.6,3707,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),523342,-,344003,-,500819,-,619976,-,553701,-,482515,-,626302,-,563593,-,411980,-
1,2,0,0,0,預貯金引出,419364,-,279825,-,389258,-,464958,-,437927,-,418857,-,521502,-,438997,-,344756,-
1,2,0,0,0,保険金,9853,-,-,-,-,-,-,-,-,-,-,-,28055,-,38233,-,15254,-
1,3,0,0,0,個人・企業年金保険金,9853,-,-,-,-,-,-,-,-,-,-,-,28055,-,38233,-,15254,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,14735,-,-,-,-,-,80039,-,-,-,3485,-,7,-,-,-,427,-
1,2,0,0,0,一括払購入借入金,79272,-,64133,-,111550,-,74979,-,115073,-,60173,-,76724,-,86259,-,51543,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,118,-,45,-,11,-,-,-,701,-,-,-,14,-,104,-,-,-
1,1,0,0,0,繰入金,86889,-,137967,-,97346,-,71002,-,111241,-,72060,-,81234,-,66321,-,80114,-
2,0,0,0,0,支払,1599441,-,1388473,-,1643140,-,1810487,-,1987870,-,1617741,-,1766936,-,1213152,-,1196163,-
2,1,0,0,0,実支出,573744,-,437579,-,537872,-,635078,-,740776,-,539055,-,627871,-,473368,-,503431,-
2,2,0,0,0,生計支出,395892,-,308512,-,414681,-,440986,-,449654,-,346519,-,427365,-,367408,-,370387,-
2,3,0,0,0,消費支出,395892,100,308512,100,414681,100,440986,100,449654,100,346519,100,427365,100,367408,100,370387,100
2,4,1,0,0,食料,106314,26.9,79638,25.8,107009,25.8,100305,22.7,115311,25.6,101581,29.3,109583,25.6,123755,33.7,108202,29.2
2,5,1,1,0,穀類,7875,2,5119,1.7,8626,2.1,7422,1.7,7744,1.7,8349,2.4,7834,1.8,9782,2.7,7806,2.1
2,6,1,1,1,米類,1704,0.4,807,0.3,2325,0.6,1672,0.4,1725,0.4,1760,0.5,1688,0.4,1604,0.4,1931,0.5
2,6,1,1,2,パン,3279,0.8,2419,0.8,3738,0.9,3257,0.7,3182,0.7,4126,1.2,3100,0.7,3566,1,2735,0.7
2,6,1,1,3,麺類,1624,0.4,1309,0.4,1652,0.4,1480,0.3,1754,0.4,1483,0.4,2092,0.5,1899,0.5,1360,0.4
2,6,1,1,4,他の穀類,1269,0.3,584,0.2,911,0.2,1013,0.2,1083,0.2,980,0.3,954,0.2,2713,0.7,1780,0.5
2,5,1,2,0,魚介類,8042,2,3996,1.3,5324,1.3,5621,1.3,8473,1.9,5945,1.7,8179,1.9,12992,3.5,12762,3.4
2,6,1,2,1,生鮮魚介,4300,1.1,2433,0.8,2903,0.7,3101,0.7,5413,1.2,3128,0.9,4074,1,6615,1.8,6155,1.7
2,6,1,2,2,塩干魚介,1080,0.3,494,0.2,937,0.2,675,0.2,945,0.2,797,0.2,1347,0.3,1637,0.4,1783,0.5
2,6,1,2,3,魚肉練製品,1277,0.3,554,0.2,708,0.2,947,0.2,891,0.2,1002,0.3,1321,0.3,2681,0.7,1968,0.5
2,6,1,2,4,他の魚介加工品,1384,0.3,514,0.2,777,0.2,898,0.2,1224,0.3,1017,0.3,1438,0.3,2059,0.6,2856,0.8
2,5,1,3,0,肉類,9646,2.4,5460,1.8,8233,2,7590,1.7,12544,2.8,10676,3.1,9946,2.3,10891,3,10545,2.8
2,6,1,3,1,生鮮肉,8000,2,4225,1.4,6700,1.6,6087,1.4,10754,2.4,9024,2.6,8300,1.9,9009,2.5,8737,2.4
2,6,1,3,2,加工肉,1646,0.4,1235,0.4,1533,0.4,1503,0.3,1791,0.4,1652,0.5,1645,0.4,1882,0.5,1808,0.5
2,5,1,4,0,乳卵類,4543,1.1,4218,1.4,5479,1.3,4197,1,4558,1,4513,1.3,4101,1,5320,1.4,4326,1.2
2,6,1,4,1,牛乳,1307,0.3,1168,0.4,1471,0.4,1383,0.3,1376,0.3,1253,0.4,1240,0.3,1475,0.4,1088,0.3
2,6,1,4,2,乳製品,2391,0.6,2457,0.8,3143,0.8,2087,0.5,2282,0.5,2364,0.7,2003,0.5,2907,0.8,2295,0.6
2,6,1,4,3,卵,844,0.2,592,0.2,866,0.2,727,0.2,900,0.2,897,0.3,858,0.2,939,0.3,942,0.3
2,5,1,5,0,野菜・海藻,10414,2.6,6134,2,8148,2,7709,1.7,10148,2.3,8763,2.5,11537,2.7,15389,4.2,14773,4
2,6,1,5,1,生鮮野菜,7251,1.8,4612,1.5,5836,1.4,5465,1.2,7474,1.7,6221,1.8,8243,1.9,10222,2.8,9544,2.6
2,6,1,5,2,乾物・海藻,870,0.2,263,0.1,602,0.1,626,0.1,923,0.2,830,0.2,571,0.1,1562,0.4,1396,0.4
2,6,1,5,3,大豆加工品,1005,0.3,740,0.2,888,0.2,817,0.2,941,0.2,835,0.2,928,0.2,1473,0.4,1396,0.4
2,6,1,5,4,他の野菜・海藻加工品,1287,0.3,520,0.2,822,0.2,802,0.2,810,0.2,877,0.3,1794,0.4,2133,0.6,2437,0.7
2,5,1,6,0,果物,2934,0.7,1933,0.6,2516,0.6,2873,0.7,2210,0.5,2673,0.8,2778,0.7,3568,1,4513,1.2
2,6,1,6,1,生鮮果物,2474,0.6,1852,0.6,2233,0.5,2480,0.6,1879,0.4,2391,0.7,2117,0.5,2800,0.8,3742,1
2,6,1,6,2,果物加工品,460,0.1,81,0,283,0.1,393,0.1,330,0.1,282,0.1,661,0.2,768,0.2,771,0.2
2,5,1,7,0,油脂・調味料,4290,1.1,3080,1,4723,1.1,3906,0.9,4449,1,4071,1.2,4412,1,5582,1.5,4118,1.1
2,6,1,7,1,油脂,428,0.1,233,0.1,673,0.2,385,0.1,350,0.1,469,0.1,383,0.1,510,0.1,458,0.1
2,6,1,7,2,調味料,3862,1,2846,0.9,4050,1,3521,0.8,4099,0.9,3602,1,4029,0.9,5071,1.4,3660,1
2,5,1,8,0,菓子類,8629,2.2,7670,2.5,10271,2.5,9778,2.2,9126,2,7686,2.2,9424,2.2,8244,2.2,6738,1.8
2,5,1,9,0,調理食品,15802,4,11876,3.8,13185,3.2,12704,2.9,16949,3.8,18417,5.3,17260,4,19263,5.2,16046,4.3
2,6,1,9,1,主食的調理食品,5717,1.4,5432,1.8,5011,1.2,4651,1.1,5048,1.1,6968,2,6230,1.5,7219,2,5489,1.5
