"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","区の広報紙（広報みなと）","1274","61.6","65.2"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","区のパンフレット（「いきいき」、「あったかいね!介護保険」など）","487","23.5","24.9"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","区および町会・自治会の掲示板","170","8.2","8.7"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","新聞・雑誌・本","192","9.3","9.8"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","インターネット（パソコン、タブレット型端末、スマートフォン）","124","6.0","6.3"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","テレビ・ラジオ","198","9.6","10.1"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","家族・親族","131","6.3","6.7"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","友人・知人","278","13.4","14.2"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","民生委員・児童委員","61","2.9","3.1"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","区の職員の訪問","70","3.4","3.6"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","かかりつけ医","140","6.8","7.2"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","総合支所・区役所","231","11.2","11.8"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","みなと保健所","38","1.8","1.9"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","高齢者相談センター（地域包括支援センター）","244","11.8","12.5"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","いきいきプラザ","324","15.7","16.6"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","社会福祉協議会・シルバー人材センター","48","2.3","2.5"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","その他","54","2.6","2.8"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","特にない","313","15.1","16.0"
"202003","保健福祉サービスの情報について","Q54-1. あなたは、港区の実施する保健福祉サービス等に関する情報について、どこから入手していますか。（あてはまるものすべてに○）","無回答","116","5.6",

"港区保健福祉基礎調査（高齢者）・単純集計表・保健福祉サービスの情報についてQ54-1","Ver202003",,,,,
