No,生産地  ,Breeding location,検査結果(Bq/kg) ,Level of radioactive contaminants(Bq/kg) ,備考,Notes
51,北海道,Hokkaido,検出せず,ND（not detectable),,
52,北海道,Hokkaido,検出せず,ND（not detectable),,
53,北海道,Hokkaido,検出せず,ND（not detectable),,
54,北海道,Hokkaido,検出せず,ND（not detectable),,
55,北海道,Hokkaido,検出せず,ND（not detectable),,
56,北海道,Hokkaido,検出せず,ND（not detectable),,
57,北海道,Hokkaido,検出せず,ND（not detectable),,
58,北海道,Hokkaido,検出せず,ND（not detectable),,
59,北海道,Hokkaido,検出せず,ND（not detectable),,
60,北海道,Hokkaido,検出せず,ND（not detectable),,
61,群馬,Gunma,検出せず,ND（not detectable),,
62,群馬,Gunma,検出せず,ND（not detectable),,
63,群馬,Gunma,検出せず,ND（not detectable),,
64,群馬,Gunma,検出せず,ND（not detectable),,
65,群馬,Gunma,検出せず,ND（not detectable),,
66,群馬,Gunma,検出せず,ND（not detectable),,
67,群馬,Gunma,検出せず,ND（not detectable),,
68,群馬,Gunma,検出せず,ND（not detectable),,
69,群馬,Gunma,検出せず,ND（not detectable),,
70,群馬,Gunma,検出せず,ND（not detectable),,
71,群馬,Gunma,検出せず,ND（not detectable),,
72,群馬,Gunma,検出せず,ND（not detectable),,
73,群馬,Gunma,検出せず,ND（not detectable),,
74,群馬,Gunma,検出せず,ND（not detectable),,
75,群馬,Gunma,検出せず,ND（not detectable),,
76,群馬,Gunma,検出せず,ND（not detectable),,
77,群馬,Gunma,検出せず,ND（not detectable),,
78,群馬,Gunma,検出せず,ND（not detectable),,
79,群馬,Gunma,検出せず,ND（not detectable),,
80,群馬,Gunma,検出せず,ND（not detectable),,
81,群馬,Gunma,検出せず,ND（not detectable),,
82,群馬,Gunma,検出せず,ND（not detectable),,
83,群馬,Gunma,検出せず,ND（not detectable),,
84,群馬,Gunma,検出せず,ND（not detectable),,
85,栃木,Tochigi,検出せず,ND（not detectable),,
86,栃木,Tochigi,検出せず,ND（not detectable),,
87,栃木,Tochigi,検出せず,ND（not detectable),,
88,栃木,Tochigi,検出せず,ND（not detectable),,
89,栃木,Tochigi,検出せず,ND（not detectable),,
90,栃木,Tochigi,検出せず,ND（not detectable),,
91,栃木,Tochigi,検出せず,ND（not detectable),,
92,栃木,Tochigi,検出せず,ND（not detectable),,
93,群馬,Gunma,検出せず,ND（not detectable),,
94,群馬,Gunma,検出せず,ND（not detectable),,
95,群馬,Gunma,検出せず,ND（not detectable),,
96,群馬,Gunma,検出せず,ND（not detectable),,
97,群馬,Gunma,検出せず,ND（not detectable),,
98,群馬,Gunma,検出せず,ND（not detectable),,
99,群馬,Gunma,検出せず,ND（not detectable),,
100,群馬,Gunma,検出せず,ND（not detectable),,
101,群馬,Gunma,検出せず,ND（not detectable),,
102,群馬,Gunma,検出せず,ND（not detectable),,
103,群馬,Gunma,検出せず,ND（not detectable),,
104,群馬,Gunma,検出せず,ND（not detectable),,
105,栃木,Tochigi,検出せず,ND（not detectable),,
106,栃木,Tochigi,検出せず,ND（not detectable),,
107,栃木,Tochigi,検出せず,ND（not detectable),,
108,栃木,Tochigi,検出せず,ND（not detectable),,
109,栃木,Tochigi,検出せず,ND（not detectable),,
110,栃木,Tochigi,検出せず,ND（not detectable),,
111,栃木,Tochigi,検出せず,ND（not detectable),,
112,栃木,Tochigi,検出せず,ND（not detectable),,
113,栃木,Tochigi,検出せず,ND（not detectable),,
114,栃木,Tochigi,検出せず,ND（not detectable),,
115,栃木,Tochigi,検出せず,ND（not detectable),,
116,栃木,Tochigi,検出せず,ND（not detectable),,
117,群馬,Gunma,検出せず,ND（not detectable),,
118,群馬,Gunma,検出せず,ND（not detectable),,
119,群馬,Gunma,検出せず,ND（not detectable),,
120,群馬,Gunma,検出せず,ND（not detectable),,
121,群馬,Gunma,検出せず,ND（not detectable),,
122,群馬,Gunma,検出せず,ND（not detectable),,
123,群馬,Gunma,検出せず,ND（not detectable),,
124,群馬,Gunma,検出せず,ND（not detectable),,
125,群馬,Gunma,検出せず,ND（not detectable),,
126,群馬,Gunma,検出せず,ND（not detectable),,
127,群馬,Gunma,検出せず,ND（not detectable),,
128,群馬,Gunma,検出せず,ND（not detectable),,
129,群馬,Gunma,検出せず,ND（not detectable),,
130,群馬,Gunma,検出せず,ND（not detectable),,
131,群馬,Gunma,検出せず,ND（not detectable),,
132,群馬,Gunma,検出せず,ND（not detectable),,
133,栃木,Tochigi,検出せず,ND（not detectable),,
134,栃木,Tochigi,検出せず,ND（not detectable),,
135,栃木,Tochigi,検出せず,ND（not detectable),,
136,栃木,Tochigi,検出せず,ND（not detectable),,
137,栃木,Tochigi,検出せず,ND（not detectable),,
138,栃木,Tochigi,検出せず,ND（not detectable),,
139,栃木,Tochigi,検出せず,ND（not detectable),,
140,栃木,Tochigi,検出せず,ND（not detectable),,
141,栃木,Tochigi,検出せず,ND（not detectable),,
142,栃木,Tochigi,検出せず,ND（not detectable),,
143,栃木,Tochigi,検出せず,ND（not detectable),,
144,栃木,Tochigi,検出せず,ND（not detectable),,
145,宮城,Miyagi,検出せず,ND（not detectable),,
146,宮城,Miyagi,検出せず,ND（not detectable),,
147,宮城,Miyagi,検出せず,ND（not detectable),,
148,宮城,Miyagi,検出せず,ND（not detectable),,
149,宮城,Miyagi,検出せず,ND（not detectable),,
150,宮城,Miyagi,検出せず,ND（not detectable),,
151,宮城,Miyagi,検出せず,ND（not detectable),,
152,宮城,Miyagi,検出せず,ND（not detectable),,
153,宮城,Miyagi,検出せず,ND（not detectable),,
154,宮城,Miyagi,検出せず,ND（not detectable),,
155,宮城,Miyagi,検出せず,ND（not detectable),,
156,宮城,Miyagi,検出せず,ND（not detectable),,
157,宮城,Miyagi,検出せず,ND（not detectable),,
158,埼玉,Saitama,検出せず,ND（not detectable),,
159,埼玉,Saitama,検出せず,ND（not detectable),,
160,埼玉,Saitama,検出せず,ND（not detectable),,
161,埼玉,Saitama,検出せず,ND（not detectable),,
162,埼玉,Saitama,検出せず,ND（not detectable),,
163,埼玉,Saitama,検出せず,ND（not detectable),,
164,埼玉,Saitama,検出せず,ND（not detectable),,
165,埼玉,Saitama,検出せず,ND（not detectable),,
166,埼玉,Saitama,検出せず,ND（not detectable),,
167,埼玉,Saitama,検出せず,ND（not detectable),,
168,埼玉,Saitama,検出せず,ND（not detectable),,
169,埼玉,Saitama,検出せず,ND（not detectable),,
170,栃木,Tochigi,検出せず,ND（not detectable),,
171,栃木,Tochigi,検出せず,ND（not detectable),,
172,栃木,Tochigi,検出せず,ND（not detectable),,
173,栃木,Tochigi,検出せず,ND（not detectable),,
174,栃木,Tochigi,検出せず,ND（not detectable),,
175,栃木,Tochigi,検出せず,ND（not detectable),,
176,栃木,Tochigi,検出せず,ND（not detectable),,
177,栃木,Tochigi,検出せず,ND（not detectable),,
178,栃木,Tochigi,検出せず,ND（not detectable),,
179,栃木,Tochigi,検出せず,ND（not detectable),,
180,栃木,Tochigi,検出せず,ND（not detectable),,
181,栃木,Tochigi,検出せず,ND（not detectable),,
182,神奈川,Kanagawa,検出せず,ND（not detectable),,
183,北海道,Hokkaido,検出せず,ND（not detectable),,
184,北海道,Hokkaido,検出せず,ND（not detectable),,
185,北海道,Hokkaido,検出せず,ND（not detectable),,
186,北海道,Hokkaido,検出せず,ND（not detectable),,
187,北海道,Hokkaido,検出せず,ND（not detectable),,
188,北海道,Hokkaido,検出せず,ND（not detectable),,
189,北海道,Hokkaido,検出せず,ND（not detectable),,
190,北海道,Hokkaido,検出せず,ND（not detectable),,
191,北海道,Hokkaido,検出せず,ND（not detectable),,
192,北海道,Hokkaido,検出せず,ND（not detectable),,
193,北海道,Hokkaido,検出せず,ND（not detectable),,
194,北海道,Hokkaido,検出せず,ND（not detectable),,
195,北海道,Hokkaido,検出せず,ND（not detectable),,
196,北海道,Hokkaido,検出せず,ND（not detectable),,
197,北海道,Hokkaido,検出せず,ND（not detectable),,
198,北海道,Hokkaido,検出せず,ND（not detectable),,
199,北海道,Hokkaido,検出せず,ND（not detectable),,
200,北海道,Hokkaido,検出せず,ND（not detectable),,
201,北海道,Hokkaido,検出せず,ND（not detectable),,
202,北海道,Hokkaido,検出せず,ND（not detectable),,
203,北海道,Hokkaido,検出せず,ND（not detectable),,
204,北海道,Hokkaido,検出せず,ND（not detectable),,
205,北海道,Hokkaido,検出せず,ND（not detectable),,
206,北海道,Hokkaido,検出せず,ND（not detectable),,
207,北海道,Hokkaido,検出せず,ND（not detectable),,
208,北海道,Hokkaido,検出せず,ND（not detectable),,
209,北海道,Hokkaido,検出せず,ND（not detectable),,
210,北海道,Hokkaido,検出せず,ND（not detectable),,
211,北海道,Hokkaido,検出せず,ND（not detectable),,
212,北海道,Hokkaido,検出せず,ND（not detectable),,
213,北海道,Hokkaido,検出せず,ND（not detectable),,
214,北海道,Hokkaido,検出せず,ND（not detectable),,
215,北海道,Hokkaido,検出せず,ND（not detectable),,
216,北海道,Hokkaido,検出せず,ND（not detectable),,
217,北海道,Hokkaido,検出せず,ND（not detectable),,
218,北海道,Hokkaido,検出せず,ND（not detectable),,
219,北海道,Hokkaido,検出せず,ND（not detectable),,
220,北海道,Hokkaido,検出せず,ND（not detectable),,
221,北海道,Hokkaido,検出せず,ND（not detectable),,
222,北海道,Hokkaido,検出せず,ND（not detectable),,
223,北海道,Hokkaido,検出せず,ND（not detectable),,
224,北海道,Hokkaido,検出せず,ND（not detectable),,
225,北海道,Hokkaido,検出せず,ND（not detectable),,
226,北海道,Hokkaido,検出せず,ND（not detectable),,
227,北海道,Hokkaido,検出せず,ND（not detectable),,
228,北海道,Hokkaido,検出せず,ND（not detectable),,
229,北海道,Hokkaido,検出せず,ND（not detectable),,
230,北海道,Hokkaido,検出せず,ND（not detectable),,
231,栃木,Tochigi,検出せず,ND（not detectable),,
232,栃木,Tochigi,検出せず,ND（not detectable),,
233,栃木,Tochigi,検出せず,ND（not detectable),,
234,栃木,Tochigi,検出せず,ND（not detectable),,
235,栃木,Tochigi,検出せず,ND（not detectable),,
236,栃木,Tochigi,検出せず,ND（not detectable),,
237,栃木,Tochigi,検出せず,ND（not detectable),,
238,栃木,Tochigi,検出せず,ND（not detectable),,
239,栃木,Tochigi,検出せず,ND（not detectable),,
240,栃木,Tochigi,検出せず,ND（not detectable),,
241,栃木,Tochigi,検出せず,ND（not detectable),,
242,栃木,Tochigi,検出せず,ND（not detectable),,
243,栃木,Tochigi,検出せず,ND（not detectable),,
244,栃木,Tochigi,検出せず,ND（not detectable),,
245,栃木,Tochigi,検出せず,ND（not detectable),,
246,栃木,Tochigi,検出せず,ND（not detectable),,
247,栃木,Tochigi,検出せず,ND（not detectable),,
248,栃木,Tochigi,検出せず,ND（not detectable),,
249,栃木,Tochigi,検出せず,ND（not detectable),,
250,栃木,Tochigi,検出せず,ND（not detectable),,
251,栃木,Tochigi,検出せず,ND（not detectable),,
252,栃木,Tochigi,検出せず,ND（not detectable),,
253,栃木,Tochigi,検出せず,ND（not detectable),,
254,栃木,Tochigi,検出せず,ND（not detectable),,
255,福島,Fukushima,検出せず,ND（not detectable),,
256,福島,Fukushima,検出せず,ND（not detectable),,
257,福島,Fukushima,検出せず,ND（not detectable),,
258,福島,Fukushima,検出せず,ND（not detectable),,
259,福島,Fukushima,検出せず,ND（not detectable),,
260,福島,Fukushima,検出せず,ND（not detectable),,
261,福島,Fukushima,検出せず,ND（not detectable),,
262,福島,Fukushima,検出せず,ND（not detectable),,
263,福島,Fukushima,検出せず,ND（not detectable),,
264,福島,Fukushima,検出せず,ND（not detectable),,
265,宮城,Miyagi,検出せず,ND（not detectable),,
266,宮城,Miyagi,検出せず,ND（not detectable),,
267,新潟,Niigata,検出せず,ND（not detectable),,
268,新潟,Niigata,検出せず,ND（not detectable),,
269,新潟,Niigata,検出せず,ND（not detectable),,
270,新潟,Niigata,検出せず,ND（not detectable),,
271,新潟,Niigata,検出せず,ND（not detectable),,
272,新潟,Niigata,検出せず,ND（not detectable),,
273,新潟,Niigata,検出せず,ND（not detectable),,
274,新潟,Niigata,検出せず,ND（not detectable),,
275,新潟,Niigata,検出せず,ND（not detectable),,
276,新潟,Niigata,検出せず,ND（not detectable),,
277,新潟,Niigata,検出せず,ND（not detectable),,
278,新潟,Niigata,検出せず,ND（not detectable),,
279,新潟,Niigata,検出せず,ND（not detectable),,
280,新潟,Niigata,検出せず,ND（not detectable),,
281,新潟,Niigata,検出せず,ND（not detectable),,
282,茨城,Ibaraki,検出せず,ND（not detectable),,
283,茨城,Ibaraki,検出せず,ND（not detectable),,
284,茨城,Ibaraki,検出せず,ND（not detectable),,
285,茨城,Ibaraki,検出せず,ND（not detectable),,
286,茨城,Ibaraki,検出せず,ND（not detectable),,
287,茨城,Ibaraki,検出せず,ND（not detectable),,
288,茨城,Ibaraki,検出せず,ND（not detectable),,
289,茨城,Ibaraki,検出せず,ND（not detectable),,
290,茨城,Ibaraki,検出せず,ND（not detectable),,
291,茨城,Ibaraki,検出せず,ND（not detectable),,
292,茨城,Ibaraki,検出せず,ND（not detectable),,
293,茨城,Ibaraki,検出せず,ND（not detectable),,
294,茨城,Ibaraki,検出せず,ND（not detectable),,
295,茨城,Ibaraki,検出せず,ND（not detectable),,
296,茨城,Ibaraki,検出せず,ND（not detectable),,
297,茨城,Ibaraki,検出せず,ND（not detectable),,
298,茨城,Ibaraki,検出せず,ND（not detectable),,
299,茨城,Ibaraki,検出せず,ND（not detectable),,
300,茨城,Ibaraki,検出せず,ND（not detectable),,
301,茨城,Ibaraki,検出せず,ND（not detectable),,
302,青森,Aomori,検出せず,ND（not detectable),,
303,青森,Aomori,検出せず,ND（not detectable),,
304,青森,Aomori,検出せず,ND（not detectable),,
305,青森,Aomori,検出せず,ND（not detectable),,
306,青森,Aomori,検出せず,ND（not detectable),,
307,青森,Aomori,検出せず,ND（not detectable),,
308,青森,Aomori,検出せず,ND（not detectable),,
309,青森,Aomori,検出せず,ND（not detectable),,
310,青森,Aomori,検出せず,ND（not detectable),,
311,青森,Aomori,検出せず,ND（not detectable),,
312,青森,Aomori,検出せず,ND（not detectable),,
313,青森,Aomori,検出せず,ND（not detectable),,
314,青森,Aomori,検出せず,ND（not detectable),,
315,山口,Yamaguchi,検出せず,ND（not detectable),,
316,山口,Yamaguchi,検出せず,ND（not detectable),,
317,山口,Yamaguchi,検出せず,ND（not detectable),,
318,山口,Yamaguchi,検出せず,ND（not detectable),,
319,山口,Yamaguchi,検出せず,ND（not detectable),,
320,山口,Yamaguchi,検出せず,ND（not detectable),,
321,山口,Yamaguchi,検出せず,ND（not detectable),,
322,山口,Yamaguchi,検出せず,ND（not detectable),,
323,山口,Yamaguchi,検出せず,ND（not detectable),,
324,山口,Yamaguchi,検出せず,ND（not detectable),,
325,山口,Yamaguchi,検出せず,ND（not detectable),,
326,山口,Yamaguchi,検出せず,ND（not detectable),,
327,青森,Aomori,検出せず,ND（not detectable),,
328,青森,Aomori,検出せず,ND（not detectable),,
329,青森,Aomori,検出せず,ND（not detectable),,
330,青森,Aomori,検出せず,ND（not detectable),,
331,青森,Aomori,検出せず,ND（not detectable),,
332,青森,Aomori,検出せず,ND（not detectable),,
333,青森,Aomori,検出せず,ND（not detectable),,
334,青森,Aomori,検出せず,ND（not detectable),,
335,青森,Aomori,検出せず,ND（not detectable),,
336,青森,Aomori,検出せず,ND（not detectable),,
337,青森,Aomori,検出せず,ND（not detectable),,
338,青森,Aomori,検出せず,ND（not detectable),,
339,青森,Aomori,検出せず,ND（not detectable),,
340,青森,Aomori,検出せず,ND（not detectable),,
341,青森,Aomori,検出せず,ND（not detectable),,
342,青森,Aomori,検出せず,ND（not detectable),,
343,青森,Aomori,検出せず,ND（not detectable),,
344,青森,Aomori,検出せず,ND（not detectable),,
345,青森,Aomori,検出せず,ND（not detectable),,
346,青森,Aomori,検出せず,ND（not detectable),,
347,青森,Aomori,検出せず,ND（not detectable),,
348,青森,Aomori,検出せず,ND（not detectable),,
349,青森,Aomori,検出せず,ND（not detectable),,
350,青森,Aomori,検出せず,ND（not detectable),,
351,島根,Shimane,検出せず,ND（not detectable),,
