平成27年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13107,27,墨田,5,14,区部,その他区,墨田区,業平一丁目５番２外,業平１[sanitize]１８[sanitize]１２,"804,000","780,000",3.1,314,,1.5,1,店舗兼共同住宅,SRC,10F,,都道沿いに店舗兼共同住宅等が建ち並ぶ商業地域,都道,南,33,,,,ガス,水道,下水道,とうきょうスカイツリー,,150,商業,防火,80,500,,高度,,,,,,,,,
○,13108,27,江東,0,1,区部,その他区,江東区,東砂八丁目２２２０番１１１,東砂８[sanitize]８[sanitize]１３,"314,000","307,000",2.3,63,,1,1.5,住宅,LS,3F,,小規模一般住宅が建ち並ぶ住宅地域,私道,南,4,,,,ガス,水道,下水道,南砂町,,950,１住居,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,2,区部,その他区,江東区,住吉二丁目１２番３１,住吉２[sanitize]２７[sanitize]２,"436,000","426,000",2.3,94,,1,1.5,住宅兼車庫,S,3F,,一般住宅のほか共同住宅も見られる住宅地域,区道,南,5,,,,ガス,水道,下水道,住吉,,100,１住居,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,3,区部,その他区,江東区,大島五丁目２１５番４１,大島５[sanitize]２８[sanitize]１８,"365,000","357,000",2.2,53,,1,1.5,事務所兼住宅,S,3F,,一般住宅、アパート等が混在する住宅地域,区道,南,5.5,,,,ガス,水道,下水道,大島,,380,１住居,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,4,区部,その他区,江東区,南砂二丁目４３番２８,南砂２[sanitize]１６[sanitize]６,"346,000","338,000",2.4,47,,1,2,住宅,W,2F,,小規模一般住宅が建ち並ぶ住宅地域,道路,北東,3.6,,,,ガス,水道,下水道,東陽町,,900,１住居,準防,60,300,,高度,,,,,*,13108,0,7,"342,000"
○,13108,27,江東,0,5,区部,その他区,江東区,南砂三丁目１１番４９,南砂３[sanitize]８[sanitize]２６,"379,000","370,000",2.4,90,,1,2,住宅,S,3F,,一般住宅の中に店舗等が見られる住宅地域,私道,南東,5.8,,,,ガス,水道,下水道,南砂町,,400,１住居,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,6,区部,その他区,江東区,有明一丁目５番９外,有明１[sanitize]３[sanitize]１７,"534,000","520,000",2.7,"3,343",,1,1.5,店舗兼共同住宅,RC,9F,,中高層の共同住宅、中規模倉庫等の混在する地域,区道,南東,25,,,,ガス,水道,下水道,有明テニスの森,,240,準工,準防,60,300,,,,,,,,,,,
○,13108,27,江東,0,7,区部,その他区,江東区,大島三丁目８０番１０,大島３[sanitize]３[sanitize]７,"358,000","350,000",2.3,131,,1,2.5,住宅兼車庫,S,3F,,中小工場、小規模住宅、アパートが混在する地域,私道,北,3.8,,,,ガス,水道,下水道,西大島,,320,準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,8,区部,その他区,江東区,東陽五丁目２８番７,東陽５[sanitize]２６[sanitize]７,"455,000","443,000",2.7,296,,1,2,事務所兼共同住宅,RC,5F,,住宅、共同住宅、事務所等が混在する住宅地域,区道,北,8,,,,ガス,水道,下水道,東陽町,,370,準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,9,区部,その他区,江東区,猿江二丁目２１番４,猿江２[sanitize]９[sanitize]４,"486,000","476,000",2.1,148,,1,2,共同住宅,S,3F,,マンション、アパート等が混在する地域,区道,北,6,,,,ガス,水道,下水道,住吉,,90,準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,10,区部,その他区,江東区,南砂一丁目２８１番２外,南砂１[sanitize]３[sanitize]１７,"381,000","372,000",2.4,98,,1,1.2,倉庫兼住宅,LS,3F,,住宅、共同住宅、作業所、倉庫等の混在する地域,区道,東,11,,,,ガス,水道,下水道,東陽町,,"1,400",準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,11,区部,その他区,江東区,東砂三丁目４２番２,東砂３[sanitize]１６[sanitize]２７,"400,000","392,000",2,349,,1,3,店舗兼共同住宅,SRC,11F,,店舗兼マンション、一般住宅等が混在する地域,都道,東,20,,,,ガス,水道,下水道,東大島,,"1,100",準工,防火,60,400,,,,,,,,,,,
○,13108,27,江東,0,12,区部,その他区,江東区,亀戸七丁目３番６外,亀戸７[sanitize]３[sanitize]５,"370,000","362,000",2.2,94,,1,1.5,車庫兼住宅,S,3F,,一般住宅、共同住宅、事業所等が混在する地域,区道,北,6,,,,ガス,水道,下水道,亀戸,,750,準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,13,区部,その他区,江東区,永代二丁目５８番５,永代２[sanitize]２１[sanitize]２,"483,000","472,000",2.3,75,,1.5,1,住宅,S,3F,,戸建住宅の他住宅兼事業所等が混在する住宅地域,区道,北西,6,,,,ガス,水道,下水道,門前仲町,,320,準工,準防,60,300,,高度,,,,,,,,,
○,13108,27,江東,0,14,区部,その他区,江東区,東雲二丁目１２番３５,東雲２[sanitize]６[sanitize]１９,"603,000","589,000",2.4,"3,741",台形,1,1,共同住宅,SRC,14F,,高層マンション、店舗、事業所等が建ち並ぶ地域,都道,東,40,,三方路,,ガス,水道,下水道,東雲,,180,準工,防火,60,400,,,,,,,,,,,
○,13108,27,江東,5,1,区部,その他区,江東区,亀戸七丁目６４番１０,亀戸７[sanitize]４１[sanitize]１１,"509,000","498,000",2.2,259,,1,2.5,共同住宅兼車庫,SRC,9F,,店舗、マンション、事業所が混在する商業地域,国道,北,30,,,,ガス,水道,下水道,亀戸,,900,商業,防火,80,500,,,,,,,,,,,
○,13108,27,江東,5,2,区部,その他区,江東区,亀戸二丁目２８番２,亀戸２[sanitize]２８[sanitize]２,"542,000","530,000",2.3,273,,1,2.5,事務所,RC,5F,,事務所、営業所、店舗等が建ち並ぶ商業地域,区道,西,8,,,,ガス,水道,下水道,亀戸,,350,商業,防火,80,500,,,,,,,,,,,
○,13108,27,江東,5,3,区部,その他区,江東区,大島一丁目２５６番５,大島１[sanitize]３３[sanitize]１５,"577,000","565,000",2.1,105,,1,2,診療所兼住宅,RC,4F,,低中層の小売店舗が建ち並ぶ商業地域,都道,東,22,,,,ガス,水道,下水道,西大島,,100,商業,防火,80,500,,,,,,,,,,,
○,13108,27,江東,5,4,区部,その他区,江東区,北砂四丁目１３７０番１７,北砂４[sanitize]２４[sanitize]４,"502,000","495,000",1.4,79,,1,2,店舗兼住宅,S,3F,,小規模の小売店舗等が建ち並ぶ近隣商業地域,区道,北,5.5,,,,ガス,水道,下水道,大島,,"1,300",近商,準防,80,300,,高度,,,,,,,,,
○,13108,27,江東,5,5,区部,その他区,江東区,門前仲町二丁目１番２外,門前仲町２[sanitize]５[sanitize]１１,"1,410,000","1,370,000",2.9,317,,1,2.5,店舗兼事務所,SRC,6F,,中高層店舗、事務所ビルが多く建ち並ぶ商業地域,都道,南西,33,,背面道,,ガス,水道,下水道,門前仲町,近接,,商業,防火,80,600,,,,,,,,,,,
○,13108,27,江東,5,6,区部,その他区,江東区,亀戸四丁目１２２番,亀戸４[sanitize]１７[sanitize]２６,"439,000","430,000",2.1,142,,1,2,店舗、事務所兼住宅,S,3F,,店舗兼共同住宅、事務所等が混在する商業地域,区道,南,7.3,,,,ガス,水道,下水道,亀戸,,470,近商,準防,80,300,,高度,,,,,,,,,
○,13108,27,江東,5,7,区部,その他区,江東区,扇橋三丁目１番７,扇橋３[sanitize]１５[sanitize]１０,"502,000","490,000",2.4,78,,1,1.5,店舗兼共同住宅,S,5F,,店舗、事務所等併用住宅が建ち並ぶ商業地域,都道,南,22,,,,ガス,水道,下水道,住吉,,580,商業,防火,80,400,,,,,,,,,,,
○,13108,27,江東,5,8,区部,その他区,江東区,亀戸一丁目８番１４外,亀戸１[sanitize]８[sanitize]４,"634,000","620,000",2.3,209,,1,1.5,店舗兼事務所,SRC,8F,,マンション、事務所ビルが建ち並ぶ商業地域,国道,北,40,,,,ガス,水道,下水道,亀戸,,500,商業,防火,80,700,,,,,,,*,13108,5,10,"623,000"
○,13108,27,江東,5,9,区部,その他区,江東区,亀戸二丁目７番１６,亀戸２[sanitize]７[sanitize]７,"499,000","488,000",2.3,103,,1,2,店舗兼共同住宅,S,5F,,飲食店、店舗兼共同住宅等が建ち並ぶ商業地域,都道,北,27,,,,ガス,水道,下水道,亀戸,,900,商業,防火,80,500,,,,,,,,,,,
○,13108,27,江東,5,10,区部,その他区,江東区,東陽五丁目１８番２０,東陽５[sanitize]１６[sanitize]３,"459,000","450,000",2,66,,1,2,店舗兼共同住宅,S,4F,,中層店舗兼共同住宅が建ち並ぶ近隣商業地域,区道,西,15,,,,ガス,水道,下水道,木場,,430,近商,準防,80,300,,高度,,,,,,,,,
○,13108,27,江東,5,11,区部,その他区,江東区,富岡一丁目１２番３８,富岡１[sanitize]２６[sanitize]１３,"958,000","937,000",2.2,198,,1,1.5,店舗兼共同住宅,SRC,9F,,店舗兼マンション、低層店舗が建ち並ぶ商業地域,都道,北東,33,,,,ガス,水道,下水道,門前仲町,,280,商業,防火,80,600,,,,,,,,,,,
○,13108,27,江東,9,1,区部,その他区,江東区,新砂二丁目６２６番３外,新砂２[sanitize]３[sanitize]２,"344,000","337,000",2.1,"3,773",台形,1.5,1,倉庫兼事務所,S,3F,,物流センター、工場、事業所等が建ち並ぶ地域,都道,西,30,,,,ガス,水道,下水道,東陽町,,"1,400",工専,防火,60,300,,,,,,,,,,,
○,13108,27,江東,9,2,区部,その他区,江東区,新木場四丁目１２番１２,新木場４[sanitize]３[sanitize]１７,"239,000","234,000",2.1,"4,695",,1,1.5,工場、研究所兼事務所,S,3F,,中小規模の工場が建ち並ぶ工業地域,道路,西,12,,,,ガス,水道,下水道,新木場,,"1,300",工専,準防,60,200,,,,,,,,,,,
○,13109,27,品川,0,1,区部,その他区,品川区,荏原二丁目２３４番１４,荏原２[sanitize]１１[sanitize]８,"541,000","510,000",6.1,144,,1,1.2,住宅,S,3F,,一般住宅とアパート等が混在する既成住宅地域,区道,南西,3.8,,,,ガス,水道,下水道,武蔵小山,,720,１住居,準防,60,300,,高度,,,,,,,,,
○,13109,27,品川,0,2,区部,その他区,品川区,上大崎二丁目２７０番７０,上大崎２[sanitize]６[sanitize]１２,"1,020,000","985,000",3.6,248,台形,1,1.5,住宅,RC,2F,1B,一般住宅、マンションが建ち並ぶ山手の住宅地域,区道,東,6,,,,ガス,水道,下水道,目黒,,680,１低専,準防,60,150,,高度,,,,,*,13109,0,7,"999,000"
○,13109,27,品川,0,3,区部,その他区,品川区,東大井六丁目１２３５番９９外,東大井６[sanitize]１３[sanitize]１１,"523,000","495,000",5.7,98,台形,1,2,住宅,W,3F,1B,一般住宅、共同住宅が混在する住宅地域,区道,南西,3.5,,,,ガス,水道,下水道,立会川,,500,１住居,準防,60,200,,高度,,,,,,,,,
○,13109,27,品川,0,4,区部,その他区,品川区,豊町三丁目２８３番３,豊町３[sanitize]４[sanitize]１７,"532,000","500,000",6.4,121,,1,1.2,住宅,W,2F,,中小規模一般住宅のほか共同住宅も多い住宅地域,区道,西,4.4,,,,ガス,水道,下水道,戸越公園,,270,１住居,防火,60,200,,高度,,,,,,,,,
○,13109,27,品川,0,5,区部,その他区,品川区,西中延二丁目２５５番５,西中延２[sanitize]９[sanitize]１,"541,000","510,000",6.1,74,,1,1,共同住宅,S,3F,1B,一般住宅、小規模共同住宅が建ち並ぶ住宅地域,区道,北,4.2,,,,ガス,水道,下水道,荏原中延,,310,１住居,準防,60,200,,高度,,,,,*,13109,0,8,"525,000"
○,13109,27,品川,0,6,区部,その他区,品川区,旗の台六丁目１０８３番１８,旗の台６[sanitize]１９[sanitize]４,"635,000","610,000",4.1,132,,1,2,住宅,W,2F,,中規模一般住宅の多い閑静な住宅地域,区道,北,5.3,,,,ガス,水道,下水道,洗足,,540,１低専,準防,50,100,,高度,,,,,,,,,
○,13109,27,品川,0,7,区部,その他区,品川区,東五反田三丁目１９１番９２,東五反田３[sanitize]１６[sanitize]２６,"930,000","899,000",3.4,284,,1,1.5,住宅,RC,4F,,中規模以上の一般住宅が多い高台の住宅地域,区道,東,7.1,,,,ガス,水道,下水道,五反田,,600,１低専,準防,60,150,,高度,,,,,,,,,
○,13109,27,品川,0,8,区部,その他区,品川区,北品川五丁目６２８番２外,北品川５[sanitize]９[sanitize]２８,"865,000","780,000",10.9,"1,353",,1,2,共同住宅,SRC,11F,,高層マンションが多く見られる住宅地域,区道,南西,8.7,,,,ガス,水道,下水道,大崎,,530,準工,準防,60,300,,,,,,,,,,,
○,13109,27,品川,0,9,区部,その他区,品川区,南大井四丁目１６３９番１５,南大井４[sanitize]１２[sanitize]７,"509,000","480,000",6,71,,1,2,住宅,W,3F,,一般住宅、共同住宅が建ち並ぶ住宅地域,区道,北,4.4,,,,ガス,水道,下水道,立会川,,420,準工,準防,60,200,,高度,,,,,,,,,
○,13109,27,品川,0,10,区部,その他区,品川区,平塚三丁目７７３番４３,平塚３[sanitize]８[sanitize]１１,"542,000","514,000",5.4,87,,1,2,住宅,W,2F,,小規模住宅、アパート、小工場が混在する地域,私道,南西,4.5,,,,ガス,水道,下水道,戸越銀座,,430,準工,準防,60,200,,高度,,,,,,,,,
○,13109,27,品川,0,11,区部,その他区,品川区,西五反田四丁目８１８番１０,西五反田４[sanitize]２０[sanitize]４,"577,000","545,000",5.9,69,,1,1.5,住宅,W,3F,,中小規模住宅、アパート等が混在する住宅地域,区道,北,5.4,,,,ガス,水道,下水道,不動前,,680,１住居,防火,60,200,,高度,,,,,,,,,
○,13109,27,品川,5,1,区部,その他区,品川区,小山六丁目３７４番１,小山６[sanitize]５[sanitize]６,"715,000","685,000",4.4,110,,1,3,店舗、事務所兼共同住宅,RC,5F,1B,小売店舗、店舗兼共同住宅が建ち並ぶ駅前商店街,区道,南東,6,,,,ガス,水道,下水道,西小山,,130,商業,防火,80,400,,,,,,,,,,,
○,13109,27,品川,5,2,区部,その他区,品川区,旗の台三丁目９６４番５,旗の台３[sanitize]１４[sanitize]２,"747,000","715,000",4.5,86,,1,3,店舗兼住宅,S,3F,,飲食店、小売店舗等の集まる駅前の商業地域,区道,西,4.7,,,,ガス,水道,下水道,旗の台,,60,近商,防火,80,400,,,,,,,,,,,
○,13109,27,品川,5,3,区部,その他区,品川区,西五反田五丁目４８４番４,西五反田５[sanitize]１１[sanitize]１３,"762,000","729,000",4.5,104,,1,1.5,店舗兼住宅,RC,4F,,中小規模の小売、飲食店等が建ち並ぶ駅前商店街,区道,北西,7.1,,,,ガス,水道,下水道,不動前,,70,近商,準防,80,300,,高度,,,,,,,,,
○,13109,27,品川,5,4,区部,その他区,品川区,中延二丁目３１４番３２外,中延２[sanitize]８[sanitize]６,"720,000","685,000",5.1,125,台形,1,1.2,店舗兼住宅,S,3F,,中小規模の小売店舗兼住宅が建ち並ぶ駅前商店街,区道,南西,6.3,,,,ガス,水道,下水道,荏原中延,,70,近商,防火,80,400,,,,,,,,,,,
○,13109,27,品川,5,5,区部,その他区,品川区,戸越六丁目６４番２,戸越６[sanitize]７[sanitize]２５,"694,000","663,000",4.7,183,台形,1,2.5,店舗兼住宅,S,3F,,中低層の小売店舗等が建ち並ぶ駅前近隣商業地域,区道,西,6,,,,ガス,水道,下水道,戸越公園,,70,近商,防火,80,400,,,,,,,,,,,
○,13109,27,品川,5,6,区部,その他区,品川区,大崎二丁目２３５番２,大崎２[sanitize]６[sanitize]１３,"750,000","720,000",4.2,182,,1,2,店舗兼共同住宅,S,3F,,中層の店舗兼住宅が建ち並ぶ商業地域,区道,南,11,,,,ガス,水道,下水道,大崎,,500,近商,準防,80,300,,高度,,,,,,,,,
○,13109,27,品川,5,7,区部,その他区,品川区,南品川三丁目４３４番１外,南品川３[sanitize]５[sanitize]５,"836,000","804,000",4,141,,1,1.5,店舗兼共同住宅,S,3F,,飲食店、小売店舗等が連たんする駅前の商業地域,都道,北西,16,,,,ガス,水道,下水道,青物横丁,,80,近商,防火,80,300,,高度,,,,,,,,,
○,13109,27,品川,5,8,区部,その他区,品川区,中延五丁目９４５番５,中延５[sanitize]２[sanitize]８,"748,000","715,000",4.6,80,,1,2,店舗兼事務所,RC,3F,,中低層の各種店舗が建ち並ぶ駅前の商業地域,区道,南,6.8,,,,ガス,水道,下水道,荏原町,,120,近商,防火,80,400,,,,,,,,,,,
○,13109,27,品川,5,9,区部,その他区,品川区,戸越三丁目９１７番５外,戸越３[sanitize]１[sanitize]１２,"977,000","923,000",5.9,159,,1.5,1,店舗兼共同住宅,SRC,9F,,中高層店舗兼共同住宅等が建ち並ぶ商業地域,国道,西,25,,側道,南,ガス,水道,下水道,戸越,近接,,商業,防火,80,500,,,,,,,,,,,
○,13109,27,品川,5,10,区部,その他区,品川区,上大崎二丁目５６１番１,上大崎２[sanitize]１３[sanitize]３５,"2,660,000","2,530,000",5.1,275,,1,1.5,店舗兼共同住宅,SRC,9F,1B,中高層の店舗、事務所、共同住宅が多い商業地域,都道,南,30,,側道,西,ガス,水道,下水道,目黒,,200,商業,防火,80,600,,,,,,,*,13109,5,4,"2,570,000"
○,13109,27,品川,5,11,区部,その他区,品川区,東品川三丁目４２番２,東品川３[sanitize]２１[sanitize]１０,"743,000","710,000",4.6,925,不整形,1.5,1,店舗兼事務所,SRC,7F,,中高層の店舗、事務所、マンションが多い地域,国道,東,25,,側道,南,ガス,水道,下水道,品川シーサイド,,700,準工,準防,60,300,,高度,,,,,,,,,
○,13109,27,品川,5,12,区部,その他区,品川区,大井三丁目４１４９番６外,大井３[sanitize]４[sanitize]８,"810,000","770,000",5.2,219,,2,1,店舗兼住宅,RC,4F,1B,高層店舗併用マンションが進出している商業地域,都道,東,21,,,,ガス,水道,下水道,大井町,,450,近商,防火,80,400,,,,,,,*,13109,5,2,"790,000"
○,13110,27,目黒,0,1,区部,その他区,目黒区,自由が丘二丁目１２３番８,自由が丘２[sanitize]１８[sanitize]２６,"931,000","903,000",3.1,308,,1,1,住宅,RC,2F,,中規模以上の一般住宅が多い閑静な住宅地域,区道,北,5.4,,,,ガス,水道,下水道,自由が丘,,500,１低専,準防,50,100,,高度,,,,,*,13110,0,6,"917,000"
○,13110,27,目黒,0,2,区部,その他区,目黒区,下目黒三丁目６６３番１７,下目黒３[sanitize]５[sanitize]１８,"604,000","592,000",2,114,,1,2,住宅,RC,3F,,中小規模一般住宅、アパートが混在する住宅地域,区道,北西,5,,,,ガス,水道,下水道,目黒,,850,１中専,準防,60,200,,高度,,,,,,,,,
○,13110,27,目黒,0,3,区部,その他区,目黒区,碑文谷一丁目７番２３,碑文谷１[sanitize]１２[sanitize]２０,"624,000","606,000",3,281,台形,1,1,共同住宅,RC,4F,,中低層共同住宅、一般住宅が建ち並ぶ住宅地域,区道,北西,11,,,,ガス,水道,下水道,学芸大学,,"1,200",１住居,準防,60,200,,高度,,,,,,,,,
○,13110,27,目黒,0,4,区部,その他区,目黒区,碑文谷六丁目１２５番８,碑文谷６[sanitize]８[sanitize]１２,"700,000","680,000",2.9,132,,1,1.5,住宅,W,2F,,中規模一般住宅が多い既成住宅地域,区道,西,5.2,,,,ガス,水道,下水道,学芸大学,,500,１低専,準防,60,150,,高度,,,,,,,,,
○,13110,27,目黒,0,5,区部,その他区,目黒区,祐天寺一丁目２１５３番２２,祐天寺１[sanitize]２５[sanitize]４,"668,000","636,000",5,203,,1,1.5,住宅,LS,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,北東,4.5,,,,ガス,水道,下水道,祐天寺,,400,１低専,準防,60,150,,高度,,,,,*,13110,0,12,"643,000"
○,13110,27,目黒,0,6,区部,その他区,目黒区,駒場二丁目７３０番７１,駒場２[sanitize]１５[sanitize]７,"687,000","655,000",4.9,169,,1,1.2,住宅,LS,3F,,中規模一般住宅、アパート等が混在する住宅地域,区道,西,4,,,,ガス,水道,下水道,駒場東大前,,300,１中専,準防,60,200,,高度,,,,,,,,,
○,13110,27,目黒,0,7,区部,その他区,目黒区,緑が丘二丁目２５０１番１３,緑が丘２[sanitize]３[sanitize]２,"667,000","635,000",5,161,,1,1.5,住宅,S,3F,,中小規模の一般住宅、アパート等が多い住宅地域,区道,東,6,,,,ガス,水道,下水道,緑が丘,,600,１低専,準防,60,150,,高度,,,,,,,,,
○,13110,27,目黒,0,8,区部,その他区,目黒区,東が丘二丁目１６番４５,東が丘２[sanitize]１３[sanitize]２０,"634,000","615,000",3.1,128,,1,1,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,西,5,,,,ガス,水道,下水道,駒沢大学,,600,１低専,準防,60,150,,高度,,,,,,,,,
○,13110,27,目黒,0,9,区部,その他区,目黒区,原町一丁目１２１６番４４,原町１[sanitize]２３[sanitize]６,"605,000","587,000",3.1,76,,1,1.5,住宅,W,2F,,戸建住宅、アパート等が混在する住宅地域,区道,南,6,,,,ガス,水道,下水道,西小山,,450,１住居,準防,60,200,,高度,,,,,,,,,
○,13110,27,目黒,5,1,区部,その他区,目黒区,八雲一丁目２７４番５,八雲１[sanitize]５[sanitize]６,"972,000","940,000",3.4,272,,1,1,店舗兼共同住宅,RC,7F,1B,中高層の店舗付共同住宅等が建ち並ぶ商業地域,都道,南東,25,,,,ガス,水道,下水道,都立大学,,280,商業,防火,80,400,,高度,,,,,,,,,
○,13110,27,目黒,5,2,区部,その他区,目黒区,洗足二丁目１４６２番６,洗足２[sanitize]２６[sanitize]１,"718,000","700,000",2.6,166,,1,2,店舗兼共同住宅,RC,3F,,飲食店、小売店舗等が建ち並ぶ駅前の商業地域,区道,北東,12.7,,,,ガス,水道,下水道,洗足,,70,近商,準防,80,300,,高度,,,,,,,,,
○,13110,27,目黒,5,3,区部,その他区,目黒区,上目黒三丁目１８６０番６外,上目黒３[sanitize]４[sanitize]３,"2,850,000","2,700,000",5.6,155,台形,1,1,店舗、事務所兼住宅,RC,6F,,中高層店舗兼事務所ビルが建ち並ぶ駅前商業地域,都道,北東,35,,側道,北西,ガス,水道,下水道,中目黒,近接,,商業,防火,80,500,,高度,,,,,*,13110,5,2,"2,760,000"
○,13110,27,目黒,5,4,区部,その他区,目黒区,上目黒二丁目１９６５番７３,上目黒２[sanitize]１３[sanitize]４,"1,080,000","1,030,000",4.9,89,,1,2.5,店舗兼共同住宅,RC,5F,1B,中低層の小売店舗等が建ち並ぶ商業地域,区道,南東,7.3,,,,ガス,水道,下水道,中目黒,,190,商業,防火,80,400,,高度,,,,,,,,,
○,13110,27,目黒,5,5,区部,その他区,目黒区,祐天寺二丁目１１３８番１７,祐天寺２[sanitize]３[sanitize]１１,"791,000","760,000",4.1,142,台形,1,1.5,店舗兼事務所,RC,3F,,中層の小売店舗が建ち並ぶ駅前の商業地域,区道,南西,6.9,,,,ガス,水道,下水道,祐天寺,,100,近商,準防,80,300,,高度,,,,,*,13110,5,4,"770,000"
○,13110,27,目黒,5,6,区部,その他区,目黒区,大橋二丁目６６５番４,大橋２[sanitize]２２[sanitize]８,"1,500,000","1,420,000",5.6,674,,1,2.5,店舗兼事務所,S,10F,1B,中高層店舗事務所ビルが建ち並ぶ駅前の商業地域,国道,南東,40,,,,ガス,水道,下水道,池尻大橋,,140,商業,防火,80,500,,高度,,,,,,,,,
○,13110,27,目黒,5,7,区部,その他区,目黒区,青葉台一丁目１６３番１,青葉台１[sanitize]１６[sanitize]１０,"905,000","862,000",5,244,,1,2,店舗兼事務所,S,4F,,中層マンションと店舗、事務所等が混在する地域,区道,南西,5.5,,,,ガス,水道,下水道,中目黒,,480,準工,準防,60,200,,高度,,,,,,,,,
○,13111,27,大田,0,1,区部,その他区,大田区,北千束一丁目７９０番１６,北千束１[sanitize]３９[sanitize]７,"566,000","550,000",2.9,193,,1,2,住宅,LS,2F,,中規模一般住宅が建ち並ぶ閑静な住宅地域,区道,北,5.5,,,,ガス,水道,下水道,大岡山,,350,１低専,準防,50,100,,高度,,,,,,,,,
○,13111,27,大田,0,2,区部,その他区,大田区,西嶺町１３８番２３,西嶺町１６[sanitize]１３,"434,000","426,000",1.9,147,,1,1,住宅,W,2F,,一般住宅、共同住宅等が混在する住宅地域,区道,東,6,,,,ガス,水道,下水道,久が原,,550,１低専,準防,50,100,,高度,,,,,,,,,
○,13111,27,大田,0,3,区部,その他区,大田区,下丸子一丁目４３番２,下丸子１[sanitize]９[sanitize]２１,"386,000","381,000",1.3,175,,1,2,住宅,W,2F,,一般住宅、アパート等が混在する住宅地域,区道,北西,8,,,,ガス,水道,下水道,武蔵新田,,410,１住居,準防,60,200,,高度,,,,,,,,,
○,13111,27,大田,0,4,区部,その他区,大田区,上池台四丁目１７５番４,上池台４[sanitize]２５[sanitize]４,"470,000","461,000",2,177,台形,1,1,住宅,W,2F,1B,中規模の一般住宅が多い高台の住宅地域,区道,北,6.9,,,,ガス,水道,下水道,長原,,600,１低専,準防,50,100,,高度,,,,,,,,,
○,13111,27,大田,0,5,区部,その他区,大田区,田園調布四丁目２８番５,田園調布４[sanitize]２８[sanitize]２３,"627,000","615,000",2,555,,1,1.5,住宅,RC,2F,1B,中規模住宅が建ち並ぶ閑静な住宅地域,区道,北,7,,,,ガス,水道,下水道,田園調布,,600,１低専,準防,40,80,,高度,,,,,*,13111,0,30,"625,000"
○,13111,27,大田,0,6,区部,その他区,大田区,蒲田三丁目１５番３,蒲田３[sanitize]３[sanitize]１４,"401,000","394,000",1.8,132,,1,1,住宅,W,2F,,一般住宅、共同住宅等が混在する住宅地域,区道,南,4,,,,ガス,水道,下水道,蒲田,,600,１住居,準防,60,300,,高度,,,,,,,,,
○,13111,27,大田,0,7,区部,その他区,大田区,山王一丁目２８５０番５８,山王１[sanitize]３５[sanitize]５,"506,000","494,000",2.4,134,台形,1,1.5,住宅,W,2F,,中規模住宅が多い閑静な高台の住宅地域,区道,南東,4.5,,,,ガス,水道,下水道,大森,,870,１低専,準防,60,150,,高度,,,,,,,,,
○,13111,27,大田,0,8,区部,その他区,大田区,西馬込二丁目３４番７外,西馬込２[sanitize]２５[sanitize]１３,"420,000","408,000",2.9,165,,1,1,住宅,W,2F,,中規模の一般住宅、アパートが混在する住宅地域,区道,北,6,,,,ガス,水道,下水道,西馬込,,380,１中専,準防,60,150,,高度,,,,,*,13111,0,18,"412,000"
○,13111,27,大田,0,9,区部,その他区,大田区,南馬込一丁目７７０番３,南馬込１[sanitize]４８[sanitize]８,"417,000","407,000",2.5,161,,1,1,住宅,LS,2F,,一般住宅、共同住宅、店舗等が混在する住宅地域,区道,南東,7,,,,ガス,水道,下水道,馬込,,870,１低専,準防,50,100,,高度,,,,,,,,,
○,13111,27,大田,0,10,区部,その他区,大田区,田園調布五丁目５３番１１,田園調布５[sanitize]５３[sanitize]１５,"398,000","394,000",1,166,,1,1.5,住宅,W,2F,,一般住宅、共同住宅等が混在する住宅地域,区道,北西,4,,,,ガス,水道,下水道,田園調布,,"1,100",１低専,準防,40,100,,高度,,,,,,,,,
