"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","テレビ","192","78.4","83.8"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","ラジオ","52","21.2","22.7"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","防災行政無線","36","14.7","15.7"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区公式ホームページやTwitter（ツイッター）、Facebook（フェイスブック）などのＳＮＳ（エスエヌエス）","20","8.2","8.7"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","エリアメール","18","7.3","7.9"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区防災情報メール","35","14.3","15.3"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","インターネット","41","16.7","17.9"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","区設掲示板","11","4.5","4.8"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","その他","33","13.5","14.4"
"202003","災害に対する備えと災害時の行動について","Q24. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","無回答","16","6.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・災害に対する備えと災害時の行動についてQ24","Ver202003",,,,,
