"年月[西暦]","調査項目","設問","取組内容","回答者の属性種別","回答者の属性","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]","十分[%]","まあ十分[%]","やや不十分[%]","不十分[%]","わからない[%]","無回答[%]"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","性別","男性","3","36","63","66","75","0","1.2","14.8","25.9","27.2","30.9","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","性別","女性","1","49","75","64","83","0","0.4","18.0","27.6","23.5","30.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","18～29歳","1","9","9","9","19","0","2.1","19.1","19.1","19.1","40.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","30～39歳","1","16","32","18","31","0","1.0","16.3","32.7","18.4","31.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","40～49歳","1","27","38","38","44","0","0.7","18.2","25.7","25.7","29.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","50～59歳","0","19","35","36","41","0","0.0","14.5","26.7","27.5","31.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","60～69歳","1","8","16","21","14","0","1.7","13.3","26.7","35.0","23.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","年齢","70歳以上","0","6","8","8","9","0","0.0","19.4","25.8","25.8","29.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","性別","男性","23","104","65","25","26","0","9.5","42.8","26.7","10.3","10.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","性別","女性","19","120","59","38","36","0","7.0","44.1","21.7","14.0","13.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","18～29歳","4","17","11","10","5","0","8.5","36.2","23.4","21.3","10.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","30～39歳","6","45","23","12","12","0","6.1","45.9","23.5","12.2","12.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","40～49歳","16","55","39","18","20","0","10.8","37.2","26.4","12.2","13.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","50～59歳","9","55","32","16","19","0","6.9","42.0","24.4","12.2","14.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","60～69歳","5","34","12","5","4","0","8.3","56.7","20.0","8.3","6.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","年齢","70歳以上","2","18","7","2","2","0","6.5","58.1","22.6","6.5","6.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","性別","男性","7","73","74","44","45","0","2.9","30.0","30.5","18.1","18.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","性別","女性","9","66","79","47","71","0","3.3","24.3","29.0","17.3","26.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","18～29歳","2","12","10","7","16","0","4.3","25.5","21.3","14.9","34.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","30～39歳","3","24","30","18","23","0","3.1","24.5","30.6","18.4","23.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","40～49歳","5","38","48","26","31","0","3.4","25.7","32.4","17.6","20.9","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","50～59歳","3","31","42","24","31","0","2.3","23.7","32.1","18.3","23.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","60～69歳","3","23","14","11","9","0","5.0","38.3","23.3","18.3","15.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","年齢","70歳以上","0","11","9","5","6","0","0.0","35.5","29.0","16.1","19.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","性別","男性","23","78","51","63","28","0","9.5","32.1","21.0","25.9","11.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","性別","女性","20","95","61","60","36","0","7.4","34.9","22.4","22.1","13.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","18～29歳","4","13","11","11","8","0","8.5","27.7","23.4","23.4","17.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","30～39歳","7","25","23","23","20","0","7.1","25.5","23.5","23.5","20.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","40～49歳","19","47","28","41","13","0","12.8","31.8","18.9","27.7","8.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","50～59歳","6","49","28","32","16","0","4.6","37.4","21.4","24.4","12.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","60～69歳","5","25","11","14","5","0","8.3","41.7","18.3","23.3","8.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","年齢","70歳以上","2","14","11","2","2","0","6.5","45.2","35.5","6.5","6.5","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","性別","男性","3","54","77","42","67","0","1.2","22.2","31.7","17.3","27.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","性別","女性","9","66","68","34","95","0","3.3","24.3","25.0","12.5","34.9","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","18～29歳","2","14","8","6","17","0","4.3","29.8","17.0","12.8","36.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","30～39歳","1","19","29","14","35","0","1.0","19.4","29.6","14.3","35.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","40～49歳","6","32","41","21","48","0","4.1","21.6","27.7","14.2","32.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","50～59歳","1","31","46","18","35","0","0.8","23.7","35.1","13.7","26.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","60～69歳","2","17","12","12","17","0","3.3","28.3","20.0","20.0","28.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","年齢","70歳以上","0","7","9","5","10","0","0.0","22.6","29.0","16.1","32.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","性別","男性","6","70","76","56","35","0","2.5","28.8","31.3","23.0","14.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","性別","女性","12","90","64","43","63","0","4.4","33.1","23.5","15.8","23.2","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","18～29歳","2","12","12","7","14","0","4.3","25.5","25.5","14.9","29.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","30～39歳","3","29","22","23","21","0","3.1","29.6","22.4","23.5","21.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","40～49歳","7","47","40","26","28","0","4.7","31.8","27.0","17.6","18.9","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","50～59歳","4","40","40","26","21","0","3.1","30.5","30.5","19.8","16.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","60～69歳","1","21","15","15","8","0","1.7","35.0","25.0","25.0","13.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","年齢","70歳以上","1","11","11","2","6","0","3.2","35.5","35.5","6.5","19.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","性別","男性","4","47","79","63","50","0","1.6","19.3","32.5","25.9","20.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","性別","女性","9","54","63","49","97","0","3.3","19.9","23.2","18.0","35.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","18～29歳","4","5","10","7","21","0","8.5","10.6","21.3","14.9","44.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","30～39歳","3","14","28","22","31","0","3.1","14.3","28.6","22.4","31.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","40～49歳","3","35","34","36","40","0","2.0","23.6","23.0","24.3","27.0","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","50～59歳","1","23","50","22","35","0","0.8","17.6","38.2","16.8","26.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","60～69歳","2","13","14","18","13","0","3.3","21.7","23.3","30.0","21.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","年齢","70歳以上","0","11","6","7","7","0","0.0","35.5","19.4","22.6","22.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","性別","男性","3","50","78","45","67","0","1.2","20.6","32.1","18.5","27.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","性別","女性","14","57","62","38","101","0","5.1","21.0","22.8","14.0","37.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","18～29歳","4","7","10","8","18","0","8.5","14.9","21.3","17.0","38.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","30～39歳","2","14","30","18","34","0","2.0","14.3","30.6","18.4","34.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","40～49歳","7","36","38","19","48","0","4.7","24.3","25.7","12.8","32.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","50～59歳","2","24","38","25","42","0","1.5","18.3","29.0","19.1","32.1","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","60～69歳","2","13","15","11","19","0","3.3","21.7","25.0","18.3","31.7","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","年齢","70歳以上","0","13","9","2","7","0","0.0","41.9","29.0","6.5","22.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","性別","男性","2","45","82","38","76","0","0.8","18.5","33.7","15.6","31.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","性別","女性","6","59","55","41","111","0","2.2","21.7","20.2","15.1","40.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","18～29歳","0","14","7","7","19","0","0.0","29.8","14.9","14.9","40.4","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","30～39歳","2","13","28","16","39","0","2.0","13.3","28.6","16.3","39.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","40～49歳","3","36","32","21","56","0","2.0","24.3","21.6","14.2","37.8","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","50～59歳","1","22","42","22","44","0","0.8","16.8","32.1","16.8","33.6","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","60～69歳","2","10","19","9","20","0","3.3","16.7","31.7","15.0","33.3","0.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","年齢","70歳以上","0","9","9","4","9","0","0.0","29.0","29.0","12.9","29.0","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・クロス集計表・区の取組Q6","Ver202003",,,,,,,,,,,,,,,,
