地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13229,1322900000,西東京市,,,西東京市,155,124,31,1166,64108,49,47,29,18,7,4,-,1
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,4,3,1,39,1112,1,2,-,-,-,1,-,-
6,13229,1322900801,西東京市,西東京市泉町,1丁目,西東京市泉町1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900802,西東京市,西東京市泉町,2丁目,西東京市泉町2丁目,2,2,-,34,X,-,1,-,-,-,1,-,-
6,13229,1322900803,西東京市,西東京市泉町,3丁目,西東京市泉町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900804,西東京市,西東京市泉町,4丁目,西東京市泉町4丁目,2,1,1,5,X,1,1,-,-,-,-,-,-
6,13229,1322900805,西東京市,西東京市泉町,5丁目,西東京市泉町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900806,西東京市,西東京市泉町,6丁目,西東京市泉町6丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13229,1322902100,西東京市,西東京市北原町,,西東京市北原町,7,1,6,17,226,4,2,1,-,-,-,-,-
6,13229,1322902101,西東京市,西東京市北原町,1丁目,西東京市北原町1丁目,3,-,3,6,80,2,1,-,-,-,-,-,-
6,13229,1322902102,西東京市,西東京市北原町,2丁目,西東京市北原町2丁目,4,1,3,11,146,2,1,1,-,-,-,-,-
6,13229,1322902103,西東京市,西東京市北原町,3丁目,西東京市北原町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13229,1322901300,西東京市,西東京市北町,,西東京市北町,4,2,2,10,160,2,2,-,-,-,-,-,-
6,13229,1322901301,西東京市,西東京市北町,1丁目,西東京市北町1丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13229,1322901302,西東京市,西東京市北町,2丁目,西東京市北町2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322901303,西東京市,西東京市北町,3丁目,西東京市北町3丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
