地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13307,1330700000,檜原村,,,檜原村,23,3,20,59,371,512,17,2,3,1,-,-,-,-
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,4,-,4,7,49,65,4,-,-,-,-,-,-,-
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,3,1,2,8,117,73,2,-,1,-,-,-,-,-
5,13307,1330701300,檜原村,檜原村倉掛,,檜原村倉掛,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700100,檜原村,檜原村下元郷,,檜原村下元郷,2,-,2,11,X,X,-,-,2,-,-,-,-,-
5,13307,1330700400,檜原村,檜原村南郷,,檜原村南郷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330701100,檜原村,檜原村樋里,,檜原村樋里,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330701200,檜原村,檜原村藤原,,檜原村藤原,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700500,檜原村,檜原村人里,,檜原村人里,3,1,2,6,78,40,2,1,-,-,-,-,-,-
5,13307,1330700700,檜原村,檜原村三都郷,,檜原村三都郷,2,-,2,3,X,X,2,-,-,-,-,-,-,-
5,13307,1330700300,檜原村,檜原村本宿,,檜原村本宿,9,1,8,24,79,187,7,1,-,1,-,-,-,-
5,13307,1330700800,檜原村,檜原村大嶽,,檜原村大嶽,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
平成26年商業統計調査報告（町丁目別集計）,,,,,,,,,,,,,,,,,,,,
第1－2表　町丁目別　小売業事業所数(法人・個人別）、従業者数、年間商品販売額、売場面積及び従業者規模別事業所数,,,,,,,,,,,,,,,,,,,,
地域階層（4:区市町村　5:町・大字　6:丁目・字）,,,,,,,,,,,,,,,,,,,,
