地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13219,1321900000,狛江市,,,狛江市,73,65,8,447,28463,34,15,14,6,1,2,1,-
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,11,11,-,58,3423,4,2,3,2,-,-,-,-
6,13219,1321900101,狛江市,狛江市和泉本町,1丁目,狛江市和泉本町1丁目,8,8,-,45,2934,3,2,1,2,-,-,-,-
6,13219,1321900102,狛江市,狛江市和泉本町,2丁目,狛江市和泉本町2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13219,1321900103,狛江市,狛江市和泉本町,3丁目,狛江市和泉本町3丁目,2,2,-,11,X,-,-,2,-,-,-,-,-
6,13219,1321900104,狛江市,狛江市和泉本町,4丁目,狛江市和泉本町4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
5,13219,1321900600,狛江市,狛江市猪方,,狛江市猪方,2,2,-,9,X,-,1,1,-,-,-,-,-
6,13219,1321900601,狛江市,狛江市猪方,1丁目,狛江市猪方1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13219,1321900602,狛江市,狛江市猪方,2丁目,狛江市猪方2丁目,1,1,-,4,X,-,1,-,-,-,-,-,-
6,13219,1321900603,狛江市,狛江市猪方,3丁目,狛江市猪方3丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13219,1321900604,狛江市,狛江市猪方,4丁目,狛江市猪方4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13219,1321900900,狛江市,狛江市岩戸北,,狛江市岩戸北,13,11,2,79,2273,7,2,1,2,-,1,-,-
6,13219,1321900901,狛江市,狛江市岩戸北,1丁目,狛江市岩戸北1丁目,2,2,-,3,X,2,-,-,-,-,-,-,-
6,13219,1321900902,狛江市,狛江市岩戸北,2丁目,狛江市岩戸北2丁目,3,2,1,11,X,2,-,1,-,-,-,-,-
6,13219,1321900903,狛江市,狛江市岩戸北,3丁目,狛江市岩戸北3丁目,4,4,-,47,1442,1,1,-,1,-,1,-,-
6,13219,1321900904,狛江市,狛江市岩戸北,4丁目,狛江市岩戸北4丁目,4,3,1,18,680,2,1,-,1,-,-,-,-
5,13219,1321900800,狛江市,狛江市岩戸南,,狛江市岩戸南,12,11,1,42,936,6,4,1,1,-,-,-,-
6,13219,1321900801,狛江市,狛江市岩戸南,1丁目,狛江市岩戸南1丁目,6,5,1,16,117,3,3,-,-,-,-,-,-
6,13219,1321900802,狛江市,狛江市岩戸南,2丁目,狛江市岩戸南2丁目,1,1,-,1,X,1,-,-,-,-,-,-,-
6,13219,1321900803,狛江市,狛江市岩戸南,3丁目,狛江市岩戸南3丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13219,1321900804,狛江市,狛江市岩戸南,4丁目,狛江市岩戸南4丁目,4,4,-,20,X,2,1,-,1,-,-,-,-
5,13219,1321900200,狛江市,狛江市中和泉,,狛江市中和泉,11,10,1,152,15730,3,4,2,-,-,1,1,-
6,13219,1321900201,狛江市,狛江市中和泉,1丁目,狛江市中和泉1丁目,3,3,-,12,779,-,3,-,-,-,-,-,-
6,13219,1321900202,狛江市,狛江市中和泉,2丁目,狛江市中和泉2丁目,1,1,-,35,X,-,-,-,-,-,1,-,-
6,13219,1321900203,狛江市,狛江市中和泉,3丁目,狛江市中和泉3丁目,2,2,-,9,X,-,1,1,-,-,-,-,-
6,13219,1321900204,狛江市,狛江市中和泉,4丁目,狛江市中和泉4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13219,1321900205,狛江市,狛江市中和泉,5丁目,狛江市中和泉5丁目,5,4,1,96,13983,3,-,1,-,-,-,1,-
5,13219,1321900300,狛江市,狛江市西和泉,,狛江市西和泉,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13219,1321900301,狛江市,狛江市西和泉,1丁目,狛江市西和泉1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13219,1321900302,狛江市,狛江市西和泉,2丁目,狛江市西和泉2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13219,1321901100,狛江市,狛江市西野川,,狛江市西野川,7,5,2,26,2153,4,1,2,-,-,-,-,-
6,13219,1321901101,狛江市,狛江市西野川,1丁目,狛江市西野川1丁目,3,2,1,14,1464,1,1,1,-,-,-,-,-
6,13219,1321901102,狛江市,狛江市西野川,2丁目,狛江市西野川2丁目,2,2,-,4,X,2,-,-,-,-,-,-,-
6,13219,1321901103,狛江市,狛江市西野川,3丁目,狛江市西野川3丁目,1,1,-,6,X,-,-,1,-,-,-,-,-
6,13219,1321901104,狛江市,狛江市西野川,4丁目,狛江市西野川4丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
