"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","全体",,"658","46","289","267","37","19"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性（計）","248","18","108","101","16","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 18～29歳","23","2","10","9","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 30～39歳","35","2","18","13","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 40～49歳","41","5","19","15","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 50～59歳","49","4","19","22","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 60～69歳","39","1","15","20","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 70歳以上","60","4","26","22","4","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","男性 無回答","1","0","1","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性（計）","400","28","174","165","21","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 18～29歳","28","3","10","13","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 30～39歳","65","7","30","24","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 40～49歳","95","11","46","32","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 50～59歳","82","4","36","39","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 60～69歳","55","3","23","23","5","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 70歳以上","75","0","29","34","5","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","性・年代別","無回答","10","0","7","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","職業別","自営業主・家族従業","92","5","35","40","7","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","職業別","会社員・団体職員・公務員","280","21","124","117","13","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","職業別","アルバイト・パートタイマー","58","4","27","21","5","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","職業別","家事専業","94","7","46","35","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(6)地域の防災活動が活発に行われている","職業別","学生","20","3","6","9","2","0"
