"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","まあそう思う[人]","どちらともいえない[人]","あまり思わない[人]","全く思わない[人]","無回答[人]"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","全体",,"658","74","223","238","62","28","33"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性（計）","248","33","85","86","21","12","11"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 18～29歳","23","6","5","6","3","3","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 30～39歳","35","3","17","13","2","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 40～49歳","41","8","18","13","1","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 50～59歳","49","7","13","20","7","2","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 60～69歳","39","1","17","11","4","3","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 70歳以上","60","8","14","23","4","3","8"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性（計）","400","39","134","149","41","16","21"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 18～29歳","28","5","7","7","6","1","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 30～39歳","65","5","22","27","8","2","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 40～49歳","95","11","32","38","8","4","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 50～59歳","82","7","31","34","5","4","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 60～69歳","55","3","19","21","6","3","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 70歳以上","75","8","23","22","8","2","12"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","性・年代別","無回答","10","2","4","3","0","0","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","自営業主・家族従業","92","7","23","40","12","4","6"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","会社員・団体職員・公務員","280","27","108","103","24","11","7"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","アルバイト・パートタイマー","58","10","22","13","5","5","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","家事専業","94","8","26","40","10","3","7"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","学生","20","5","4","7","3","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","無職","83","13","29","25","6","2","8"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","その他","26","4","9","9","2","2","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識がある","職業別","無回答","5","0","2","1","0","0","2"
