"全国地方公共団体コード","ID","地方公共団体名","分別区分","ゴミ区分","ゴミ分類区分","回収区分","指定ゴミ袋","ゴミ区分別説明URL"
"132128","132128GMKB000001","日野市","可燃ごみ","","可燃ごみ","分別回収","",""
"132128","132128GMKB000002","日野市","不燃ごみ","","不燃ごみ","分別回収","",""
"132128","132128GMKB000003","日野市","粗大ごみ","","粗大ごみ","分別回収","",""
"132128","132128GMKB000004","日野市","紙パック類","紙パック","資源ごみ","分別回収","",""
"132128","132128GMKB000005","日野市","新聞","新聞紙","資源ごみ","分別回収","",""
"132128","132128GMKB000006","日野市","雑誌・雑紙類","雑誌","資源ごみ","分別回収","",""
"132128","132128GMKB000007","日野市","段ボール","段ボール","資源ごみ","分別回収","",""
"132128","132128GMKB000008","日野市","古着・古布類","衣類・古布","資源ごみ","分別回収","",""
"132128","132128GMKB000009","日野市","かん","缶","資源ごみ","分別回収","",""
"132128","132128GMKB000010","日野市","金属類（主に金属でできた製品）","金属類","資源ごみ","分別回収","",""
"132128","132128GMKB000011","日野市","びん","びん","資源ごみ","分別回収","",""
"132128","132128GMKB000012","日野市","ペットボトル","ペットボトル","資源ごみ","分別回収","",""
"132128","132128GMKB000013","日野市","プラスチック類ごみ","プラスチック類","資源ごみ","分別回収","",""
"132128","132128GMKB000014","日野市","有害ごみ","蛍光管","有害ごみ","分別回収","",""
"132128","132128GMKB000015","日野市","有害ごみ","乾電池","有害ごみ","分別回収","",""
"132128","132128GMKB000016","日野市","有害ごみ","スプレー缶","有害ごみ","分別回収","",""
"132128","132128GMKB000017","日野市","有害ごみ","カセットボンベ","有害ごみ","分別回収","",""
"132128","132128GMKB000018","日野市","有害ごみ","水銀体温計","有害ごみ","分別回収","",""
"132128","132128GMKB000019","日野市","有害ごみ","ライター","有害ごみ","分別回収","",""
