,n,パラリンピック（％）,車いすテニス（％）,車椅子バスケットボール（％）,ブラインドサッカー（％）,ボッチャ（％）,ゴールボール（％）,車いすダンス（％）,ウィルチェアーラグビー（％）,シッティングバレーボール（％）,サウンドテーブルテニス（％）,スペシャルオリンピックス（％）,デフリンピック（％）,その他（％）,特にない（％）
全体,1820,82.9,78.7,77.1,43.7,39.0,25.8,19.7,18.4,15.5,7.5,4.0,2.5,0.4,4.8
スポーツ観戦の有無別実際に観戦した（計）,716,86.2,86.6,84.6,56.0,45.8,32.7,21.5,26.1,20.7,9.4,5.9,2.9,0.6,2.1
スポーツ観戦の有無別観戦しなかった,1089,81.2,73.8,72.6,36.0,34.9,21.7,18.4,13.5,12.2,6.3,2.8,2.2,0.4,6.2
テレビ・ラジオ、インターネット配信等での観戦の有無別テレビ・ラジオ、インターネット配信等で観戦した（計）,1680,84.6,81.6,80.1,46.1,41.1,27.4,20.5,19.4,16.2,7.9,4.2,2.4,0.4,3.3
テレビ・ラジオ、インターネット配信等での観戦の有無別観戦しなかった,130,64.6,44.6,43.8,15.4,13.1,6.9,10.0,5.4,7.7,2.3,0.8,4.6,1.5,20.8
障害者スポーツへの関心度別関心がある,409,89.0,89.7,90.2,55.5,53.5,42.1,35.2,31.8,23.2,15.6,8.3,4.6,1.2,0.5
障害者スポーツへの関心度別やや関心がある,646,86.4,87.0,84.8,52.6,47.1,32.2,21.5,21.7,18.6,7.6,3.7,3.1,,0.6
障害者スポーツへの関心度別あまり関心がない,483,83.9,74.3,72.3,35.2,27.5,14.7,11.8,10.8,11.2,2.9,2.3,0.8,0.2,4.3
障害者スポーツへの関心度別関心がない,183,65.6,45.9,46.4,17.5,16.4,6.6,6.6,3.8,4.4,3.8,1.1,1.1,1.1,20.2
障害者スポーツへの関心度別わからない,99,62.6,60.6,53.5,27.3,23.2,7.1,6.1,5.1,5.1,2.0,2.0,1.0,,24.2
障害者スポーツへの関心度別関心がある（計）,1055,87.4,88.1,86.9,53.7,49.6,36.0,26.8,25.6,20.4,10.7,5.5,3.7,0.5,0.6
障害者スポーツへの関心度別関心がない（計）,666,78.8,66.5,65.2,30.3,24.5,12.5,10.4,8.9,9.3,3.2,2.0,0.9,0.5,8.7
7.1,43.7,3960,1769941,2016529,1009144,3838094,255340,33425326,病院
中央卸売市場,36336,345764,444525,330023,61241,78771,10080,-,8024,141572,39126,3180,431672,18780,1949094,市場
都市再開発事業,5298,31579,41443,30656,1076,5547,1800,-,289,43229,-,-,38308,3120,202345,都再
臨海地域開発事業,8178,85989,112369,85827,12369,18628,3960,-,1016,88506,-,-,49725,8020,474587,臨地
港湾事業,2544,24590,31056,22073,-,7151,1980,-,111,13805,-,-,14666,1200,119176,港湾
交通事業,462396,2224869,2894212,2012557,31572,573247,33609,551,167719,2254264,1019405,146,2211000,168453,14054000,交通
高速電車事業,496302,2891742,3802590,2633395,78072,712609,48021,1540,240508,2004670,1467650,355,2440000,248546,17066000,高速
電気事業,3122,22922,31120,21581,2185,4756,976,10,19,6657,1871,-,28000,1781,125000,電気
水道事業,352786,2985888,3967750,2745098,168574,713178,63720,-,43290,3359016,149479,-,940251,163080,15652110,水道
工業用水道事業,852,7502,9926,6870,1076,1712,-,-,10,2402,76,-,-,-,30426,工水
下水道事業,183817,1886956,2402256,1701088,126389,472458,59161,-,122899,1508547,-,-,1610529,102480,10176580,下水
合計,15849177,140013913,183125511,130577050,10656430,24643669,4005782,2666179,17810419,63973680,32341082,2142484,113039413,10001125,750845914,合計
（注）「特別勤務手当」には、管理職員特別勤務手当を含む。,,,,,,,,,,,,,,,,
L無別その他（％）,-,-,-,-,-,-
職業別自営業（計）実数,27,14,11,2,-,-
職業別自営業（計）（％）,100.0,51.9,40.7,7.4,-,-
職業別農林漁業実数,-,-,-,-,-,-
職業別農林漁業（％）,-,-,-,-,-,-
職業別商工・サービス業実数,16,7,7,2,-,-
職業別商工・サービス業（％）,100.0,43.8,43.8,12.5,-,-
職業別その他自由業実数,11,7,4,-,-,-
職業別その他自由業（％）,100.0,63.6,36.4,-,-,-
職業別お勤め（計）実数,140,58,59,16,5,2
職業別お勤め（計）（％）,100.0,41.4,42.1,11.4,3.6,1.4
職業別経営・管理職実数,21,11,7,2,1,-
職業別経営・管理職（％）,100.0,52.4,33.3,9.5,4.8,-
職業別専門職・技術職実数,37,10,22,3,1,1
職業別専門職・技術職（％）,100.0,27.0,59.5,8.1,2.7,2.7
職業別事務職実数,45,17,20,7,1,-
職業別事務職（％）,100.0,37.8,44.4,15.6,2.2,-
職業別労務職・技能職実数,8,5,2,-,1,-
職業別労務職・技能職（％）,100.0,62.5,25.0,-,12.5,-
職業別販売・サービス職実数,29,15,8,4,1,1
職業別販売・サービス職（％）,100.0,51.7,27.6,13.8,3.4,3.4
職業別その他（計）実数,92,52,35,4,1,-
職業別その他（計）（％）,100.0,56.5,38.0,4.3,1.1,-
職業別生徒・学生実数,3,-,3,-,-,-
職業別生徒・学生（％）,100.0,-,100.0,-,-,-
職業別専業主婦（夫）実数,44,24,17,3,-,-
職業別専業主婦（夫）（％）,100.0,54.5,38.6,6.8,-,-
職業別その他実数,5,3,1,1,-,-
職業別その他（％）,100.0,60.0,20.0,20.0,-,-
職業別無職（年金受給者含む）実数,40,25,14,-,1,-
職業別無職（年金受給者含む）（％）,100.0,62.5,35.0,-,2.5,-
投票所までの時間別５分以内実数,75,32,35,6,1,1
投票所までの時間別５分以内（％）,100.0,42.7,46.7,8.0,1.3,1.3
投票所までの時間別10分以内実数,113,60,35,12,5,1
投票所までの時間別10分以内（％）,100.0,53.1,31.0,10.6,4.4,0.9
投票所までの時間別20分以内実数,55,25,26,4,-,-
投票所までの時間別20分以内（％）,100.0,45.5,47.3,7.3,-,-
投票所までの時間別30分以内実数,10,4,6,-,-,-
投票所までの時間別30分以内（％）,100.0,40.0,60.0,-,-,-
投票所までの時間別30分を超える実数,3,2,1,-,-,-
投票所までの時間別30分を超える（％）,100.0,66.7,33.3,-,-,-
投票所までの時間別わからない実数,2,1,1,-,-,-
投票所までの時間別わからない（％）,100.0,50.0,50.0,-,-,-
地域別区部（計）実数,173,77,73,17,5,1
地域別区部（計）（％）,100.0,44.5,42.2,9.8,2.9,0.6
地域別センターコア実数,45,22,18,4,1,-
地域別センターコア（％）,100.0,48.9,40.0,8.9,2.2,-
地域別区部東部・北部エリア実数,56,31,19,5,1,-
地域別区部東部・北部エリア（％）,100.0,55.4,33.9,8.9,1.8,-
地域別区部西部・南部エリア実数,72,24,36,8,3,1
地域別区部西部・南部エリア（％）,100.0,33.3,50.0,11.1,4.2,1.4
地域別市郡部（計）実数,86,47,32,5,1,1
地域別市郡部（計）（％）,100.0,54.7,37.2,5.8,1.2,1.2
地域別多摩東部エリア実数,30,16,11,3,-,-
地域別多摩東部エリア（％）,100.0,53.3,36.7,10.0,-,-
地域別多摩中央部北エリア実数,14,9,5,-,-,-
地域別多摩中央部北エリア（％）,100.0,64.3,35.7,-,-,-
地域別多摩中央部南エリア実数,38,21,13,2,1,1
地域別多摩中央部南エリア（％）,100.0,55.3,34.2,5.3,2.6,2.6
地域別多摩西部エリア実数,4,1,3,-,-,-
