年度,20,21,22,23,24,25,26,27,28,29,備考
回数,11,11,11,11,11,11,11,11,11,11,
学校、学科及び課程設置/高等学校全日制,,1,,,,,1,,1,,
学校、学科及び課程設置/高等学校定時制,,,,,,,,,,,
学校、学科及び課程設置/高等学校通信制,1,,,,,,,,,,
学校、学科及び課程設置/中学校,,3,,1,,,,,1,,
学校、学科及び課程設置/小学校,,,,,,,,,1,,
学校、学科及び課程設置/特別支援学校,,1,,,,,,,,,
学校、学科及び課程設置/幼稚園個人立,,,,,,,,,,,
学校、学科及び課程設置/幼稚園法人立,,2,1,,,,2,1,1,,
学校、学科及び課程設置/専修学校個人立,,,,,,,,,,,
学校、学科及び課程設置/専修学校法人立,11,6,2,2,3,4,4,5,7,9,
学校、学科及び課程設置/各種学校個人立,,,,,,,,,,,
学校、学科及び課程設置/各種学校法人立,,1,1,,2,1,2,2,6,4,
学校、学科及び課程設置/小計＊,12,14,4,3,5,5,8,8,17,13,
学校、学科及び課程廃止/高等学校全日制,1,,,1,2,3,,2,3,2,
学校、学科及び課程廃止/高等学校定時制,,,,,,,,,1,1,
学校、学科及び課程廃止/高等学校通信制,,,,,,,,1,,,
学校、学科及び課程廃止/中学校,,,,,,,,,,1,
学校、学科及び課程廃止/小学校,,,,,,,,,,,
学校、学科及び課程廃止/幼稚園個人立,,2,2,1,1,2,1,1,4,1,
学校、学科及び課程廃止/幼稚園法人立,5,2,5,2,,6,5,4,2,3,
学校、学科及び課程廃止/専修学校個人立,,1,2,3,1,2,1,1,1,,
学校、学科及び課程廃止/専修学校法人立,10,6,14,15,8,9,3,8,5,4,
学校、学科及び課程廃止/各種学校個人立,2,1,2,4,1,3,2,4,2,3,
学校、学科及び課程廃止/各種学校法人立,1,1,4,1,2,3,1,1,,,
学校、学科及び課程廃止/小計＊,19,13,29,27,15,28,13,22,18,15,
学校設置者変更/高等学校,,,,,,,,,,,
学校設置者変更/中学校,,,,,,,,,,,
学校設置者変更/小学校,,,,,,,,,,,
学校設置者変更/特別支援学校,,,,,,,,,,,
学校設置者変更/幼稚園,19,21,17,11,9,9,17,6,9,8,
学校設置者変更/専修学校,2,2,,,,1,,,1,1,
学校設置者変更/各種学校,2,,,1,1,1,,,,,
学校設置者変更/小計＊,23,23,17,12,10,11,17,6,10,9,
設立/学校法人＊,9,16,9,8,3,8,9,4,6,5,
設立/準学校法人＊,4,1,,1,2,2,,2,2,2,
法人組織変更＊,,,1,,,,,,,,
法人解散＊,1,,2,3,,,,1,,,
解散命令＊,,,,,,,,,,,
目的変更＊,5,5,5,3,3,3,6,6,3,5,
学則変更＊,26,47,37,36,26,30,48,27,25,27,
収益事業＊,,,,,,,,,,,
建議,,,,,,,,,,,
その他,,,,,,,,,3,,
議題数,143,145,121,111,79,104,113,90,106,86,
部会調査,20,28,15,16,16,13,17,12,21,11,
答申数,99,119,104,93,64,87,101,72,77,75,
,,,,,,,,,,,注）議題数は、継続審議案を含む。答申数は、＊の合計数（学校設置計画承認を除く。）
