年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成19,2007,0,13000,東京都,Tokyo-to,67,1594,10320,10093,2709,7384
平成20,2008,0,13000,東京都,Tokyo-to,67,1627,10461,10045,2697,7348
平成21,2009,0,13000,東京都,Tokyo-to,67,1688,10461,10124,2712,7412
平成22,2010,0,13000,東京都,Tokyo-to,67,1869,10461,10216,2712,7504
平成23,2011,0,13000,東京都,Tokyo-to,67,2094,10585,10054,2563,7491
平成23,2011,1,13100,区部,All ku,36,1650,7356,7070,1714,5356
平成23,2011,2,13101,千代田区,Chiyoda-ku,1,7,52,51,15,36
平成23,2011,2,13102,中央区,Chuo-ku,1,9,102,99,24,75
平成23,2011,2,13103,港区,Minato-ku,1,24,169,145,45,100
平成23,2011,2,13104,新宿区,Shinjuku-ku,1,83,302,290,68,222
平成23,2011,2,13105,文京区,Bunkyo-ku,1,17,146,140,42,98
平成23,2011,2,13106,台東区,Taito-ku,1,67,211,190,64,126
平成23,2011,2,13107,墨田区,Sumida-ku,1,63,209,192,56,136
平成23,2011,2,13108,江東区,Koto-ku,1,63,311,288,79,209
平成23,2011,2,13109,品川区,Shinagawa-ku,1,41,322,301,74,227
平成23,2011,2,13110,目黒区,Meguro-ku,1,26,231,227,34,193
平成23,2011,2,13111,大田区,Ota-ku,1,130,503,490,114,376
平成23,2011,2,13112,世田谷区,Setagaya-ku,5,86,622,594,81,513
平成23,2011,2,13113,渋谷区,Shibuya-ku,1,27,185,182,34,148
平成23,2011,2,13114,中野区,Nakano-ku,1,53,305,292,43,249
平成23,2011,2,13115,杉並区,Suginami-ku,1,62,431,411,84,327
平成23,2011,2,13116,豊島区,Toshima-ku,1,61,252,242,35,207
平成23,2011,2,13117,北区,Kita-ku,1,90,324,305,82,223
平成23,2011,2,13118,荒川区,Arakawa-ku,1,49,215,212,65,147
平成23,2011,2,13119,板橋区,Itabashi-ku,3,147,506,499,118,381
平成23,2011,2,13120,練馬区,Nerima-ku,4,102,570,561,142,419
平成23,2011,2,13121,足立区,Adachi-ku,5,198,553,544,178,366
平成23,2011,2,13122,葛飾区,Katsushika-ku,1,96,400,382,104,278
平成23,2011,2,13123,江戸川区,Edogawa-ku,1,149,435,433,133,300
平成23,2011,1,13200,市部,All shi,26,427,3030,2796,784,2012
平成23,2011,2,13201,八王子市,Hachioji-shi,1,45,445,436,150,286
平成23,2011,2,13202,立川市,Tachikawa-shi,1,36,157,152,41,111
平成23,2011,2,13203,武蔵野市,Musashino-shi,1,18,98,89,15,74
平成23,2011,2,13204,三鷹市,Mitaka-shi,1,23,124,113,20,93
平成23,2011,2,13205,青梅市,Ome-shi,1,11,139,138,65,73
平成23,2011,2,13206,府中市,Fuchu-shi,1,23,173,165,42,123
平成23,2011,2,13207,昭島市,Akishima-shi,1,14,85,82,20,62
平成23,2011,2,13208,調布市,Chofu-shi,1,23,156,152,66,86
平成23,2011,2,13209,町田市,Machida-shi,1,41,254,237,67,170
平成23,2011,2,13210,小金井市,Koganei-shi,1,8,84,67,13,54
平成23,2011,2,13211,小平市,Kodaira-shi,1,20,137,123,16,107
平成23,2011,2,13212,日野市,Hino-shi,1,14,133,127,38,89
平成23,2011,2,13213,東村山市,Higashimurayama-shi,1,17,111,101,23,78
平成23,2011,2,13214,国分寺市,Kokubunji-shi,1,6,77,76,24,52
平成23,2011,2,13215,国立市,Kunitachi-shi,1,6,54,51,12,39
平成23,2011,2,13218,福生市,Fussa-shi,1,9,52,50,18,32
平成23,2011,2,13219,狛江市,Komae-shi,1,7,57,39,8,31
平成23,2011,2,13220,東大和市,Higashiyamato-shi,1,12,60,56,20,36
平成23,2011,2,13221,清瀬市,Kiyose-shi,1,11,55,49,12,37
平成23,2011,2,13222,東久留米市,Higashikurume-shi,1,13,80,58,10,48
平成23,2011,2,13223,武蔵村山市,Musashimurayama-shi,1,12,62,60,23,37
平成23,2011,2,13224,多摩市,Tama-shi,1,16,112,85,15,70
平成23,2011,2,13225,稲城市,Inagi-shi,1,8,58,58,17,41
平成23,2011,2,13227,羽村市,Hamura-shi,1,6,50,49,9,40
平成23,2011,2,13228,あきる野市,Akiruno-shi,1,7,70,70,25,45
平成23,2011,2,13229,西東京市,Nishitokyo-shi,1,21,147,113,15,98
平成23,2011,1,13300,郡部,All gun,1,9,98,96,32,64
平成23,2011,1,13350,島部,All islands,4,8,101,92,33,59
,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成19～23年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2007-2011 ),,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
