年齢階層,年齢 (歳) ,Age (years old),計 Total,男 Male,女 Female
0,総数,Total,105723,56613,49110
2,0～9,0-9,329,170,159
3,0,0,216,112,104
3,1,1,31,15,16
3,2,2,19,11,8
3,3,3,11,7,4
3,4,4,13,5,8
3,5,5,7,5,2
3,6,6,9,5,4
3,7,7,8,2,6
3,8,8,6,3,3
3,9,9,9,5,4
2,10～19,10--19,157,103,54
3,10,10,11,5,6
3,11,11,5,4,1
3,12,12,7,3,4
3,13,13,6,4,2
3,14,14,10,8,2
3,15,15,11,7,4
3,16,16,15,12,3
3,17,17,25,19,6
3,18,18,31,21,10
3,19,19,36,20,16
2,20～29,20-29,668,409,259
3,20,20,33,24,9
3,21,21,42,20,22
3,22,22,71,38,33
3,23,23,69,47,22
3,24,24,64,46,18
3,25,25,64,39,25
3,26,26,73,43,30
3,27,27,76,47,29
3,28,28,86,59,27
3,29,29,90,46,44
2,30～39,30-39,1232,741,491
3,30,30,77,43,34
3,31,31,87,53,34
3,32,32,99,57,42
3,33,33,112,63,49
3,34,34,118,76,42
3,35,35,107,64,43
3,36,36,130,82,48
3,37,37,158,99,59
3,38,38,152,85,67
3,39,39,192,119,73
2,40～49,40-49,2763,1746,1017
3,40,40,190,115,75
3,41,41,228,137,91
3,42,42,248,169,79
3,43,43,264,171,93
3,44,44,252,151,101
3,45,45,263,160,103
3,46,46,307,218,89
3,47,47,317,197,120
3,48,48,353,215,138
3,49,49,341,213,128
2,50～59,50-59,5334,3611,1723
3,50,50,374,251,123
3,51,51,355,232,123
3,52,52,405,275,130
3,53,53,456,281,175
3,54,54,435,284,151
3,55,55,512,338,174
3,56,56,574,394,180
3,57,57,654,459,195
3,58,58,731,525,206
3,59,59,838,572,266
2,60～69,60-69,14421,10157,4264
3,60,60,1008,698,310
3,61,61,1189,828,361
3,62,62,1377,977,400
3,63,63,1516,1080,436
3,64,64,1451,988,463
3,65,65,1064,753,311
3,66,66,1322,964,358
3,67,67,1678,1230,448
3,68,68,1861,1280,581
3,69,69,1955,1359,596
2,70～79,70-79,25025,15860,9165
3,70,70,1934,1325,609
3,71,71,1918,1279,639
3,72,72,1848,1213,635
3,73,73,2230,1442,788
3,74,74,2346,1525,821
3,75,75,2725,1769,956
3,76,76,2757,1676,1081
3,77,77,2855,1768,1087
3,78,78,3272,1984,1288
3,79,79,3140,1879,1261
2,80～89,80-89,35118,17692,17426
3,80,80,3386,2025,1361
3,81,81,3378,1976,1402
3,82,82,3506,1926,1580
3,83,83,3638,1974,1664
3,84,84,3799,2013,1786
3,85,85,3804,1912,1892
3,86,86,3707,1790,1917
3,87,87,3464,1534,1930
3,88,88,3270,1308,1962
3,89,89,3166,1234,1932
2,90～99,90-99,19056,5873,13183
3,90,90,3103,1153,1950
3,91,91,2912,1017,1895
3,92,92,2433,808,1625
3,93,93,2259,703,1556
3,94,94,1999,608,1391
3,95,95,1799,503,1296
3,96,96,1587,415,1172
3,97,97,1221,275,946
3,98,98,1023,227,796
3,99,99,720,164,556
2,100～109,100-109,1615,249,1366
3,100,100,561,104,457
3,101,101,385,60,325
3,102,102,251,29,222
3,103,103,188,25,163
3,104,104,107,17,90
3,105,105,47,6,41
3,106,106,40,5,35
3,107,107,16,2,14
3,108,108,12,1,11
3,109,109,8,-,8
2,110～113,110-113,3,-,3
3,110,110,2,-,2
3,111,111,-,-,-
3,112,112,1,-,1
3,113,113,-,-,-
3,114～,114- and over,-,-,-
3,不詳,Unknown age,2,2,-
1,（再掲) 0～14,(relisted) 0-14,368,194,174
1,（再掲) 15～64,(relisted) 15-64,16656,11157,5499
1,（再掲) 65～,(relisted) 65 and over,88697,45260,43437
,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,
2-7  人口動態  (4) 年齢，男女別死亡者数（平成23年） 2-7  VITAL STATISTICS  (4) DEATHS BY SINGLE YEARS OF AGE AND GENDER ( 2011 ),,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,
年齢階層（0:総数　1:再掲　2:年齢区分　3:各年齢）,,,,,
