年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
平成20,2008,0,13000,,東京都,Tokyo-to,4910202,4605188,3651998,278595,84983,587934,1680,305014,3748039,1009999,447442,1137534,158003,158003
平成21,2009,0,13000,,東京都,Tokyo-to,4756419,4460007,3599842,180973,85258,592240,1695,296412,3698206,913970,355841,1140705,142216,142332
平成22,2010,0,13000,,東京都,Tokyo-to,4643734,4347524,3499336,170675,87962,587849,1701,296211,3597628,893354,353381,1107557,128894,128894
平成22,2010,1,13100,,区部,All ku　,3421278,3213605,2729348,88314,58770,337172,-,207674,2750336,533849,343503,652305,17329,17329
平成22,2010,2,13101,1,千代田区,Chiyoda-ku ,22232,21599,16955,766,365,3514,-,633,…,…,…,…,…,…
平成22,2010,2,13102,2,中央区,Chuo-ku,47352,42796,34035,1787,1016,5958,-,4556,…,…,…,…,…,…
平成22,2010,2,13103,3,港区,Minato-ku ,77970,71890,51041,2625,1668,16556,-,6080,…,…,…,…,…,…
平成22,2010,2,13104,4,新宿区,Shinjuku-ku,98737,92163,71687,3855,2333,14289,-,6574,…,…,…,…,…,…
平成22,2010,2,13105,5,文京区,Bunkyo-ku ,58807,52597,42012,2081,1410,7094,-,6210,…,…,…,…,…,…
平成22,2010,2,13106,6,台東区,Taito-ku ,58715,53469,43350,3316,1185,5617,-,5246,…,…,…,…,…,…
平成22,2010,2,13107,7,墨田区,Sumida-ku,72239,64902,54112,2500,1350,6941,-,7337,…,…,…,…,…,…
平成22,2010,2,13108,8,江東区,Koto-ku,132629,116729,93093,4543,3022,16071,-,15900,…,…,…,…,…,…
平成22,2010,2,13109,9,品川区,Shinagawa-ku,103128,93060,71163,4005,1866,16026,-,10068,…,…,…,…,…,…
平成22,2010,2,13110,10,目黒区,Meguro-ku,75245,64799,50004,2816,2087,9893,-,10446,…,…,…,…,…,…
平成22,2010,2,13111,11,大田区,Ota-ku,176990,164423,133792,6031,3985,20615,-,12567,…,…,…,…,…,…
平成22,2010,2,13112,12,世田谷区,Setagaya-ku,231509,223664,170563,8538,6884,37678,-,7845,…,…,…,…,…,…
平成22,2010,2,13113,13,渋谷区,Shibuya-ku,70957,68310,53147,3039,1106,11018,-,2647,…,…,…,…,…,…
平成22,2010,2,13114,14,中野区,Nakano-ku ,89403,72312,59376,2926,2183,7826,-,17091,…,…,…,…,…,…
平成22,2010,2,13115,15,杉並区,Suginami-ku,147567,141161,99346,4915,4258,32642,-,6406,…,…,…,…,…,…
平成22,2010,2,13116,16,豊島区,Toshima-ku,79646,75485,58321,3069,1798,12297,-,4161,…,…,…,…,…,…
平成22,2010,2,13117,17,北区,Kita-ku,95264,87386,67697,3636,2176,13877,-,7878,…,…,…,…,…,…
平成22,2010,2,13118,18,荒川区,Arakawa-ku,59423,47836,43944,2485,1106,302,-,11587,…,…,…,…,…,…
平成22,2010,2,13119,19,板橋区,Itabashi-ku,150060,132003,109198,4498,3685,14621,-,18057,…,…,…,…,…,…
平成22,2010,2,13120,20,練馬区,Nerima-ku,185264,176244,130214,6762,4602,34665,-,9020,…,…,…,…,…,…
平成22,2010,2,13121,21,足立区,Adachi-ku,176233,161306,140529,3834,3924,13019,-,14927,…,…,…,…,…,…
平成22,2010,2,13122,22,葛飾区,Katsushika-ku,117674,108463,84861,4460,2561,16580,-,9211,…,…,…,…,…,…
平成22,2010,2,13123,23,江戸川区,Edogawa-ku,174100,160872,130770,5828,4201,20074,-,13228,…,…,…,…,…,…
平成22,2010,,,,継続持込,Carried by enterprise,920136,920136,920136,-,-,-,-,-,…,…,…,…,…,…
平成22,2010,1,13200,,市部,All shi,1186594,1099118,745826,79337,26962,245357,1636,87476,821314,350730,5142,447377,74825,74825
平成22,2010,2,13201,1,八王子市,Hachioji-shi,170790,159945,111976,16662,2048,29131,128,10845,126944,47954,682,56502,18381,18381
平成22,2010,2,13202,2,立川市,Tachikawa-shi,57797,53399,36936,3309,1364,11734,56,4398,40782,15903,429,21155,490,490
平成22,2010,2,13203,3,武蔵野市,Musashino-shi,47965,44670,30894,1272,1384,11020,100,3295,32742,13776,-,18376,137,137
平成22,2010,2,13204,4,三鷹市,Mitaka-shi,48726,45079,27792,1991,1772,13465,59,3647,29074,16726,-,22304,131,131
平成22,2010,2,13205,5,青梅市,Ome-shi,44200,39567,28868,1543,1310,7780,66,4633,31025,10699,59,15879,7196,7196
平成22,2010,2,13206,6,府中市,Fuchu-shi,65340,58064,37580,2787,1927,15658,112,7276,42330,20484,-,28302,501,501
平成22,2010,2,13207,7,昭島市,Akishima-shi,34096,32264,23072,1732,301,7109,50,1832,24143,9306,138,12891,1121,1121
平成22,2010,2,13208,8,調布市,Chofu-shi,60166,55686,30821,4011,1236,19534,84,4480,32299,24257,-,30471,379,379
平成22,2010,2,13209,9,町田市,Machida-shi,129948,118593,87680,6524,4642,19488,259,11355,96420,31040,4,42477,22192,22192
平成22,2010,2,13210,10,小金井市,Koganei-shi,27530,26163,14139,3678,813,7486,47,1367,14139,12024,134,14223,82,82
平成22,2010,2,13211,11,小平市,Kodaira-shi,52495,50175,33401,5631,928,10138,77,2320,39108,16776,74,18456,497,497
平成22,2010,2,13212,12,日野市,Hino-shi,46919,45236,27196,5914,1744,10307,75,1683,33769,16842,42,17165,7972,7972
平成22,2010,2,13213,13,東村山市,Higashimurayama-shi,41626,38515,25555,2070,1300,9522,68,3111,26062,12960,-,18009,431,431
平成22,2010,2,13214,14,国分寺市,Kokubunji-shi,34078,31699,20085,2662,720,8179,53,2379,21701,11749,100,14113,408,408
平成22,2010,2,13215,15,国立市,Kunitachi-shi,22431,20975,14202,1677,601,4471,24,1456,15969,6773,-,7574,257,257
平成22,2010,2,13218,16,福生市,Fussa-shi　,18392,16955,11606,814,504,4003,28,1437,12541,5349,155,6810,146,146
平成22,2010,2,13219,17,狛江市,Komae-shi,21476,19978,13905,972,374,4709,18,1498,15012,6073,-,7985,50,50
平成22,2010,2,13220,18,東大和市,Higashiyamato-shi,24172,23192,16375,1074,450,5275,18,980,17623,6819,16,8868,476,476
平成22,2010,2,13221,19,清瀬市,Kiyose-shi,19317,17941,12478,1439,50,3947,27,1376,13763,5463,-,7258,365,365
平成22,2010,2,13222,20,東久留米市,Higashikurume-shi,32945,29071,21874,2263,139,4753,42,3874,23933,7197,-,11976,679,679
平成22,2010,2,13223,21,武蔵村山市,Musashimurayama-shi,21149,20386,14402,1085,362,4508,29,763,15739,5984,16,7495,263,263
平成22,2010,2,13224,22,多摩市,Tama-shi,46701,41995,32164,1679,1160,6934,58,4706,34429,9831,61,16291,447,447
平成22,2010,2,13225,23,稲城市,Inagi-shi,24124,21937,16576,1406,350,3575,30,2187,18074,5361,-,7876,3010,3010
平成22,2010,2,13227,24,羽村市,Hamura-shi,17869,16731,11214,383,568,4539,27,1138,11918,5517,72,6775,607,607
