"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","医療機関の種類","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","法人の名称","医療機関コード","診療曜日","診療開始時間","診療終了時間","診療日時特記事項","時間外における対応","診療科目","病床数","災害拠点分類","状況","URL","画像","画像_ライセンス","備考"
"130001","130001900001","東京都","広尾病院","ヒロオビョウイン","","病院","131130","","東京都渋谷区恵比寿2-34-10","東京都","渋谷区","恵比寿2","34-10","","","","","","代表03-3444-1181・予約03-3446-8331","","","","","","","","","","月火水木金土","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、血液内科、糖尿病内分泌内科、消化器内科、 呼吸器内科、循環器内科、腎臓内科、精神科、 脳神経内科、小児科、外科、消化器外科、 心臓血管外科、整形外科、リハビリテーション科、 脳神経外科、形成外科、皮膚科、泌尿器科、産婦人科、 眼科、耳鼻いんこう科、放射線科、歯科、 歯科口腔（くう）外科、麻酔科、救急科、病理診断科","408床","","","https://www.tmhp.jp/hiroo/","","",""
"130001","130001900002","東京都","大久保病院","オオクボビョウイン","","病院","131041","","東京都新宿区歌舞伎町2-44-1","東京都","新宿区","歌舞伎町2","44-1","","","","","","代表03-5273-7711・予約03-5285-8811","","","","","","","","","","月火水木金","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、循環器内科、腎臓内科、外科、消化器外科、 血管外科、脳神経外科、乳腺外科、整形外科、精神科、 皮膚科、泌尿器科、婦人科、眼科、耳鼻いんこう科、 リハビリテーション科、歯科口腔（くう）外科、 放射線科、病理診断科、麻酔科","304床","","","https://www.tmhp.jp/ohkubo/","","",""
"130001","130001900003","東京都","大塚病院","オオツカビョウイン","","病院","131164","","東京都豊島区南大塚2-8-1","東京都","豊島区","南大塚2","8-1","","","","","","代表03-3941-3211・予約03-3941-5489","","","","","","","","","","月火水木金土","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、総合内科、消化器内科、脳神経内科、腎臓内科、 糖尿病内科、血液内科、呼吸器内科、循環器内科、 老年内科、精神科、児童精神科、緩和ケア内科、 リウマチ科、小児科、外科、消化器外科、整形外科、 形成外科、脳神経外科、呼吸器外科、小児外科、 乳腺外科、皮膚科、泌尿器科、産婦人科、眼科、 耳鼻咽喉科、歯科、歯科口腔(くう)外科、 リハビリテーション科、放射線科、麻酔科、 病理診断科、救急科、アレルギー科","498床","","","https://www.tmhp.jp/ohtsuka/","","",""
"130001","130001900004","東京都","駒込病院","コマゴメビョウイン","","病院","131059","","東京都文京区本駒込3-18-22","東京都","文京区","本駒込3","18-22","","","","","","代表03-3823-2101・予約03-3823-4890","","","","","","","","","","月火水木金","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、消化器内科、呼吸器内科、循環器内科、 神経内科、血液内科、腎臓内科、肝臓内科、 内分泌代謝内科、腫瘍内科、緩和ケア科、 感染症内科、精神科、小児科、外科、食道外科、 肝臓・胆道・膵臓外科、胃外科、大腸外科、乳腺外科、 呼吸器外科、整形外科、リハビリテーション科、 骨軟部腫瘍外科、脳神経外科、皮膚腫瘍外科、 形成外科、泌尿器科、婦人科、眼科、耳鼻咽喉科、 歯科口腔(くう)外科、麻酔科、放射線科、病理診断科","815床","","","https://www.tmhp.jp/komagome/","","",""
"130001","130001900005","東京都","豊島病院","トシマビョウイン","","病院","131199","","東京都板橋区栄町33-1","東京都","板橋区","栄町","33-1","","","","","","代表03-5375-1234・予約03-5375-5489","","","","","","","","","","月火水木金","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、呼吸器内科、消化器内科、循環器内科、 神経内科、血液内科、内分泌代謝内科、腎臓内科、 緩和ケア内科、感染症内科、外科、消化器外科、 脳神経外科、乳腺外科、整形外科、形成外科、 肛門外科、精神科、小児科、皮膚科、泌尿器科、 産婦人科、眼科、耳鼻いんこう科、 リハビリテーション科、歯科口腔外科、放射線科、 病理診断科、麻酔科、救急科","438床","","","https://www.tmhp.jp/toshima/","","",""
"130001","130001900006","東京都","荏原病院","エバラビョウイン","","病院","131113","","東京都大田区東雪谷4-5-10","東京都","大田区","東雪谷4","5-10","","","","","","代表03-5734-8000・予約03-5734-5489","","","","","","","","","","月火水木金","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、循環器内科、脳神経内科、感染症内科、外科、 消化器外科、脳神経外科、乳腺外科、整形外科、 形成外科、精神科、小児科、皮膚科、泌尿器科、 産婦人科、眼科、耳鼻いんこう科、 リハビリテーション科、歯科口腔外科、放射線科、 病理診断科、麻酔科","461床","","","https://www.tmhp.jp/ebara/","","",""
"130001","130001900007","東京都","墨東病院","ボクトウビョウイン","","病院","131075","","東京都墨田区江東橋4-23-15","東京都","墨田区","江東橋4","23-15","","","","","","代表03-3633-6151・予約03-3633-5511","","","","","","","","","","月火水木金土","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、消化器内科、循環器内科、感染症内科、新生児内科、 精神科、リウマチ科、小児科、外科、乳腺外科、 消化器外科、整形外科、形成外科、脳神経外科、 心臓血管外科、呼吸器外科、皮膚科、泌尿器科、産婦人科、 眼科、耳鼻いんこう科、リハビリ科、放射線科、麻酔科、 歯科、歯科口腔（くう）外科、救急科、病理診断科","765床","","","https://www.tmhp.jp/bokutoh/","","",""
"130001","130001900008","東京都","多摩総合医療センター","タマソウゴウイリョウセンター","","病院","132063","","東京都府中市武蔵台2-8-29","東京都","府中市","武蔵台2","8-29","","","","","","代表042-323-5111・予約042-323-9200","","","","","","","","","","月火水木金土","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、消化器内科、内分泌代謝内科、腎臓内科、緩和ケア内科、脳神経内科、呼吸器内科、呼吸器外科、循環器内科、精神科、 外科、消化器外科、血管外科、乳腺外科、心臓血管外科、 整形外科、脳神経外科、形成外科、皮膚科、泌尿器科、 産婦人科、眼科、耳鼻咽喉科、頭頸部外科、放射線科、 病理診断科、リハビリテーション科、リウマチ科、麻酔科、 歯科、歯科口腔外科、救急科、血液内科、小児科（新生児）","789床","","","https://www.tmhp.jp/tama/","","",""
"130001","130001900009","東京都","多摩北部医療センター","タマホクブイリョウセンター","","病院","132136","","東京都東村山市青葉町1-7-1","東京都","東村山市","青葉町1","7-1","","","","","","代表042-396-3811・予約042-396-3511","","","","","","","","","","月火水木金","09:00","17:00","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、リウマチ科、呼吸器内科、消化器内科、循環器内科、 神経内科、血液内科、内分泌・代謝内科、腎臓内科、外科、 消化器外科、脳神経外科、整形外科、精神科、小児科、皮膚科、 泌尿器科、婦人科、眼科、耳鼻いんこう科、リハビリテーション科、歯科口腔外科、放射線科、病理診断科、麻酔科","337床","","","https://www.tmhp.jp/tamahoku/","","",""
"130001","130001900010","東京都","東部地域病院","トウブチイキビョウイン","","病院","131229","","東京都葛飾区亀有5-14-1","東京都","葛飾区","亀有5","14-1","","","","","","代表03-5682-5111・予約03-5682-5489","","","","","","","","","","月火水木金土","09:00","16:30","診療曜日は診療科ごとによるため要確認。12/29～1/3は診療不可。","","内科、呼吸器内科、消化器内科、糖尿病内科、腎臓内科、 循環器内科、小児科、外科、消化器外科、整形外科、 脳神経外科、心臓血管外科、泌尿器科、婦人科、眼科、 耳鼻咽喉科、放射線科、麻酔科、病理診断科","314床","","","https://www.tmhp.jp/tobu/","","",""
