事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成23,2011,年平均,470971,569716,309890,368745,440986,250900,342036,26709,102226,128730,58990
30人以上,TL 調査産業計,平成24,2012,年平均,457897,550412,303588,363267,431925,248751,334890,28377,94630,118487,54837
30人以上,TL 調査産業計,平成25,2013,年平均,463833,556788,308114,363982,432028,249990,335218,28764,99851,124760,58124
30人以上,TL 調査産業計,平成26,2014,年平均,468699,564806,312570,365203,435060,251717,335667,29536,103496,129746,60853
30人以上,TL 調査産業計,平成27,2015,年平均,458192,549979,311825,358963,425830,252333,332078,26885,99229,124149,59492
30人以上,TL 調査産業計,平成28,2016,年平均,458920,552858,311408,357892,425875,251136,331488,26404,101028,126983,60272
30人以上,TL 調査産業計,平成28,2016,1月,379713,455412,259843,354493,422886,246191,328789,25704,25220,32526,13652
30人以上,TL 調査産業計,平成28,2016,2月,364756,433379,256351,357404,425642,249608,331107,26297,7352,7737,6743
30人以上,TL 調査産業計,平成28,2016,3月,408392,486201,285117,361696,430217,253136,333294,28402,46696,55984,31981
30人以上,TL 調査産業計,平成28,2016,4月,385151,457323,271711,363383,430661,257635,335033,28350,21768,26662,14076
30人以上,TL 調査産業計,平成28,2016,5月,394948,474416,269380,354471,419693,251414,328219,26252,40477,54723,17966
30人以上,TL 調査産業計,平成28,2016,6月,721456,885685,463913,356840,424068,251413,330852,25988,364616,461617,212500
30人以上,TL 調査産業計,平成28,2016,7月,510248,618094,341697,356662,424787,250190,330654,26008,153586,193307,91507
30人以上,TL 調査産業計,平成28,2016,8月,369876,444069,255474,355068,423902,248930,330231,24837,14808,20167,6544
30人以上,TL 調査産業計,平成28,2016,9月,373106,444999,259723,358128,425573,251759,333581,24547,14978,19426,7964
30人以上,TL 調査産業計,平成28,2016,10月,375692,447187,263296,359372,427526,252228,332010,27362,16320,19661,11068
