規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,557461,457266,417446,39820,100195,135767,131734,124561,7173,4033
100～499人,424855,401968,370473,31495,22887,117751,116225,111306,4919,1526
100人以上,488241,428400,392926,35474,59841,125345,122762,116893,5869,2583
30～99人,396431,369556,347525,22031,26875,104704,104081,100764,3317,623
５～29人,358838,345329,328610,16719,13509,94736,94525,91450,3075,211
30人以上,459159,409761,378545,31216,49398,115456,113812,109166,4646,1644
５人以上,433372,393199,365709,27490,40173,105880,104898,100978,3920,982
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年５月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
