事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成23,2011,年平均,411804,505786,270160,331586,402825,224220,309969,21617,80218,102961,45940
５人以上,TL 調査産業計,平成24,2012,年平均,405792,498335,266376,330092,400894,223430,306816,23276,75700,97441,42946
５人以上,TL 調査産業計,平成25,2013,年平均,410458,503854,269632,330137,400333,224292,306389,23748,80321,103521,45340
５人以上,TL 調査産業計,平成26,2014,年平均,412977,508464,272426,329759,400917,225018,305545,24214,83218,107547,47408
５人以上,TL 調査産業計,平成27,2015,年平均,406806,497268,273714,326216,393912,226620,303724,22492,80590,103356,47094
５人以上,TL 調査産業計,平成28,2016,年平均,408611,501351,274902,326130,395143,226630,304022,22108,82481,106208,48272
５人以上,TL 調査産業計,平成28,2016,1月,343314,418238,233890,322340,391219,221743,300769,21571,20974,27019,12147
５人以上,TL 調査産業計,平成28,2016,2月,333823,403800,231521,325661,394344,225250,303616,22045,8162,9456,6271
５人以上,TL 調査産業計,平成28,2016,3月,366098,443920,252458,328686,397731,227863,305121,23565,37412,46189,24595
５人以上,TL 調査産業計,平成28,2016,4月,349458,422966,243087,330640,399179,231460,306939,23701,18818,23787,11627
５人以上,TL 調査産業計,平成28,2016,5月,354478,433233,240089,323746,390681,226526,301934,21812,30732,42552,13563
５人以上,TL 調査産業計,平成28,2016,6月,608624,762523,387391,326148,395127,226989,304477,21671,282476,367396,160402
５人以上,TL 調査産業計,平成28,2016,7月,461961,571331,305008,325749,394562,226998,303812,21937,136212,176769,78010
５人以上,TL 調査産業計,平成28,2016,8月,339117,414583,231806,324129,393889,224931,303189,20940,14988,20694,6875
５人以上,TL 調査産業計,平成28,2016,9月,338923,411611,234312,326441,395171,227526,305816,20625,12482,16440,6786
５人以上,TL 調査産業計,平成28,2016,10月,339895,412554,235849,326980,396460,227487,304177,22803,12915,16094,8362
５人以上,TL 調査産業計,平成28,2016,11月,354757,434862,240424,326644,396530,226897,304190,22454,28113,38332,13527
５人以上,TL 調査産業計,平成28,2016,12月,708374,883181,458753,326423,396855,225848,304219,22204,381951,486326,232905
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,710396,782261,453871,483929,529682,320612,463539,20390,226467,252579,133259
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,740894,801547,481075,509794,547903,346548,484915,24879,231100,253644,134527
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,722319,777690,499823,504386,542137,352692,476157,28229,217933,235553,147131
５人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,1月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,2月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,3月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,4月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,5月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,6月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,7月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,8月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,9月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,10月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,11月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,12月,－,－,－,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成23,2011,年平均,484502,516190,302730,398867,424675,250826,368768,30099,85635,91515,51904
５人以上,D 建設業,平成24,2012,年平均,481421,513497,314429,410547,437815,268585,378797,31750,70874,75682,45844
５人以上,D 建設業,平成25,2013,年平均,488167,517913,317596,409552,434896,264222,377702,31850,78615,83017,53374
５人以上,D 建設業,平成26,2014,年平均,501012,532976,317793,410086,436104,260950,379520,30566,90926,96872,56843
５人以上,D 建設業,平成27,2015,年平均,481224,511016,315443,390656,414511,257910,357648,33008,90568,96505,57533
５人以上,D 建設業,平成28,2016,年平均,488863,518735,323683,394649,418225,264284,359904,34745,94214,100510,59399
５人以上,D 建設業,平成28,2016,1月,402563,425403,269565,385291,407210,257659,352528,32763,17272,18193,11906
５人以上,D 建設業,平成28,2016,2月,408488,431525,271660,400500,423549,263601,362323,38177,7988,7976,8059
５人以上,D 建設業,平成28,2016,3月,436411,461489,285440,400528,421756,272735,362135,38393,35883,39733,12705
５人以上,D 建設業,平成28,2016,4月,415143,437213,285734,402544,424499,273812,366645,35899,12599,12714,11922
５人以上,D 建設業,平成28,2016,5月,426870,448226,303733,387063,407901,266912,357671,29392,39807,40325,36821
５人以上,D 建設業,平成28,2016,6月,652874,694207,417987,394486,416327,270365,363872,30614,258388,277880,147622
５人以上,D 建設業,平成28,2016,7月,644986,693169,397041,393994,420045,259940,361343,32651,250992,273124,137101
５人以上,D 建設業,平成28,2016,8月,432423,460446,287103,390146,415298,259717,357690,32456,42277,45148,27386
５人以上,D 建設業,平成28,2016,9月,398786,423704,266323,392666,417174,262385,358649,34017,6120,6530,3938
５人以上,D 建設業,平成28,2016,10月,409710,435505,270832,398095,423975,258757,360260,37835,11615,11530,12075
５人以上,D 建設業,平成28,2016,11月,467719,495764,322453,398170,423757,265634,360230,37940,69549,72007,56819
５人以上,D 建設業,平成28,2016,12月,768209,821282,489667,392357,417255,261690,355536,36821,375852,404027,227977
５人以上,E 製造業,平成23,2011,年平均,518833,581033,332110,399099,444856,261739,375504,23595,119734,136177,70371
５人以上,E 製造業,平成24,2012,年平均,505238,561699,337420,396491,439503,268648,370827,25664,108747,122196,68772
５人以上,E 製造業,平成25,2013,年平均,507943,565587,338251,398164,441515,270548,371915,26249,109779,124072,67703
５人以上,E 製造業,平成26,2014,年平均,524288,587387,347312,404572,451924,271763,379040,25532,119716,135463,75549
５人以上,E 製造業,平成27,2015,年平均,516924,586801,331796,391470,441443,259075,365119,26351,125454,145358,72721
５人以上,E 製造業,平成28,2016,年平均,516379,587378,337062,393138,444947,262289,367252,25886,123241,142431,74773
５人以上,E 製造業,平成28,2016,1月,409658,464129,269237,395868,448804,259404,372014,23854,13790,15325,9833
５人以上,E 製造業,平成28,2016,2月,406113,457703,271148,394084,445395,259849,366736,27348,12029,12308,11299
５人以上,E 製造業,平成28,2016,3月,439955,489262,311862,391888,443092,258869,363674,28214,48067,46170,52993
５人以上,E 製造業,平成28,2016,4月,403209,454511,271148,394571,445105,264488,366413,28158,8638,9406,6660
５人以上,E 製造業,平成28,2016,5月,397573,450673,263126,386143,436849,257759,361166,24977,11430,13824,5367
５人以上,E 製造業,平成28,2016,6月,803542,928982,488127,390744,441253,263740,365132,25612,412798,487729,224387
５人以上,E 製造業,平成28,2016,7月,667827,763291,427763,393762,444766,265501,367477,26285,274065,318525,162262
５人以上,E 製造業,平成28,2016,8月,406143,459735,271315,390722,441806,262204,366699,24023,15421,17929,9111
５人以上,E 製造業,平成28,2016,9月,403359,455954,271828,390439,442418,260449,365889,24550,12920,13536,11379
５人以上,E 製造業,平成28,2016,10月,410700,467629,270652,396349,449934,264527,370253,26096,14351,17695,6125
５人以上,E 製造業,平成28,2016,11月,433683,494331,285556,398838,452822,266988,372871,25967,34845,41509,18568
５人以上,E 製造業,平成28,2016,12月,1018956,1173316,638330,394509,447603,263587,368990,25519,624447,725713,374743
５人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,629744,659605,437373,516545,541313,356982,421423,95122,113199,118292,80391
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,601648,628808,412612,469557,490910,320933,412548,57009,132091,137898,91679
５人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,590608,617331,413688,487482,510688,333848,424014,63468,103126,106643,79840
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,626661,647182,466656,495395,511987,366024,431247,64148,131266,135195,100632
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,549584,560353,501334,434609,444278,391286,391420,43189,114975,116075,110048
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,591995,607864,522262,465738,479180,406671,418169,47569,126257,128684,115591
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,1月,498159,513326,426971,490302,505239,420196,441180,49122,7857,8087,6775
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,490532,505662,419196,490116,505167,419153,439517,50599,416,495,43
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,486760,501410,426819,485871,500458,426187,431117,54754,889,952,632
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,610708,640470,490930,470082,482584,419768,418821,51261,140626,157886,71162
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,468475,481989,414865,467959,481466,414376,411348,56611,516,523,489
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,1098635,1121018,1012111,462117,476087,408114,416236,45881,636518,644931,603997
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,490506,502437,437936,456493,468682,402786,410304,46189,34013,33755,35150
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,450304,463514,392015,449674,462880,391402,408779,40895,630,634,613
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,474402,491460,397101,454837,468538,392748,412064,42773,19565,22922,4353
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,461062,473333,404320,452398,464770,395190,408377,44021,8664,8563,9130
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,455820,468764,395889,455216,468092,395599,408297,46919,604,672,290
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,1158001,1180403,1053489,458110,470713,399312,413145,44965,699891,709690,654177
５人以上,G 情報通信業,平成23,2011,年平均,524165,567003,403031,411570,444933,317227,370883,40687,112595,122070,85804
５人以上,G 情報通信業,平成24,2012,年平均,550759,600247,396827,439928,477931,321720,397811,42117,110831,122316,75107
５人以上,G 情報通信業,平成25,2013,年平均,560070,605895,415463,438248,472666,329638,396812,41436,121822,133229,85825
５人以上,G 情報通信業,平成26,2014,年平均,564839,610563,424444,437812,471469,334468,393440,44372,127027,139094,89976
５人以上,G 情報通信業,平成27,2015,年平均,500888,546534,367030,399012,433841,296875,362232,36780,101876,112693,70155
５人以上,G 情報通信業,平成28,2016,年平均,508590,551547,378621,401749,433885,304521,366083,35666,106841,117662,74100
５人以上,G 情報通信業,平成28,2016,1月,448792,490800,322570,400079,433359,300081,363485,36594,48713,57441,22489
５人以上,G 情報通信業,平成28,2016,2月,403811,439198,298310,395278,429334,293744,359400,35878,8533,9864,4566
