規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7404760,4353891,3050869,140148,71154,68994,129344,64300,65044,7415564,4360745,3054819,24.8,14.1,40.2
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,347829,291527,56302,3755,2937,818,3206,2443,763,348378,292021,56357,2.3,0.7,10.5
５人以上,製造業,654057,464157,189900,4515,2772,1743,4563,3012,1551,654009,463917,190092,7.8,2.2,21.7
５人以上,電気・ガス・熱供給・水道業,16899,13896,3003,16,16,0,23,19,4,16892,13893,2999,4.2,3.8,6.1
５人以上,情報通信業,776971,582847,194124,7686,4928,2758,7389,4791,2598,777268,582984,194284,3.3,1.1,10
５人以上,"運輸業,郵便業",450588,357172,93416,6717,4412,2305,5042,3906,1136,452263,357678,94585,10.4,8.5,17.5
５人以上,"卸売業,小売業",1446012,817059,628953,26740,14082,12658,23417,11733,11684,1449335,819408,629927,31,17.9,48
５人以上,"金融業,保険業",392410,208593,183817,4571,2697,1874,4120,2644,1476,392861,208646,184215,8.7,1.7,16.7
５人以上,"不動産業,物品賃貸業",203969,132365,71604,3062,1267,1795,3560,2015,1545,203471,131617,71854,14.8,7.1,28.8
５人以上,"学術研究,専門・技術サービス業",403168,279337,123831,4646,2685,1961,4346,2765,1581,403468,279257,124211,7,3.4,15.2
５人以上,"宿泊業,飲食サービス業",648220,285638,362582,29831,13496,16335,32968,14137,18831,645083,284997,360086,77.5,65.7,86.8
５人以上,"生活関連サービス業,娯楽業",230253,107040,123213,7736,4658,3078,7886,3418,4468,230103,108280,121823,47.3,37.8,55.7
５人以上,"教育,学習支援業",431069,202789,228280,10138,7109,3029,8415,2901,5514,432792,206997,225795,33.4,29.3,37.2
５人以上,"医療,福祉",590517,142668,447849,11944,2303,9641,8616,3090,5526,593845,141881,451964,34.9,21.2,39.1
５人以上,複合サービス事業,20895,10008,10887,320,319,1,82,54,28,21133,10273,10860,16.7,5.2,27.6
５人以上,サービス業（他に分類されないもの）,791903,458795,333108,18471,7473,10998,15711,7372,8339,794663,458896,335767,25.7,16.6,38.1
30人以上,調査産業計,5088293,3100305,1987988,81736,43399,38337,76623,38768,37855,5093406,3104936,1988470,19.4,10.3,33.7
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,214803,186845,27958,1657,1477,180,1589,1444,145,214871,186878,27993,0.7,0.4,2.5
30人以上,製造業,491414,352933,138481,3415,1984,1431,2697,1582,1115,492132,353335,138797,6.3,1.7,18.2
30人以上,電気・ガス・熱供給・水道業,13589,10901,2688,16,16,0,23,19,4,13582,10898,2684,1.8,2,0.9
30人以上,情報通信業,654523,497418,157105,5751,3600,2151,6610,4373,2237,653664,496645,157019,3.1,1,9.6
30人以上,"運輸業,郵便業",368707,288866,79841,5350,3455,1895,4791,3655,1136,369266,288666,80600,9.1,7.8,13.6
30人以上,"卸売業,小売業",860031,501122,358909,12335,7435,4900,11652,5951,5701,860714,502606,358108,25.8,12.6,44.3
30人以上,"金融業,保険業",330548,177223,153325,3979,2476,1503,3851,2436,1415,330676,177263,153413,8.5,1.9,16.3
30人以上,"不動産業,物品賃貸業",131842,85104,46738,1851,1028,823,1760,1108,652,131933,85024,46909,16.4,8.6,30.7
30人以上,"学術研究,専門・技術サービス業",291546,214870,76676,3272,2274,998,3628,2557,1071,291190,214587,76603,4.9,3.1,9.8
30人以上,"宿泊業,飲食サービス業",216346,94915,121431,9279,4288,4991,8010,3240,4770,217615,95963,121652,69.3,56.3,79.5
30人以上,"生活関連サービス業,娯楽業",125211,51987,73224,2559,1391,1168,3998,1756,2242,123772,51622,72150,48.3,34.6,58.1
30人以上,"教育,学習支援業",342490,171532,170958,9041,6574,2467,8069,2694,5375,343462,175412,168050,30.5,27.4,33.7
30人以上,"医療,福祉",396255,102757,293498,6821,1250,5571,6432,2576,3856,396644,101431,295213,30.3,17.9,34.6
30人以上,複合サービス事業,7014,4476,2538,320,319,1,2,0,2,7332,4795,2537,7.1,6.8,7.6
30人以上,サービス業（他に分類されないもの）,643974,359356,284618,16090,5832,10258,13511,5377,8134,646553,359811,286742,27.9,18.3,40.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
