規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.4,162.6,148,14.6,13.7,82.9,80.2,2.7
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.1,181.3,162.1,19.2,14.9,105.5,100.3,5.2
５人以上,製造業,19.2,161.9,148.6,13.3,16.6,110.5,106.5,4
５人以上,電気・ガス・熱供給・水道業,18.7,164.3,144.7,19.6,14.5,120.7,120.2,0.5
５人以上,情報通信業,18.6,162.1,141.9,20.2,13.4,90.8,86.5,4.3
５人以上,"運輸業,郵便業",19.4,172,152.1,19.9,14.7,106,95.1,10.9
５人以上,"卸売業,小売業",19.6,160.8,150.3,10.5,15.2,90.9,88.6,2.3
５人以上,"金融業,保険業",18.1,152.6,133.9,18.7,14.1,87.5,86.4,1.1
５人以上,"不動産業,物品賃貸業",19.8,166.6,151.4,15.2,14.8,86.4,82.7,3.7
５人以上,"学術研究,専門・技術サービス業",19.1,160.9,143.3,17.6,14.2,93.2,91.4,1.8
５人以上,"宿泊業,飲食サービス業",21.6,187.7,170.7,17,12.7,75.9,72.9,3
５人以上,"生活関連サービス業,娯楽業",20.5,169.4,160.2,9.2,13.8,91.4,89.3,2.1
５人以上,"教育,学習支援業",18.9,145.1,138.7,6.4,7.8,43.3,42.7,0.6
５人以上,"医療,福祉",19.9,156.7,148.4,8.3,13,69.3,68,1.3
５人以上,複合サービス事業,18,150,138.2,11.8,15.6,113.5,110.6,2.9
５人以上,サービス業（他に分類されないもの）,19.3,160.2,146.6,13.6,15.8,96.5,93.2,3.3
30人以上,調査産業計,19,160.1,144.5,15.6,14,84.9,82,2.9
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,20.4,180.7,158.3,22.4,14,95.9,91.9,4
30人以上,製造業,18.8,159,144.9,14.1,15.5,108.3,102.8,5.5
30人以上,電気・ガス・熱供給・水道業,18.3,164.6,144.4,20.2,14.5,120.7,120.2,0.5
30人以上,情報通信業,18.5,161.5,140.6,20.9,12.3,82,78.9,3.1
30人以上,"運輸業,郵便業",19,169.8,150.2,19.6,14.6,107.7,95.3,12.4
30人以上,"卸売業,小売業",19.2,157.6,146.3,11.3,16.5,97.4,94.7,2.7
30人以上,"金融業,保険業",18,153.4,132.7,20.7,14,87.6,86.5,1.1
30人以上,"不動産業,物品賃貸業",19.2,162.2,146,16.2,15.4,84.3,81.6,2.7
30人以上,"学術研究,専門・技術サービス業",18.8,158.6,140.1,18.5,13.1,87,85.5,1.5
30人以上,"宿泊業,飲食サービス業",20.7,178.4,163.1,15.3,12.9,75.4,73,2.4
30人以上,"生活関連サービス業,娯楽業",19.6,160.9,149.8,11.1,13.1,86.9,84.7,2.2
30人以上,"教育,学習支援業",18.8,143.2,137,6.2,6.6,39.3,38.9,0.4
30人以上,"医療,福祉",19.8,155,146.8,8.2,13.7,70.4,68.7,1.7
30人以上,複合サービス事業,18.6,152.6,139.3,13.3,15.3,110.1,107.2,2.9
30人以上,サービス業（他に分類されないもの）,19.2,160.1,145.7,14.4,16.1,99.1,95.5,3.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
