規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.7,165.4,150.9,14.5,13.6,82,79.3,2.7
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.2,182.2,162.8,19.4,14.5,102.7,100.4,2.3
５人以上,製造業,19.7,165,152.8,12.2,16.2,104.5,101.7,2.8
５人以上,電気・ガス・熱供給・水道業,18.7,163.2,145.9,17.3,14.5,111.1,109.5,1.6
５人以上,情報通信業,19.1,164,145.8,18.2,13.3,86.3,83.8,2.5
５人以上,"運輸業,郵便業",19.6,173.7,153.7,20,16.5,115.7,104,11.7
５人以上,"卸売業,小売業",19.9,164.3,153.5,10.8,15,92.7,89.9,2.8
５人以上,"金融業,保険業",18.5,156.4,137.6,18.8,14.5,91.1,90.2,0.9
５人以上,"不動産業,物品賃貸業",20,169.1,152.9,16.2,14,82.5,77.5,5
５人以上,"学術研究,専門・技術サービス業",19.3,160.9,144.4,16.5,13.4,89.5,87.7,1.8
５人以上,"宿泊業,飲食サービス業",22.2,197,177,20,12.5,74.7,71.5,3.2
５人以上,"生活関連サービス業,娯楽業",20.9,169.7,159.4,10.3,13.5,89.3,87.7,1.6
５人以上,"教育,学習支援業",19.5,152.4,145.2,7.2,8.7,45.2,44.7,0.5
５人以上,"医療,福祉",19.9,156.8,149,7.8,13.4,67.6,66.5,1.1
５人以上,複合サービス事業,18.4,150.3,142.5,7.8,16.6,110.2,108.7,1.5
５人以上,サービス業（他に分類されないもの）,19.7,164.9,150,14.9,15.8,94.4,91.7,2.7
30人以上,調査産業計,19.5,163.5,148.2,15.3,14.2,84.9,82.3,2.6
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,20.9,183.4,160.3,23.1,15.8,107,102.1,4.9
30人以上,製造業,19.4,163.4,150.3,13.1,16.1,108,104.5,3.5
30人以上,電気・ガス・熱供給・水道業,18.5,163.1,145.8,17.3,14.1,116.1,115.8,0.3
30人以上,情報通信業,19,164.6,145.1,19.5,13.5,87.1,84.7,2.4
30人以上,"運輸業,郵便業",19.2,171.1,151.5,19.6,16.4,119.4,106.6,12.8
30人以上,"卸売業,小売業",19.7,162.8,151.5,11.3,16.1,99.4,96.2,3.2
30人以上,"金融業,保険業",18.4,156.7,136.5,20.2,14.6,91.9,91,0.9
30人以上,"不動産業,物品賃貸業",19.5,163.9,147.6,16.3,14.5,82.4,78.3,4.1
30人以上,"学術研究,専門・技術サービス業",19.4,161.6,143.3,18.3,13.5,94.7,92,2.7
30人以上,"宿泊業,飲食サービス業",21.2,180.3,164,16.3,12.9,74.2,71.8,2.4
30人以上,"生活関連サービス業,娯楽業",20.4,162.8,154,8.8,14.1,92.6,91.6,1
30人以上,"教育,学習支援業",19.3,149.3,142.6,6.7,8.1,42,41.5,0.5
30人以上,"医療,福祉",19.9,155.3,147.6,7.7,14,67.9,66.4,1.5
30人以上,複合サービス事業,19.2,154.2,144.4,9.8,13.8,69.6,68.2,1.4
30人以上,サービス業（他に分類されないもの）,19.6,163.8,148.8,15,16.1,97.7,94.8,2.9
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１１月分,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
