規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,17.7,18,17.2,145.2,151.9,134.1,130.7,135.1,123.4,14.5,16.8,10.7
100～499人,17.7,18,17.2,144.6,152.9,129.6,131.2,136.9,121,13.4,16,8.6
100人以上,17.7,18,17.2,144.9,152.5,131.8,131,136.1,122.2,13.9,16.4,9.6
30～99人,17.2,17.9,16.4,130.7,141.5,116.3,121.2,129.5,110.2,9.5,12,6.1
５～29人,16.9,17.8,15.7,129.2,144.1,111.2,121.5,133.8,106.7,7.7,10.3,4.5
30人以上,17.5,18,16.9,140,148.9,125.9,127.6,133.9,117.6,12.4,15,8.3
５人以上,17.3,17.9,16.5,136.6,147.6,120.9,125.7,133.9,113.9,10.9,13.7,7
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年５月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
