規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,706389,460170,420851,39319,246219,133495,128843,122132,6711,4652
100～499人,567943,405179,374550,30629,162764,125807,119629,114692,4937,6178
100人以上,634722,431704,396883,34821,203018,128970,123420,117753,5667,5550
30～99人,538212,378502,355093,23409,159710,107958,104354,101525,2829,3604
５～29人,497893,348423,329879,18544,149470,98162,93441,90693,2748,4721
30人以上,604364,414969,383738,31231,189395,118655,114060,109787,4273,4595
５人以上,576335,397450,369559,27891,178885,109349,104697,101116,3581,4652
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年７月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
