規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7421363,4366927,3054436,116523,53296,63227,114492,56414,58078,7423394,4363809,3059585,25.2,14.4,40.5
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,348378,292571,55807,2603,2430,173,3049,2702,347,347932,292299,55633,2.8,1.2,10.8
５人以上,製造業,659808,469506,190302,5359,3077,2282,5342,3209,2133,659825,469374,190451,8,2.3,22.3
５人以上,電気・ガス・熱供給・水道業,16892,13893,2999,459,403,56,19,6,13,17332,14290,3042,5.7,5.5,6.6
５人以上,情報通信業,777268,585975,191293,5881,3044,2837,5925,4286,1639,777224,584733,192491,3.3,1.2,9.8
５人以上,"運輸業,郵便業",452263,361363,90900,4487,2783,1704,4287,2411,1876,452463,361735,90728,11.2,8.9,20.5
５人以上,"卸売業,小売業",1449335,825892,623443,21192,8251,12941,19800,9526,10274,1450727,824617,626110,30.2,17.4,47.1
５人以上,"金融業,保険業",392861,208585,184276,3378,1749,1629,2952,939,2013,393287,209395,183892,8.9,1.8,16.9
５人以上,"不動産業,物品賃貸業",203471,131489,71982,2873,1438,1435,2588,1551,1037,203756,131376,72380,14.7,6.9,28.8
５人以上,"学術研究,専門・技術サービス業",403468,274044,129424,2920,2019,901,3333,2383,950,403055,273680,129375,6.5,3.3,13.4
５人以上,"宿泊業,飲食サービス業",645083,281439,363644,29019,12348,16671,24386,11369,13017,649716,282418,367298,77.3,65.9,86.2
５人以上,"生活関連サービス業,娯楽業",230103,108723,121380,6350,2090,4260,7929,3687,4242,228524,107126,121398,48.1,38.9,56.2
５人以上,"教育,学習支援業",432792,205680,227112,7069,3368,3701,5885,3599,2286,433976,205449,228527,36.5,31.2,41.3
５人以上,"医療,福祉",593845,141954,451891,8130,2295,5835,9431,2699,6732,592544,141550,450994,35,21.8,39.2
５人以上,複合サービス事業,21133,10273,10860,2,2,0,1,0,1,21134,10275,10859,16.7,5.2,27.6
５人以上,サービス業（他に分類されないもの）,794663,455540,339123,16801,7999,8802,19565,8047,11518,791899,455492,336407,27.4,18.8,39
30人以上,調査産業計,5099205,3109835,1989370,64269,30842,33427,68826,34386,34440,5094648,3106291,1988357,19.7,10.6,34
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,214871,186805,28066,748,650,98,1523,1483,40,214096,185972,28124,0.7,0.4,2.4
30人以上,製造業,497931,358732,139199,4246,2389,1857,3568,2336,1232,498609,358785,139824,6.5,1.7,18.8
30人以上,電気・ガス・熱供給・水道業,13582,10898,2684,459,403,56,19,6,13,14022,11295,2727,3.6,4.1,1.6
30人以上,情報通信業,653664,499847,153817,4862,2754,2108,5064,3591,1473,653462,499010,154452,3,1.1,9.3
30人以上,"運輸業,郵便業",369266,292266,77000,3556,2369,1187,3669,2247,1422,369153,292388,76765,10,8.4,16.1
30人以上,"卸売業,小売業",860714,504482,356232,7925,4093,3832,10238,5536,4702,858401,503039,355362,25,12.2,43
30人以上,"金融業,保険業",330676,177472,153204,3067,1623,1444,2259,881,1378,331484,178214,153270,8.7,2,16.5
30人以上,"不動産業,物品賃貸業",131933,85987,45946,1667,754,913,1493,848,645,132107,85893,46214,15.5,8.3,29
30人以上,"学術研究,専門・技術サービス業",291190,209283,81907,2465,1724,741,2117,1491,626,291538,209516,82022,3.8,2.7,6.6
30人以上,"宿泊業,飲食サービス業",217615,97436,120179,7856,3325,4531,7501,3287,4214,217970,97474,120496,69.1,56.3,79.5
30人以上,"生活関連サービス業,娯楽業",123772,52033,71739,2489,808,1681,4142,1702,2440,122119,51139,70980,49,37,57.6
30人以上,"教育,学習支援業",343462,171851,171611,6471,3028,3443,5599,3520,2079,344334,171359,172975,34.1,28.8,39.4
30人以上,"医療,福祉",396644,101687,294957,5027,1571,3456,5001,1452,3549,396670,101806,294864,30.3,18.2,34.4
30人以上,複合サービス事業,7332,4795,2537,2,2,0,1,0,1,7333,4797,2536,7.1,6.8,7.6
30人以上,サービス業（他に分類されないもの）,646553,356261,290292,13429,5349,8080,16632,6006,10626,643350,355604,287746,29.7,20.4,41.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
