規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,490778,456842,418303,38539,33936,129028,128069,120934,7135,959
100～499人,450988,410291,380066,30225,40697,116127,115205,110661,4544,922
100人以上,469911,432429,398250,34179,37482,121720,120782,115115,5667,938
30～99人,389820,372715,349079,23636,17105,100806,99954,96909,3045,852
５～29人,363599,345864,328179,17685,17735,92128,91142,87805,3337,986
30人以上,444941,413812,382920,30892,31129,111175,110280,105935,4345,895
５人以上,424052,396363,368863,27500,27689,102388,101451,97571,3880,937
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
