事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,平成23,2011,年平均,6880393,4136792,2743601,133143,68415,64728,137424,72434,64990,6876112,4132773,2743339,22.1,12.3,36.8
５人以上,TL 調査産業計,平成24,2012,年平均,7184606,4318675,2865931,142218,74404,67813,144126,76476,67650,7182698,4316603,2866094,22.8,12.3,38.5
５人以上,TL 調査産業計,平成25,2013,年平均,7170624,4312369,2858254,149495,79217,70278,147002,79747,67255,7173117,4311839,2861277,23.3,12.8,39.2
５人以上,TL 調査産業計,平成26,2014,年平均,7260718,4324756,2935962,153349,78862,74487,143719,75726,67994,7270348,4327892,2942455,23.7,13.1,39.3
５人以上,TL 調査産業計,平成27,2015,年平均,7266994,4327113,2939882,163454,84595,78858,159153,83562,75591,7271295,4328146,2943149,24.5,14,39.8
５人以上,TL 調査産業計,平成28,2016,年平均,7361871,4348643,3013228,172829,87561,85268,162179,84747,77432,7372521,4351457,3021064,24.7,14,40.1
５人以上,TL 調査産業計,平成28,2016,1月,7307758,4336940,2970818,110963,54887,56076,136509,68494,68015,7282212,4323333,2958879,25.1,14.2,40.9
５人以上,TL 調査産業計,平成28,2016,2月,7286076,4324397,2961679,126792,63915,62877,134778,64245,70533,7278090,4324067,2954023,24.6,13.9,40.3
５人以上,TL 調査産業計,平成28,2016,3月,7276394,4322341,2954053,152050,72157,79893,166685,87952,78733,7261759,4306546,2955213,24.7,13.9,40.4
５人以上,TL 調査産業計,平成28,2016,4月,7260456,4297130,2963326,487077,270263,216814,344323,193220,151103,7403210,4374173,3029037,24.4,13.8,39.8
５人以上,TL 調査産業計,平成28,2016,5月,7399653,4390586,3009067,189172,82593,106579,188669,98592,90077,7400156,4374587,3025569,24.1,13.6,39.4
５人以上,TL 調査産業計,平成28,2016,6月,7395114,4362883,3032231,148207,76085,72122,132335,69975,62360,7410986,4368993,3041993,24.5,13.8,39.9
５人以上,TL 調査産業計,平成28,2016,7月,7410496,4367493,3043003,151086,82665,68421,157693,86994,70699,7403889,4363164,3040725,24.6,14.1,39.6
５人以上,TL 調査産業計,平成28,2016,8月,7405890,4347860,3058030,123921,59523,64398,143336,70424,72912,7386475,4336959,3049516,24.7,14,40
５人以上,TL 調査産業計,平成28,2016,9月,7387959,4361681,3026278,147015,68098,78917,133182,65140,68042,7401792,4364639,3037153,24.9,14.2,40.2
５人以上,TL 調査産業計,平成28,2016,10月,7386534,4351590,3034944,180996,96095,84901,164797,91214,73583,7402733,4356471,3046262,25,14.2,40.3
５人以上,TL 調査産業計,平成28,2016,11月,7404760,4353891,3050869,140148,71154,68994,129344,64300,65044,7415564,4360745,3054819,24.8,14.1,40.2
５人以上,TL 調査産業計,平成28,2016,12月,7421363,4366927,3054436,116523,53296,63227,114492,56414,58078,7423394,4363809,3059585,25.2,14.4,40.5
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2217,1732,485,37,30,7,29,25,4,2225,1737,488,0.4,0.5,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1834,1487,347,37,33,4,33,30,3,1838,1490,348,1.1,0.9,1.5
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1727,1384,343,27,22,5,24,21,3,1730,1385,345,2.4,2.2,3.4
５人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,1906,1501,405,36,30,7,29,25,4,1913,1506,408,2.7,2.6,3
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,1月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,2月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,4月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,5月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,6月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,7月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,8月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,9月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,10月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,11月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,12月,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成23,2011,年平均,314631,267859,46773,3191,2759,432,3722,3083,639,314100,267535,46566,2.8,1.1,12.7
５人以上,D 建設業,平成24,2012,年平均,338489,283953,54536,4396,3720,675,4158,3528,629,338727,284145,54582,3,1.5,10.6
５人以上,D 建設業,平成25,2013,年平均,341231,290602,50629,4151,3428,722,4294,3635,659,341088,290395,50692,3.1,2,9.8
５人以上,D 建設業,平成26,2014,年平均,341583,290887,50696,4266,3410,856,4045,3311,734,341804,290986,50818,4.2,2.8,12
５人以上,D 建設業,平成27,2015,年平均,343131,290878,52253,4402,3604,798,4007,3301,705,343526,291181,52346,2.5,1.1,10.1
５人以上,D 建設業,平成28,2016,年平均,346158,293181,52977,4149,3393,756,3874,3235,639,346433,293339,53094,2.3,1.1,9.2
５人以上,D 建設業,平成28,2016,1月,344632,293777,50855,2558,2450,108,3546,2602,944,343644,293625,50019,2.5,1.4,8.5
５人以上,D 建設業,平成28,2016,2月,343644,293827,49817,3043,2760,283,2978,2110,868,343709,294477,49232,1.9,1,7.3
５人以上,D 建設業,平成28,2016,3月,343709,295051,48658,3004,2087,917,3512,3132,380,343201,294006,49195,1.9,1,7
５人以上,D 建設業,平成28,2016,4月,343201,293383,49818,13219,10714,2505,7394,6107,1287,349026,297990,51036,1.9,1.1,7.1
５人以上,D 建設業,平成28,2016,5月,349026,297353,51673,3362,2931,431,7087,5931,1156,345301,294353,50948,2.3,1.5,6.7
５人以上,D 建設業,平成28,2016,6月,345301,293429,51872,3734,3601,133,2554,2192,362,346481,294838,51643,1.7,1,6.2
５人以上,D 建設業,平成28,2016,7月,346481,290388,56093,3244,2384,860,2622,2430,192,347103,290342,56761,2.9,1.3,11.2
５人以上,D 建設業,平成28,2016,8月,347103,290995,56108,2397,1798,599,2573,1962,611,346927,290831,56096,3.1,1.3,12.5
５人以上,D 建設業,平成28,2016,9月,346927,292325,54602,4444,3268,1176,3703,3299,404,347668,292294,55374,2.4,0.7,11
５人以上,D 建設業,平成28,2016,10月,347668,293551,54117,4421,3355,1066,4260,3904,356,347829,293002,54827,2.4,0.8,11.3
５人以上,D 建設業,平成28,2016,11月,347829,291527,56302,3755,2937,818,3206,2443,763,348378,292021,56357,2.3,0.7,10.5
５人以上,D 建設業,平成28,2016,12月,348378,292571,55807,2603,2430,173,3049,2702,347,347932,292299,55633,2.8,1.2,10.8
５人以上,E 製造業,平成23,2011,年平均,679002,509471,169531,8646,6138,2507,9128,6776,2352,678520,508833,169686,7.3,3.2,19.5
５人以上,E 製造業,平成24,2012,年平均,711528,532598,178930,9110,6241,2869,9093,6615,2478,711545,532224,179321,6.9,2.6,19.9
５人以上,E 製造業,平成25,2013,年平均,702095,524058,178037,8195,6013,2181,9077,6648,2429,701213,523423,177789,6.9,2.7,19.1
５人以上,E 製造業,平成26,2014,年平均,694729,512298,182431,8352,5569,2783,8343,5889,2454,694738,511978,182760,7,2.6,19.3
５人以上,E 製造業,平成27,2015,年平均,653522,474653,178869,8606,5620,2986,8744,6144,2600,653384,474129,179255,8,2.5,22.7
５人以上,E 製造業,平成28,2016,年平均,664376,475997,188379,8448,5794,2654,7971,5581,2391,664853,476210,188642,8.1,2.4,22.5
５人以上,E 製造業,平成28,2016,1月,666274,479854,186420,6164,4621,1543,6462,4431,2031,665976,480044,185932,8.1,2.3,23
５人以上,E 製造業,平成28,2016,2月,669840,484426,185414,4691,3183,1508,6384,4057,2327,668147,483552,184595,8.3,2.6,23.3
５人以上,E 製造業,平成28,2016,3月,669445,483615,185830,7489,4263,3226,7768,4947,2821,669166,482931,186235,8.4,2.5,23.6
