規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.1,159.6,146.2,13.4,13.4,81.8,79,2.8
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,19.5,168.4,152.1,16.3,13.6,93.7,89.9,3.8
５人以上,製造業,18.3,152.7,141.7,11,15.3,101.1,97.9,3.2
５人以上,電気・ガス・熱供給・水道業,18.7,172.3,156.3,16,13.5,101.9,101.8,0.1
５人以上,情報通信業,19.1,164.4,146.4,18,13.6,88.3,85.3,3
５人以上,"運輸業,郵便業",19.8,174.7,155.3,19.4,15,107.9,97.1,10.8
５人以上,"卸売業,小売業",19.4,158.9,149.1,9.8,14.8,92.4,89.5,2.9
５人以上,"金融業,保険業",18.9,158.3,140.1,18.2,14.4,90.2,89.3,0.9
５人以上,"不動産業,物品賃貸業",19.1,159.6,145.5,14.1,14.9,86.7,83.3,3.4
５人以上,"学術研究,専門・技術サービス業",18.7,155.2,139.5,15.7,13.2,87.3,86.2,1.1
５人以上,"宿泊業,飲食サービス業",21.5,189.3,171.5,17.8,12.6,77,73.3,3.7
５人以上,"生活関連サービス業,娯楽業",20.1,168.5,157.8,10.7,13.9,93.9,92,1.9
５人以上,"教育,学習支援業",15.8,122,116.6,5.4,6.7,36.4,35.6,0.8
５人以上,"医療,福祉",19.8,155.1,148.1,7,13.1,67.5,66.6,0.9
５人以上,複合サービス事業,18.6,150.1,144.3,5.8,17.2,120.6,118.8,1.8
５人以上,サービス業（他に分類されないもの）,19.3,160.2,147.4,12.8,15.8,94.2,91.4,2.8
30人以上,調査産業計,18.9,158.4,144.4,14,14,84.8,82.1,2.7
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,19.2,167.6,149.4,18.2,14,98.2,93.7,4.5
30人以上,製造業,18.1,152.1,140.1,12,15.1,104.6,100.5,4.1
30人以上,電気・ガス・熱供給・水道業,18.6,174.5,157.2,17.3,13.9,129.7,129.4,0.3
30人以上,情報通信業,19,165.1,146.2,18.9,13.1,84.5,82.1,2.4
30人以上,"運輸業,郵便業",19.6,172.5,153.9,18.6,15.6,117,104.7,12.3
30人以上,"卸売業,小売業",19.2,158,147.6,10.4,16.2,99.4,96.4,3
30人以上,"金融業,保険業",18.9,159.4,139.6,19.8,14.4,90.3,89.4,0.9
30人以上,"不動産業,物品賃貸業",19,157.5,143.6,13.9,16,88.3,86.8,1.5
30人以上,"学術研究,専門・技術サービス業",18.6,155.2,138,17.2,13,91.1,89.2,1.9
30人以上,"宿泊業,飲食サービス業",20.8,177.2,162.4,14.8,13,76.6,74.1,2.5
30人以上,"生活関連サービス業,娯楽業",20,168.3,158.3,10,14.3,96.2,94.6,1.6
30人以上,"教育,学習支援業",15.7,118.6,114.8,3.8,6,33,32.4,0.6
30人以上,"医療,福祉",20.1,155,147.9,7.1,14,68.8,67.8,1
30人以上,複合サービス事業,18.9,149.4,142.9,6.5,18.8,131.6,130.4,1.2
30人以上,サービス業（他に分類されないもの）,19.4,160.7,147.4,13.3,16.2,97.6,94.5,3.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年８月分,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
