事業所規模,和暦年,西暦年,年平均・月,調査産業計／入職率(％),調査産業計／離職率(％),鉱業，採石業，砂利採取業／入職率(％),鉱業，採石業，砂利採取業／離職率(％),建設業／入職率(％),建設業／離職率(％),製造業／入職率(％),製造業／離職率(％),電気・ガス・熱供給・水道業／入職率(％),電気・ガス・熱供給・水道業／離職率(％),情報通信業／入職率(％),情報通信業／離職率(％),運輸業，郵便業／入職率(％),運輸業，郵便業／離職率(％),卸売業，小売業／入職率(％),卸売業，小売業／離職率(％),金融業，保険業／入職率(％),金融業，保険業／離職率(％),不動産業，物品賃貸業／入職率(％),不動産業，物品賃貸業／離職率(％),学術研究，専門・技術サービス業／入職率(％),学術研究，専門・技術サービス業／離職率(％),宿泊業，飲食サービス業／入職率(％),宿泊業，飲食サービス業／離職率(％),生活関連サービス業，娯楽業／入職率(％),生活関連サービス業，娯楽業／離職率(％),教育，学習支援業／入職率(％),教育，学習支援業／離職率(％),医療，福祉／入職率(％),医療，福祉／離職率(％),複合サービス事業／入職率(％),複合サービス事業／離職率(％),サービス業（他に分類されないもの）／入職率(％),サービス業（他に分類されないもの）／離職率(％)
30人以上,平成23,2011,年平均,1.81,1.85,1.68,1.29,1.08,1.19,1.3,1.38,1.99,2.14,1.18,1.2,1.82,1.69,1.54,1.56,1.71,1.73,1.97,1.87,1.33,1.37,2.91,3.21,2.3,2.55,1.67,1.75,2.08,1.89,1.32,1.65,3.41,3.47
30人以上,平成24,2012,年平均,1.84,1.88,2.01,1.82,1.31,1.27,1.3,1.27,0.92,1.16,1.17,1.28,1.51,1.73,1.41,1.71,2.01,2.08,1.64,1.65,2.35,1.75,3.25,2.8,1.69,1.9,3.47,3.31,1.93,1.8,2.67,2.81,2.58,2.68
30人以上,平成25,2013,年平均,1.91,1.88,1.63,1.49,1.15,1.22,1.21,1.33,1.04,4.27,1.12,1.21,1.62,1.7,1.26,1.42,1.93,1.94,1.55,1.65,3.12,2.11,3.19,3.11,2.2,2.06,4.05,3.68,1.96,1.83,2.47,2.87,2.7,2.43
30人以上,平成26,2014,年平均,1.88,1.78,1.92,1.52,1.28,1.15,1.16,1.21,1.38,1.72,1.26,1.01,1.77,1.65,1.41,1.42,1.65,1.71,1.57,1.47,2.81,2.42,3.15,3.1,1.85,1.61,3.52,3.4,1.76,1.65,2.49,2.36,2.64,2.42
30人以上,平成27,2015,年平均,2.08,2.02,－,－,1.12,0.97,1.38,1.43,1.31,1.42,1.53,1.56,1.97,1.85,1.76,1.77,1.7,1.59,1.73,1.76,1.71,1.24,3.51,3.61,2.79,2.61,3.68,3.54,2.37,2.2,2.32,2.27,2.82,2.77
30人以上,平成28,2016,年平均,2.11,2.03,－,－,0.94,0.97,1.3,1.19,1.22,1.1,1.58,1.48,1.92,2.02,1.76,1.75,1.79,1.57,1.84,1.65,1.63,1.33,4,4.02,3.46,3.44,3.77,3.49,2.25,2.15,1.89,1.66,2.93,2.86
30人以上,平成28,2016,1月,1.32,1.71,－,－,0.5,0.9,0.86,0.88,0.12,0.41,0.98,1.07,0.95,1.19,1.26,1.7,1.21,1.27,1.49,1.39,0.9,0.6,2.39,3.98,1.5,3.73,1.72,2.29,0.99,1.8,0.06,0.03,2.44,2.91
30人以上,平成28,2016,2月,1.5,1.53,－,－,0.53,0.46,0.72,0.92,0.06,0.9,0.83,0.87,2.07,1.66,1.42,1.62,0.69,0.94,0.95,1.12,0.9,0.87,3.44,2.75,2.7,3.01,1.64,2.73,0.96,1.34,3.19,2.42,3.08,2.3
30人以上,平成28,2016,3月,1.75,2.06,－,－,0.84,0.66,1.05,1.25,0.21,0.86,0.97,1.22,1.45,1.92,1.46,1.69,1.01,1.56,2.27,1.85,2.48,1.26,3.42,4.39,8.12,3.27,1.14,4.95,1.68,2.01,1.62,4.99,2.54,2.76
30人以上,平成28,2016,4月,7.03,4.7,－,－,4.65,2.54,5.57,3.78,7.77,3.7,6.09,2.93,6.11,4.12,5.43,4.35,8.22,4.77,6.65,3.34,4.47,2.21,6.56,7.36,8.4,8.36,16.22,12.65,9.75,5.68,11.81,9.92,6.87,3.96
30人以上,平成28,2016,5月,2.23,2.43,－,－,0.82,1.4,0.97,1.01,0.07,1.77,1.42,2.17,1.71,3.36,1.95,1.79,1.56,1.33,1.62,2.28,1.42,1.74,4.95,4.22,3.08,2.43,4.23,2.1,2.95,3.09,0.07,0.06,3.53,4.58
30人以上,平成28,2016,6月,1.65,1.6,－,－,0.57,0.73,0.86,1.37,0.04,0.65,1.17,1.09,2.27,2.13,1.4,1.37,0.93,1,1.36,1.21,0.84,1.13,4.52,3.89,3.81,2.42,2.23,1.02,1.31,1.68,0.86,0.06,2.49,2.57
30人以上,平成28,2016,7月,1.65,2.04,－,－,0.63,0.49,0.96,1.02,0.84,2.21,1.88,2.94,2.25,2.57,1.25,1.44,1.45,1.51,1.4,1.99,1.38,1.65,3.64,3.74,2.04,2.09,1.05,1.46,1.28,1.95,0.14,0.1,2.62,3.19
30人以上,平成28,2016,8月,1.32,1.79,－,－,0.33,0.65,0.72,0.86,0.45,1.14,0.86,1.14,1.62,2.19,1.18,1.32,1.06,1.13,0.83,1.2,1.87,1.11,3.33,3.71,2.43,3.15,0.56,5.03,1.21,1.72,0.06,0.03,2.19,2.17
30人以上,平成28,2016,9月,1.82,1.48,－,－,0.72,1.15,0.9,0.83,1.05,0.72,0.87,0.94,0.98,1.27,1.25,1.03,0.84,1.15,1.28,1.45,1.36,1.12,3.91,3.84,3,2.41,7.52,2.33,1.82,1.69,0.08,0.06,2.22,2.2
30人以上,平成28,2016,10月,2.23,2.17,－,－,0.57,1.16,1.39,1.09,0.52,0.49,2.3,1.65,1.18,1.55,2.16,2.17,2.35,2.3,1.59,1.45,1.97,2.33,3.94,3.26,2.41,3.9,4.4,3.34,2.09,1.92,0.17,2.25,2.65,3.06
30人以上,平成28,2016,11月,1.61,1.51,－,－,0.77,0.74,0.69,0.55,0.12,0.17,0.88,1.01,1.45,1.3,1.43,1.35,1.2,1.17,1.4,1.33,1.12,1.24,4.29,3.7,2.04,3.19,2.64,2.36,1.72,1.62,4.56,0.03,2.5,2.1
