事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,TL 調査産業計,平成23,2011,年平均,19.6,163,149.4,13.6,14.1,85.6,83,2.6
５人以上,TL 調査産業計,平成24,2012,年平均,19.9,166.3,151.7,14.6,14.5,87.2,84.4,2.8
５人以上,TL 調査産業計,平成25,2013,年平均,19.7,164.7,149.9,14.8,14.1,84.9,81.9,3
５人以上,TL 調査産業計,平成26,2014,年平均,19.6,164.3,149.2,15.1,13.9,83.7,80.7,3
５人以上,TL 調査産業計,平成27,2015,年平均,19.5,164,149.1,14.9,13.7,83,80,3
５人以上,TL 調査産業計,平成28,2016,年平均,19.5,163,148.8,14.2,13.7,82.7,79.9,2.8
５人以上,TL 調査産業計,平成28,2016,1月,18.2,152.7,138.6,14.1,13.1,79.9,77.1,2.8
５人以上,TL 調査産業計,平成28,2016,2月,19.4,162.6,148,14.6,13.7,82.9,80.2,2.7
５人以上,TL 調査産業計,平成28,2016,3月,20.2,169.4,154,15.4,13.9,84.3,81.4,2.9
５人以上,TL 調査産業計,平成28,2016,4月,20.3,170.2,155.1,15.1,13.9,84.9,82,2.9
５人以上,TL 調査産業計,平成28,2016,5月,18.5,153.9,140.4,13.5,13.6,82.3,79.4,2.9
５人以上,TL 調査産業計,平成28,2016,6月,20.5,169.4,155.4,14,14.2,84.8,82,2.8
５人以上,TL 調査産業計,平成28,2016,7月,20,166.9,152.9,14,13.9,83.7,81,2.7
５人以上,TL 調査産業計,平成28,2016,8月,19.1,159.6,146.2,13.4,13.4,81.8,79,2.8
５人以上,TL 調査産業計,平成28,2016,9月,19.5,162.7,148.9,13.8,13.6,82.4,79.8,2.6
５人以上,TL 調査産業計,平成28,2016,10月,19.4,162.5,148.1,14.4,13.6,81.5,78.9,2.6
５人以上,TL 調査産業計,平成28,2016,11月,19.7,165.4,150.9,14.5,13.6,82,79.3,2.7
５人以上,TL 調査産業計,平成28,2016,12月,19.3,161.2,147.1,14.1,13.5,81.8,78.9,2.9
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,19,150.5,139.2,11.3,10.8,70.6,70.5,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,19.6,160.5,143.3,17.2,16,105.1,100.5,4.6
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,19.2,157.1,139.9,17.2,16.6,115.4,109.7,5.7
５人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,19.1,157.9,139,18.9,16.2,115.6,108.2,7.4
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,年平均,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,1月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,2月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,3月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,4月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,5月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,6月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,7月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,8月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,9月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,10月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,11月,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,12月,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成23,2011,年平均,20.3,171.4,155.3,16.1,15.7,104.8,103.5,1.3
５人以上,D 建設業,平成24,2012,年平均,20.9,178.7,157.8,20.9,14.2,99.2,97.9,1.3
５人以上,D 建設業,平成25,2013,年平均,20.7,176.7,156.4,20.3,15.6,118,116.8,1.2
５人以上,D 建設業,平成26,2014,年平均,20.6,176.6,155.6,21,16.3,123.9,122.9,1
５人以上,D 建設業,平成27,2015,年平均,20.3,175.6,156.5,19.1,15.8,99.7,97.5,2.2
５人以上,D 建設業,平成28,2016,年平均,20.6,177.5,159.7,17.8,14.7,101.7,98.7,3
５人以上,D 建設業,平成28,2016,1月,18.6,159.5,142.6,16.9,12.6,91,88.3,2.7
５人以上,D 建設業,平成28,2016,2月,21.1,181.3,162.1,19.2,14.9,105.5,100.3,5.2
５人以上,D 建設業,平成28,2016,3月,21.6,186.5,167.1,19.4,16.7,118.3,114.7,3.6
５人以上,D 建設業,平成28,2016,4月,21.4,183.6,166.1,17.5,14.9,102.8,100.4,2.4
５人以上,D 建設業,平成28,2016,5月,18.6,159.6,144.4,15.2,14.3,97.8,94.7,3.1
５人以上,D 建設業,平成28,2016,6月,21.5,183.9,168,15.9,17.1,119.6,116.8,2.8
５人以上,D 建設業,平成28,2016,7月,21.5,184.2,167,17.2,16,99.8,97.3,2.5
５人以上,D 建設業,平成28,2016,8月,19.5,168.4,152.1,16.3,13.6,93.7,89.9,3.8
５人以上,D 建設業,平成28,2016,9月,20.8,180.3,162.2,18.1,14.8,100.7,98.3,2.4
５人以上,D 建設業,平成28,2016,10月,20.9,180.8,161,19.8,14.7,99.1,96.6,2.5
５人以上,D 建設業,平成28,2016,11月,21.2,182.2,162.8,19.4,14.5,102.7,100.4,2.3
５人以上,D 建設業,平成28,2016,12月,20.9,180.2,161,19.2,13.8,102.1,98.9,3.2
５人以上,E 製造業,平成23,2011,年平均,19.4,161.8,150.1,11.7,16.9,123.8,116.4,7.4
５人以上,E 製造業,平成24,2012,年平均,19.5,162.9,149.7,13.2,17,120,112.7,7.3
５人以上,E 製造業,平成25,2013,年平均,19.1,160.9,147.3,13.6,16.9,120.3,112.2,8.1
５人以上,E 製造業,平成26,2014,年平均,19.1,160.5,147.3,13.2,17.1,121.3,113.3,8
５人以上,E 製造業,平成27,2015,年平均,19.2,161.8,148.8,13,16.3,108.8,105.2,3.6
５人以上,E 製造業,平成28,2016,年平均,19.2,161.1,148.8,12.3,16.1,106.5,102.9,3.6
５人以上,E 製造業,平成28,2016,1月,17.5,147.6,135.9,11.7,14.2,95.5,91.9,3.6
５人以上,E 製造業,平成28,2016,2月,19.2,161.9,148.6,13.3,16.6,110.5,106.5,4
５人以上,E 製造業,平成28,2016,3月,19.9,168.2,154.8,13.4,16.7,111.7,107.6,4.1
５人以上,E 製造業,平成28,2016,4月,20.2,169.8,156.6,13.2,16.7,112.3,108.1,4.2
５人以上,E 製造業,平成28,2016,5月,17.9,150.1,138.6,11.5,15,100,96.8,3.2
５人以上,E 製造業,平成28,2016,6月,20.1,168.4,156.1,12.3,17.3,116,112.3,3.7
５人以上,E 製造業,平成28,2016,7月,20.1,167.9,155.5,12.4,16.4,108.3,104.8,3.5
５人以上,E 製造業,平成28,2016,8月,18.3,152.7,141.7,11,15.3,101.1,97.9,3.2
５人以上,E 製造業,平成28,2016,9月,19.2,161.1,149.1,12,16,105.5,102.1,3.4
５人以上,E 製造業,平成28,2016,10月,19.1,160.6,147.9,12.7,16.8,105.3,102,3.3
５人以上,E 製造業,平成28,2016,11月,19.7,165,152.8,12.2,16.2,104.5,101.7,2.8
５人以上,E 製造業,平成28,2016,12月,19.1,159.7,147.7,12,16.2,106.9,102.5,4.4
