規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.4,162.5,148.1,14.4,13.6,81.5,78.9,2.6
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,20.9,180.8,161,19.8,14.7,99.1,96.6,2.5
５人以上,製造業,19.1,160.6,147.9,12.7,16.8,105.3,102,3.3
５人以上,電気・ガス・熱供給・水道業,18.7,163.4,145.5,17.9,13.9,103.4,103.3,0.1
５人以上,情報通信業,18.8,162.8,144.1,18.7,13,86.5,83.5,3
５人以上,"運輸業,郵便業",19.5,172.4,151.7,20.7,16,114.1,103,11.1
５人以上,"卸売業,小売業",19.4,160,149.2,10.8,14.8,91.4,88.5,2.9
５人以上,"金融業,保険業",18.6,157.3,138.1,19.2,14.6,91.9,91,0.9
５人以上,"不動産業,物品賃貸業",19.8,165.6,150.7,14.9,13.9,82.8,79.7,3.1
５人以上,"学術研究,専門・技術サービス業",18.8,154.5,139.6,14.9,13.4,88.9,86.7,2.2
５人以上,"宿泊業,飲食サービス業",21.6,192.9,174.1,18.8,12.7,75.3,72.2,3.1
５人以上,"生活関連サービス業,娯楽業",20.4,166.5,156.6,9.9,13.9,92.4,90.9,1.5
５人以上,"教育,学習支援業",19.5,148.9,142.7,6.2,8.8,44.2,43.7,0.5
５人以上,"医療,福祉",19.4,153.9,146.2,7.7,12.9,66.5,65.5,1
５人以上,複合サービス事業,18.3,149.7,142.7,7,17.5,115.1,113,2.1
５人以上,サービス業（他に分類されないもの）,19.3,162.2,147.9,14.3,15.5,92.9,90.4,2.5
30人以上,調査産業計,19.2,160.8,145.6,15.2,14.1,84.6,81.9,2.7
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,20.6,182,159,23,14.9,100.4,96.9,3.5
30人以上,製造業,18.9,160,146.3,13.7,17,108.3,103.9,4.4
30人以上,電気・ガス・熱供給・水道業,18.7,165.6,146.3,19.3,13.7,117.3,117,0.3
30人以上,情報通信業,18.8,163.4,143.6,19.8,13.1,85,82.9,2.1
30人以上,"運輸業,郵便業",19.2,169,149.2,19.8,16.2,120.2,107.9,12.3
30人以上,"卸売業,小売業",19.2,158.6,147,11.6,15.7,97.6,94.2,3.4
30人以上,"金融業,保険業",18.5,158.1,137.3,20.8,14.5,91.7,90.8,0.9
30人以上,"不動産業,物品賃貸業",19.2,161.1,145.7,15.4,15.1,86.2,84.8,1.4
30人以上,"学術研究,専門・技術サービス業",18.7,153.8,137.9,15.9,13.4,93.7,91,2.7
30人以上,"宿泊業,飲食サービス業",20.6,179.3,162.4,16.9,13.2,75.7,73.1,2.6
30人以上,"生活関連サービス業,娯楽業",19.9,161,151.9,9.1,14.5,95.8,94.4,1.4
30人以上,"教育,学習支援業",19.3,146.4,140.6,5.8,8.4,41.7,41.3,0.4
30人以上,"医療,福祉",19.4,152.2,144.6,7.6,13.5,66.3,65.1,1.2
30人以上,複合サービス事業,18.8,152.1,145.1,7,20,104.7,101.6,3.1
30人以上,サービス業（他に分類されないもの）,19.2,161.1,146.8,14.3,15.8,96,93.2,2.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１０月分,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
