規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.9,18.7,16.8,142.4,155.1,124,130.9,140.6,116.9,11.5,14.5,7.1
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,20.7,21.1,18.7,178.7,183.5,153,159.4,162.6,142.3,19.3,20.9,10.7
５人以上,製造業,19,19.2,18.2,156.1,162.5,140.5,144.2,149,132.4,11.9,13.5,8.1
５人以上,電気・ガス・熱供給・水道業,18.5,18.7,17.7,160.9,163.7,148.2,143.7,145.4,136.1,17.2,18.3,12.1
５人以上,情報通信業,18.6,18.9,17.8,160,163.9,148.1,141.9,144.7,133.5,18.1,19.2,14.6
５人以上,"運輸業,郵便業",19.2,19.5,17.8,166.3,172.8,138.7,146.6,150.8,128.9,19.7,22,9.8
５人以上,"卸売業,小売業",18,18.8,17,139.2,151.5,123,130.8,140.8,117.6,8.4,10.7,5.4
５人以上,"金融業,保険業",18.2,18.9,17.5,151.7,163.2,138.8,134,141.3,125.9,17.7,21.9,12.9
５人以上,"不動産業,物品賃貸業",19.1,19.7,17.9,155.7,164,140,142.2,148.4,130.5,13.5,15.6,9.5
５人以上,"学術研究,専門・技術サービス業",18.4,18.9,17.5,149.9,155.3,138.8,135.9,140,127.4,14,15.3,11.4
５人以上,"宿泊業,飲食サービス業",14.6,15.9,13.6,101.5,121.9,85.7,94.9,111.1,82.3,6.6,10.8,3.4
５人以上,"生活関連サービス業,娯楽業",17.3,17.9,16.9,131.7,139.7,125,125.8,132.8,119.9,5.9,6.9,5.1
５人以上,"教育,学習支援業",15.7,15.7,15.8,112.2,110.9,113.3,108,106.7,109.1,4.2,4.2,4.2
５人以上,"医療,福祉",17.2,17.5,17.1,124,135.4,120.4,118.6,128.3,115.5,5.4,7.1,4.9
５人以上,複合サービス事業,18.2,18.5,17.8,144,149.9,138.4,137.8,142.5,133.4,6.2,7.4,5
５人以上,サービス業（他に分類されないもの）,18.3,18.9,17.4,143.4,154.1,128.9,132.3,140.7,120.9,11.1,13.4,8
30人以上,調査産業計,18.2,18.8,17.2,145.9,156.7,128.9,133.1,141.1,120.7,12.8,15.6,8.2
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,20.6,20.8,18.9,181.4,184.3,161.6,158.5,160.2,147.2,22.9,24.1,14.4
30人以上,製造業,18.8,19,18.2,156.7,162.2,142.6,143.6,147.7,133.1,13.1,14.5,9.5
30人以上,電気・ガス・熱供給・水道業,18.6,18.8,17.9,164.7,167.6,153.1,145.8,147.3,139.6,18.9,20.3,13.5
30人以上,情報通信業,18.6,18.9,17.8,161.1,164.9,148.7,141.8,144.5,133,19.3,20.4,15.7
30人以上,"運輸業,郵便業",18.9,19.2,17.7,164.2,170.2,139.7,145.2,148.9,130,19,21.3,9.7
30人以上,"卸売業,小売業",18.3,18.9,17.4,143,153.9,127.6,133.5,142.3,121.1,9.5,11.6,6.5
30人以上,"金融業,保険業",18.2,18.8,17.5,152.6,163.9,139.5,133.5,140.4,125.4,19.1,23.5,14.1
30人以上,"不動産業,物品賃貸業",18.7,19.2,17.7,151.7,159.5,136.4,138.1,144.3,125.8,13.6,15.2,10.6
30人以上,"学術研究,専門・技術サービス業",18.5,18.8,17.5,151.1,154.9,141.2,135.8,138.8,127.9,15.3,16.1,13.3
30人以上,"宿泊業,飲食サービス業",15.4,16.6,14.6,107.5,126.3,92.9,100.5,115.5,88.9,7,10.8,4
30人以上,"生活関連サービス業,娯楽業",17.3,18,16.7,129.7,138.9,123.3,124.3,132.7,118.5,5.4,6.2,4.8
30人以上,"教育,学習支援業",15.8,15.7,15.9,112.7,111.2,114.2,108.6,107.2,110.1,4.1,4,4.1
30人以上,"医療,福祉",17.7,17.7,17.7,126.6,135.5,123.6,120.9,128.9,118.2,5.7,6.6,5.4
30人以上,複合サービス事業,18.9,19.3,18.1,149.2,154.1,140.2,142.4,145.6,136.5,6.8,8.5,3.7
30人以上,サービス業（他に分類されないもの）,18.2,18.9,17.4,141.9,153.2,127.7,131,139.8,119.9,10.9,13.4,7.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１０月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
