規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1062864,1298280,679482,420512,499602,291712,386843,33669,642352,798678,387770
100～499人,808514,971757,516936,360553,420553,253384,333106,27447,447961,551204,263552
100人以上,928949,1123588,596264,388944,457310,272089,358551,30393,540005,666278,324175
30～99人,633420,772259,449147,301453,366456,215178,282628,18825,331967,405803,233969
５～29人,450521,571794,307770,256180,320568,180388,243095,13085,194341,251226,127382
30人以上,826019,1009146,539840,358472,427715,250262,332108,26364,467547,581431,289578
５人以上,708374,883181,458753,326423,396855,225848,304219,22204,381951,486326,232905
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
