規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.8,18.6,16.7,141.3,154.3,122.8,130,140,115.7,11.3,14.3,7.1
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,20.8,21,19.3,178,182.1,157,159.3,161.8,146.3,18.7,20.3,10.7
５人以上,製造業,18.8,19.1,18.1,155.5,161.2,141.3,144.1,148.6,132.8,11.4,12.6,8.5
５人以上,電気・ガス・熱供給・水道業,17.7,17.9,16.9,153.2,155.8,141.5,138.4,140.1,130.6,14.8,15.7,10.9
５人以上,情報通信業,18.6,18.8,17.9,158.2,161.9,147,141.4,144.1,133.2,16.8,17.8,13.8
５人以上,"運輸業,郵便業",19.3,19.7,17.9,167.5,174.3,140.4,147,151.4,129.6,20.5,22.9,10.8
５人以上,"卸売業,小売業",18.1,18.8,17,140,152.2,124,131.7,141.7,118.5,8.3,10.5,5.5
５人以上,"金融業,保険業",18.3,19,17.6,151.5,163.1,138.3,134.6,142.4,125.8,16.9,20.7,12.5
５人以上,"不動産業,物品賃貸業",18.8,19.5,17.6,153.7,163.4,135.8,140.1,147.8,126,13.6,15.6,9.8
５人以上,"学術研究,専門・技術サービス業",18.2,18.5,17.6,149.5,154.1,139.9,135,138.1,128.5,14.5,16,11.4
５人以上,"宿泊業,飲食サービス業",14.6,16.1,13.5,102.9,124.6,86.1,95.4,112.6,82.1,7.5,12,4
５人以上,"生活関連サービス業,娯楽業",17.2,17.7,16.7,129,136.8,122,122.8,129.3,116.9,6.2,7.5,5.1
５人以上,"教育,学習支援業",14.2,14.1,14.2,101,100.1,101.7,97.1,96.1,97.9,3.9,4,3.8
５人以上,"医療,福祉",17.2,17.4,17.1,123.1,133.4,119.8,117.7,126.3,114.9,5.4,7.1,4.9
５人以上,複合サービス事業,19.3,19.7,18.9,153.7,159.1,148.6,144.7,149,140.7,9,10.1,7.9
５人以上,サービス業（他に分類されないもの）,18.2,18.9,17.2,142.2,154.4,125.7,131.3,141.2,117.9,10.9,13.2,7.8
30人以上,調査産業計,18,18.6,17.1,144.5,155.4,127.4,132,140.1,119.2,12.5,15.3,8.2
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,20.8,21,19.5,181.5,184.2,163.9,159.1,160.4,150.3,22.4,23.8,13.6
30人以上,製造業,18.5,18.7,17.9,154.2,158.9,142.1,141.9,145.6,132.5,12.3,13.3,9.6
30人以上,電気・ガス・熱供給・水道業,17.8,18,17.1,157.1,159.7,146.5,141.2,142.9,134.4,15.9,16.8,12.1
30人以上,情報通信業,18.5,18.7,17.8,159,162.6,147.5,141,143.6,132.7,18,19,14.8
30人以上,"運輸業,郵便業",19.1,19.4,17.9,164.9,171.1,141.3,145.5,149.3,130.9,19.4,21.8,10.4
30人以上,"卸売業,小売業",18.3,18.9,17.5,143.2,153.3,128.9,133.8,142,122.2,9.4,11.3,6.7
30人以上,"金融業,保険業",18.2,18.8,17.5,151.6,163,138.2,133.4,140.8,124.7,18.2,22.2,13.5
30人以上,"不動産業,物品賃貸業",18.5,19,17.5,149.5,157.6,134.4,135.9,142.6,123.4,13.6,15,11
30人以上,"学術研究,専門・技術サービス業",18.3,18.5,17.7,150.3,153.6,141.8,134.4,136.6,128.8,15.9,17,13
30人以上,"宿泊業,飲食サービス業",15.5,16.7,14.5,110,127.9,95.5,102.2,117,90.2,7.8,10.9,5.3
30人以上,"生活関連サービス業,娯楽業",17.1,18,16.5,126.3,137,118.7,120.8,130.3,114,5.5,6.7,4.7
30人以上,"教育,学習支援業",14.4,14.4,14.4,102.3,102.1,102.6,98.5,98.2,98.9,3.8,3.9,3.7
30人以上,"医療,福祉",17.8,17.8,17.8,126,135.5,122.6,120.3,128.8,117.3,5.7,6.7,5.3
30人以上,複合サービス事業,19.3,19.1,19.6,152.7,151.3,155.3,143.8,141.4,148.3,8.9,9.9,7
30人以上,サービス業（他に分類されないもの）,18.1,18.9,17.1,141.3,155,124.4,130.1,141.1,116.6,11.2,13.9,7.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１２月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
