規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.9,17.6,15.9,134.3,146.1,117.3,123.1,131.9,110.3,11.2,14.2,7
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,18.4,18.8,16.5,157.7,162,132.9,141.2,144.2,123.7,16.5,17.8,9.2
５人以上,製造業,17.3,17.6,16.4,143.3,148.8,129,132.3,136.6,121.1,11,12.2,7.9
５人以上,電気・ガス・熱供給・水道業,17.6,17.7,16.8,152.5,154,146,134.8,135.8,130.3,17.7,18.2,15.7
５人以上,情報通信業,17.5,17.8,16.8,152.4,156.6,140.1,133.5,136.3,125.3,18.9,20.3,14.8
５人以上,"運輸業,郵便業",18.2,18.6,16.9,159,165.2,134.6,140.2,144.1,124.8,18.8,21.1,9.8
５人以上,"卸売業,小売業",17.2,17.7,16.5,131.7,142.5,117.4,123.9,132.7,112.3,7.8,9.8,5.1
５人以上,"金融業,保険業",17.4,17.9,16.7,144.4,155.2,131.5,127.4,133.9,119.6,17,21.3,11.9
５人以上,"不動産業,物品賃貸業",17.8,18.5,16.5,143.6,153.2,125.7,130.7,138.1,116.8,12.9,15.1,8.9
５人以上,"学術研究,専門・技術サービス業",16.8,17.4,15.7,139.2,145.6,125.7,125,129.7,115.1,14.2,15.9,10.6
５人以上,"宿泊業,飲食サービス業",14.7,15.8,13.7,103,122.4,86.5,95.9,111.5,82.5,7.1,10.9,4
５人以上,"生活関連サービス業,娯楽業",17.3,18,16.8,129.7,136.8,124.1,124.1,130.9,118.8,5.6,5.9,5.3
５人以上,"教育,学習支援業",13.8,13.9,13.7,98,98.3,97.6,94.2,94.2,94.2,3.8,4.1,3.4
５人以上,"医療,福祉",16.3,16.7,16.2,118.9,131.1,114.7,113.1,123.3,109.6,5.8,7.8,5.1
５人以上,複合サービス事業,16.9,17.6,16.2,137.3,144.6,129,128.9,134.7,122.4,8.4,9.9,6.6
５人以上,サービス業（他に分類されないもの）,17.3,17.9,16.5,136.8,146.8,122.9,125.3,133,114.6,11.5,13.8,8.3
30人以上,調査産業計,17.1,17.7,16.3,138.4,148.4,122.5,125.8,133,114.4,12.6,15.4,8.1
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,18.3,18.6,16.6,161,164.6,138,141.7,144,126.9,19.3,20.6,11.1
30人以上,製造業,17.3,17.6,16.3,144.8,149.7,131.6,133,136.7,122.9,11.8,13,8.7
30人以上,電気・ガス・熱供給・水道業,17.2,17.4,16.6,152.6,155,142.9,134.6,136,129,18,19,13.9
30人以上,情報通信業,17.5,17.8,16.7,152.7,156.8,139.6,133.3,136.1,124.3,19.4,20.7,15.3
30人以上,"運輸業,郵便業",18.1,18.4,17.2,159,164,139.6,140.8,143.8,129.4,18.2,20.2,10.2
30人以上,"卸売業,小売業",17.6,18,17,136.8,146.5,123.4,127.7,135.5,117,9.1,11,6.4
30人以上,"金融業,保険業",17.3,17.9,16.7,145.6,156.3,132.7,126.9,133,119.5,18.7,23.3,13.2
30人以上,"不動産業,物品賃貸業",17.7,18.3,16.5,140.8,149.5,124.9,127.4,134.4,114.5,13.4,15.1,10.4
30人以上,"学術研究,専門・技術サービス業",16.9,17.3,15.7,140.4,145.4,127.5,124.7,128.5,115.1,15.7,16.9,12.4
30人以上,"宿泊業,飲食サービス業",15.4,16.5,14.4,107.2,125.4,92,100.3,114.9,88.1,6.9,10.5,3.9
30人以上,"生活関連サービス業,娯楽業",16.7,17.7,16.1,125,136,117.5,118.7,128.6,112,6.3,7.4,5.5
30人以上,"教育,学習支援業",13.7,13.7,13.7,97.7,97.4,98.1,93.9,93.2,94.6,3.8,4.2,3.5
30人以上,"医療,福祉",17.2,17.4,17.1,126.2,136.2,122.4,120,129,116.6,6.2,7.2,5.8
30人以上,複合サービス事業,17.2,17.6,16.2,139.4,143.3,131.6,129.8,132.1,125.2,9.6,11.2,6.4
30人以上,サービス業（他に分類されないもの）,17.4,18.1,16.6,137.8,148.7,123.5,125.6,133.7,115,12.2,15,8.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
