事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成23,2011,年平均,539512,418033,387145,30888,121479,120131,116455,111134,5321,3676
30人以上,TL 調査産業計,平成24,2012,年平均,529841,415869,382508,33361,113972,120346,116469,111474,4995,3877
30人以上,TL 調査産業計,平成25,2013,年平均,538877,418144,384313,33831,120733,117813,114244,108846,5398,3569
30人以上,TL 調査産業計,平成26,2014,年平均,543914,419117,384426,34691,124797,116190,112525,107152,5373,3665
30人以上,TL 調査産業計,平成27,2015,年平均,537062,415698,383671,32027,121364,116411,113102,108501,4601,3309
30人以上,TL 調査産業計,平成28,2016,年平均,540853,416424,384734,31690,124429,117428,113933,109561,4372,3495
30人以上,TL 調査産業計,平成28,2016,1月,444941,413812,382920,30892,31129,111175,110280,105935,4345,895
30人以上,TL 調査産業計,平成28,2016,2月,424266,416030,384504,31526,8236,116003,112349,107913,4436,3654
30人以上,TL 調査産業計,平成28,2016,3月,477297,419956,385863,34093,57341,117824,116020,111614,4406,1804
30人以上,TL 調査産業計,平成28,2016,4月,449426,422739,388728,34011,26687,118240,116899,112060,4839,1341
30人以上,TL 調査産業計,平成28,2016,5月,459159,409761,378545,31216,49398,115456,113812,109166,4646,1644
30人以上,TL 調査産業計,平成28,2016,6月,862807,413962,382915,31047,448845,122966,114980,110413,4567,7986
30人以上,TL 調査産業計,平成28,2016,7月,604364,414969,383738,31231,189395,118655,114060,109787,4273,4595
30人以上,TL 調査産業計,平成28,2016,8月,431902,413908,384050,29858,17994,115157,113434,109217,4217,1723
30人以上,TL 調査産業計,平成28,2016,9月,434862,416544,387087,29457,18318,116969,115843,111659,4184,1126
30人以上,TL 調査産業計,平成28,2016,10月,439107,419164,386179,32985,19943,114632,113224,109008,4216,1408
30人以上,TL 調査産業計,平成28,2016,11月,460533,417750,385525,32225,42783,114562,113441,109385,4056,1121
30人以上,TL 調査産業計,平成28,2016,12月,997255,418656,386884,31772,578599,127344,112908,108611,4297,14436
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,711980,484653,464182,20471,227327,313567,302425,302406,19,11142
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,746791,513244,488180,25064,233547,187983,186318,178800,7518,1665
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,733994,511431,482776,28655,222563,191619,184134,175263,8871,7485
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,743424,518729,487917,30812,224695,197396,187894,175902,11992,9502
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－
