規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5559832,66048,64694,5561761,1828127,80967,68488,1840031
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,338477,4291,3532,339477,8450,153,171,8191
５人以上,製造業,611231,4995,4457,611976,53542,1568,1118,53785
５人以上,電気・ガス・熱供給・水道業,15828,457,96,16189,709,0,2,707
５人以上,情報通信業,750859,4494,7045,748310,23408,1855,401,24860
５人以上,"運輸業,郵便業",406216,3392,4755,404853,48288,914,2236,46966
５人以上,"卸売業,小売業",1007441,16501,10986,1013435,435705,9499,14085,430640
５人以上,"金融業,保険業",360290,2910,3698,359452,32989,458,808,32689
５人以上,"不動産業,物品賃貸業",174975,2021,1719,175277,29246,920,779,29387
５人以上,"学術研究,専門・技術サービス業",374560,6133,4154,376543,28484,806,1398,27888
５人以上,"宿泊業,飲食サービス業",141375,2658,3410,140802,497171,23375,22557,497810
５人以上,"生活関連サービス業,娯楽業",123263,1788,2947,122105,109374,5095,4515,109953
５人以上,"教育,学習支援業",272143,1808,2935,271017,140583,22600,7200,155982
５人以上,"医療,福祉",393377,5062,5074,393286,193407,6933,4757,195662
５人以上,複合サービス事業,17309,47,4,17352,3480,0,0,3480
５人以上,サービス業（他に分類されないもの）,572488,9491,9882,571687,223291,6791,8461,222031
30人以上,調査産業計,4102092,42930,45109,4099397,978547,49757,29962,998858
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,215614,1512,2486,214636,1397,41,7,1435
30人以上,製造業,470440,3656,3561,470535,32378,885,622,32641
30人以上,電気・ガス・熱供給・水道業,13306,142,96,13352,236,0,2,234
30人以上,情報通信業,634194,4080,5701,632574,16533,1593,401,17724
30人以上,"運輸業,郵便業",337056,3133,4280,335908,34055,508,418,34146
30人以上,"卸売業,小売業",641224,7232,4657,643809,217080,3479,4194,216355
30人以上,"金融業,保険業",304289,2321,2998,303562,27115,458,808,26815
30人以上,"不動産業,物品賃貸業",110947,1231,1321,110856,20929,451,587,20794
30人以上,"学術研究,専門・技術サービス業",279053,3817,3008,279865,12848,151,261,12735
30人以上,"宿泊業,飲食サービス業",63595,1385,1499,63478,151128,7019,6744,151406
30人以上,"生活関連サービス業,娯楽業",64543,779,1671,63652,61826,3011,1373,63463
30人以上,"教育,学習支援業",223545,1808,2080,223274,98618,22431,5435,115613
30人以上,"医療,福祉",287022,3071,3903,286189,108033,4131,2758,109407
30人以上,複合サービス事業,6645,6,4,6648,516,0,0,515
30人以上,サービス業（他に分類されないもの）,450619,8757,7844,451059,195855,5599,6352,195575
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年９月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
