規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7307758,4336940,2970818,110963,54887,56076,136509,68494,68015,7282212,4323333,2958879,25.1,14.2,40.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,344632,293777,50855,2558,2450,108,3546,2602,944,343644,293625,50019,2.5,1.4,8.5
５人以上,製造業,666274,479854,186420,6164,4621,1543,6462,4431,2031,665976,480044,185932,8.1,2.3,23
５人以上,電気・ガス・熱供給・水道業,16837,13876,2961,16,16,0,57,42,15,16796,13850,2946,1.3,1.4,1
５人以上,情報通信業,767810,576048,191762,8353,5851,2502,8670,6021,2649,767493,575878,191615,3,1.2,8.4
５人以上,"運輸業,郵便業",456659,364025,92634,3813,2575,1238,5248,3726,1522,455224,362874,92350,10.7,8.1,20.7
５人以上,"卸売業,小売業",1423782,809383,614399,21623,10159,11464,23289,10968,12321,1422116,808574,613542,32.1,18.2,50.3
５人以上,"金融業,保険業",386242,211362,174880,4761,2556,2205,5267,2976,2291,385736,210942,174794,9.1,2.1,17.6
５人以上,"不動産業,物品賃貸業",195344,127742,67602,2514,1525,989,2565,1505,1060,195293,127762,67531,17.4,10.4,30.7
５人以上,"学術研究,専門・技術サービス業",393823,266268,127555,4060,2406,1654,3768,2076,1692,394115,266598,127517,8.1,2.6,19.5
５人以上,"宿泊業,飲食サービス業",635451,294285,341166,19732,8474,11258,26406,14058,12348,628777,288701,340076,75.1,62.7,85.5
５人以上,"生活関連サービス業,娯楽業",223034,96201,126833,3312,1376,1936,7213,2176,5037,219133,95401,123732,45.6,35.9,53.1
５人以上,"教育,学習支援業",420707,191942,228765,7847,2870,4977,9322,4544,4778,419232,190268,228964,36.9,31.1,41.6
５人以上,"医療,福祉",573204,146461,426743,8012,2491,5521,11202,3867,7335,570014,145085,424929,34.8,23.9,38.6
５人以上,複合サービス事業,20899,11026,9873,4,4,0,171,1,170,20732,11029,9703,17.2,4.6,31.5
５人以上,サービス業（他に分類されないもの）,783060,454690,328370,18194,7513,10681,23323,9501,13822,777931,452702,325229,26.5,17.8,38.5
30人以上,調査産業計,5057039,3098220,1958819,66739,33901,32838,86522,43237,43285,5037256,3088884,1948372,19.5,10.4,33.9
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,214829,186105,28724,1066,958,108,1944,1734,210,213951,185329,28622,0.8,0.6,2.1
30人以上,製造業,504399,368674,135725,4356,3124,1232,4456,2829,1627,504299,368969,135330,6,1.7,17.9
30人以上,電気・ガス・熱供給・水道業,13842,11111,2731,16,16,0,57,42,15,13801,11085,2716,1.6,1.8,1
30人以上,情報通信業,646192,492778,153414,6326,4331,1995,6902,4511,2391,645616,492598,153018,2.5,0.9,7.9
30人以上,"運輸業,郵便業",373943,297927,76016,3558,2438,1120,4444,3086,1358,373057,297279,75778,9.1,7.6,14.9
30人以上,"卸売業,小売業",857710,497277,360433,10837,5678,5159,14582,7546,7036,853965,495409,358556,26.3,12.9,44.8
30人以上,"金融業,保険業",323068,176296,146772,3900,2097,1803,4114,2298,1816,322854,176095,146759,8.6,2.2,16.4
30人以上,"不動産業,物品賃貸業",129109,83305,45804,1919,1087,832,1794,980,814,129234,83412,45822,18.1,9.7,33.3
30人以上,"学術研究,専門・技術サービス業",281440,202226,79214,2541,1794,747,1689,1079,610,282292,202941,79351,4.3,2,10.2
30人以上,"宿泊業,飲食サービス業",218643,99257,119386,5225,2401,2824,8698,3775,4923,215170,97883,117287,68.5,54.6,80.1
30人以上,"生活関連サービス業,娯楽業",122055,49473,72582,1827,801,1026,4557,1538,3019,119325,48736,70589,46.6,34.9,54.7
30人以上,"教育,学習支援業",334378,160777,173601,5737,1750,3987,7648,4103,3545,332467,158424,174043,35.4,29.7,40.6
30人以上,"医療,福祉",392034,107461,284573,3879,1861,2018,7071,3067,4004,388842,106255,282587,27.9,17.7,31.7
30人以上,複合サービス事業,7152,4763,2389,4,4,0,2,1,1,7154,4766,2388,9.3,4.8,18.2
30人以上,サービス業（他に分類されないもの）,638245,360790,277455,15548,5561,9987,18564,6648,11916,635229,359703,275526,28.6,19.4,40.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
