規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.3,17.9,16.5,136.6,147.6,120.9,125.7,133.9,113.9,10.9,13.7,7
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,18.5,18.8,17.3,158.1,160.8,142.2,143.2,145,132.7,14.9,15.8,9.5
５人以上,製造業,17.6,17.9,17,145.9,151,132.8,135.1,139.1,125,10.8,11.9,7.8
５人以上,電気・ガス・熱供給・水道業,17.2,17.3,16.8,154.2,156.3,146.2,136.7,137.9,132.3,17.5,18.4,13.9
５人以上,情報通信業,17.9,18,17.3,153.3,156.6,143.1,136.4,138.7,129.2,16.9,17.9,13.9
５人以上,"運輸業,郵便業",18.2,18.5,17.1,158.5,164.4,136,140.9,144.6,126.8,17.6,19.8,9.2
５人以上,"卸売業,小売業",17.5,18.1,16.7,130,139.2,117.4,122.2,129.6,112.1,7.8,9.6,5.3
５人以上,"金融業,保険業",17.6,18.2,17,147.3,158,134.8,129.5,136.2,121.7,17.8,21.8,13.1
５人以上,"不動産業,物品賃貸業",18.3,18.8,17.2,148.3,156.7,132.9,135.1,141.5,123.4,13.2,15.2,9.5
５人以上,"学術研究,専門・技術サービス業",17.4,17.9,16.6,146.6,152,135.9,130.3,133.7,123.6,16.3,18.3,12.3
５人以上,"宿泊業,飲食サービス業",15.3,16.8,14.2,107.1,130.3,88.3,100,119.1,84.6,7.1,11.2,3.7
５人以上,"生活関連サービス業,娯楽業",18.1,18.8,17.6,138.3,146.3,132,132.7,139.8,127.1,5.6,6.5,4.9
５人以上,"教育,学習支援業",15.2,15,15.3,110.6,107.7,113.2,106.4,103.3,109.2,4.2,4.4,4
５人以上,"医療,福祉",16.9,17.1,16.8,121.2,132.8,117.2,115.9,125.3,112.7,5.3,7.5,4.5
５人以上,複合サービス事業,17.3,17.9,16.6,138.9,146.4,131.2,131.3,137.7,124.8,7.6,8.7,6.4
５人以上,サービス業（他に分類されないもの）,17.6,18.2,16.8,137.1,148.1,122.2,126.2,134.9,114.5,10.9,13.2,7.7
30人以上,調査産業計,17.5,18,16.9,140,148.9,125.9,127.6,133.9,117.6,12.4,15,8.3
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,18.3,18.6,16.9,160,162.6,143.8,142.8,144.5,132.2,17.2,18.1,11.6
30人以上,製造業,17.6,17.9,17,148,152.1,137,135.9,139,127.6,12.1,13.1,9.4
30人以上,電気・ガス・熱供給・水道業,17.2,17.3,16.8,154.2,156.3,146.2,136.7,137.9,132.3,17.5,18.4,13.9
30人以上,情報通信業,17.9,18.1,17.3,154.1,157.3,143.9,136.4,138.6,129.5,17.7,18.7,14.4
30人以上,"運輸業,郵便業",18.2,18.4,17.4,159.1,164.6,138.9,141.1,144.3,129.4,18,20.3,9.5
30人以上,"卸売業,小売業",17.9,18.4,17.2,131.2,138.5,121,122.2,128,114.1,9,10.5,6.9
30人以上,"金融業,保険業",17.6,18.1,17,148.4,159.3,136,129.1,135.5,121.8,19.3,23.8,14.2
30人以上,"不動産業,物品賃貸業",17.9,18.4,16.8,144.2,153.2,128.2,129.8,137.1,116.7,14.4,16.1,11.5
30人以上,"学術研究,専門・技術サービス業",17.8,18.1,16.9,150.3,154.2,141.7,131.6,134,126.2,18.7,20.2,15.5
30人以上,"宿泊業,飲食サービス業",15.8,16.9,14.9,110.1,127.8,95.2,103.9,118.2,91.9,6.2,9.6,3.3
30人以上,"生活関連サービス業,娯楽業",17.9,18.8,17.2,136,146.9,128.1,130.3,139.9,123.4,5.7,7,4.7
30人以上,"教育,学習支援業",15.2,15.1,15.4,112,108.8,115.4,107.8,104.4,111.3,4.2,4.4,4.1
30人以上,"医療,福祉",17.5,17.6,17.5,126.6,137,122.7,120.8,129.6,117.5,5.8,7.4,5.2
30人以上,複合サービス事業,17.8,18.2,17,141.5,146.3,132.4,133.4,137,126.6,8.1,9.3,5.8
30人以上,サービス業（他に分類されないもの）,17.6,18.1,16.8,136.2,147.6,121.4,124.7,133.4,113.5,11.5,14.2,7.9
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年５月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
