規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5567976,45543,59572,5554585,1853387,70980,54920,1868809
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,339248,2079,3042,338287,9130,524,7,9645
５人以上,製造業,607297,3629,4167,606771,52511,1730,1175,53054
５人以上,電気・ガス・熱供給・水道業,16176,193,19,16349,716,266,0,983
５人以上,情報通信業,751834,4522,5186,751401,25434,1359,739,25823
５人以上,"運輸業,郵便業",402313,2882,3633,401767,49950,1605,654,50696
５人以上,"卸売業,小売業",1014162,7318,9526,1012295,435173,13874,10274,438432
５人以上,"金融業,保険業",357922,2840,2391,358370,34939,538,561,34917
５人以上,"不動産業,物品賃貸業",174308,1638,1930,173849,29163,1235,658,29907
５人以上,"学術研究,専門・技術サービス業",376936,2684,2979,376671,26532,236,354,26384
５人以上,"宿泊業,飲食サービス業",148815,2436,4000,147198,496268,26583,20386,502518
５人以上,"生活関連サービス業,娯楽業",120853,2222,4505,118569,109250,4128,3424,109955
５人以上,"教育,学習支援業",275284,892,692,275485,157508,6177,5193,158491
５人以上,"医療,福祉",386910,1978,4352,384867,206935,6152,5079,207677
５人以上,複合サービス事業,17608,2,0,17610,3525,0,1,3524
５人以上,サービス業（他に分類されないもの）,578310,10228,13150,575096,216353,6573,6415,216803
30人以上,調査産業計,4097943,31078,40187,4089312,1001262,33191,28639,1005336
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,213396,744,1516,212625,1475,4,7,1471
30人以上,製造業,465830,2895,2614,466125,32101,1351,954,32484
30人以上,電気・ガス・熱供給・水道業,13339,193,19,13512,243,266,0,510
30人以上,情報通信業,634139,3503,4325,633547,19525,1359,739,19915
30人以上,"運輸業,郵便業",332814,2538,3225,332128,36452,1018,444,37025
30人以上,"卸売業,小売業",645892,3891,5577,644194,214822,4034,4661,214207
30人以上,"金融業,保険業",302048,2598,1897,302747,28628,469,362,28737
30人以上,"不動産業,物品賃貸業",111946,741,1095,111591,19987,926,398,20516
30人以上,"学術研究,専門・技術サービス業",280112,2389,1966,280564,11078,76,151,10974
30人以上,"宿泊業,飲食サービス業",67406,1190,1296,67298,150209,6666,6205,150672
30人以上,"生活関連サービス業,娯楽業",63783,1276,2759,62298,59989,1213,1383,59821
30人以上,"教育,学習支援業",226781,593,613,226762,116681,5878,4986,117572
30人以上,"医療,福祉",277260,1439,2343,276549,119384,3588,2658,120121
30人以上,複合サービス事業,6811,2,0,6813,521,0,1,520
30人以上,サービス業（他に分類されないもの）,456386,7086,10942,452559,190167,6343,5690,190791
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１２月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
