規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.5,169.4,155.4,14,14.2,84.8,82,2.8
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.5,183.9,168,15.9,17.1,119.6,116.8,2.8
５人以上,製造業,20.1,168.4,156.1,12.3,17.3,116,112.3,3.7
５人以上,電気・ガス・熱供給・水道業,20.4,169.5,151.8,17.7,14.6,123.2,122.6,0.6
５人以上,情報通信業,19.9,172,152.3,19.7,14.6,91.7,89,2.7
５人以上,"運輸業,郵便業",20.4,178.7,159.6,19.1,15.5,109.2,99,10.2
５人以上,"卸売業,小売業",20.8,163.1,153.1,10,15.3,93.6,90.5,3.1
５人以上,"金融業,保険業",19.6,165.3,145.5,19.8,15,93.7,92.6,1.1
５人以上,"不動産業,物品賃貸業",20.9,172.5,159,13.5,14.7,85.6,81.3,4.3
５人以上,"学術研究,専門・技術サービス業",20.1,167.6,150,17.6,14.3,99.2,98.1,1.1
５人以上,"宿泊業,飲食サービス業",21.7,187.8,169.7,18.1,13.2,77.9,74.7,3.2
５人以上,"生活関連サービス業,娯楽業",21.3,174.6,166.5,8.1,15.1,97.4,95.2,2.2
５人以上,"教育,学習支援業",21.1,161,155.1,5.9,9,46.2,45.6,0.6
５人以上,"医療,福祉",20.9,162.9,155,7.9,13.3,68.2,67.4,0.8
５人以上,複合サービス事業,19.9,163.1,153.9,9.2,17.1,123.5,121.6,1.9
５人以上,サービス業（他に分類されないもの）,20.2,167.4,154.6,12.8,16.5,97.3,94.2,3.1
30人以上,調査産業計,20.3,167.1,152.1,15,14.7,87.8,84.8,3
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,21.5,187,168.8,18.2,15.8,108.1,102.7,5.4
30人以上,製造業,19.6,165.4,152,13.4,16.7,115.9,111.4,4.5
30人以上,電気・ガス・熱供給・水道業,20.4,169.5,151.8,17.7,14.6,123.2,122.6,0.6
30人以上,情報通信業,19.9,172.1,151.5,20.6,13.4,86.5,84.1,2.4
30人以上,"運輸業,郵便業",20.1,176.7,157.6,19.1,15.7,114.4,103.2,11.2
30人以上,"卸売業,小売業",20.6,156.7,146.3,10.4,16.5,101.9,97.5,4.4
30人以上,"金融業,保険業",19.4,165.4,143.9,21.5,15.4,96,94.7,1.3
30人以上,"不動産業,物品賃貸業",20.6,171,155.7,15.3,15.1,84.6,80.8,3.8
30人以上,"学術研究,専門・技術サービス業",20,165.9,146.6,19.3,13.6,96.2,94.2,2
30人以上,"宿泊業,飲食サービス業",21.3,182.6,167.9,14.7,13.5,76.7,74.5,2.2
30人以上,"生活関連サービス業,娯楽業",21,169,160.3,8.7,14.7,96.2,94.7,1.5
30人以上,"教育,学習支援業",21.1,159.9,154.1,5.8,8.4,44.8,44.3,0.5
30人以上,"医療,福祉",20.9,160.2,152.2,8,14.2,70.9,69.8,1.1
30人以上,複合サービス事業,20.2,161.2,151.8,9.4,15.9,116.7,114.9,1.8
30人以上,サービス業（他に分類されないもの）,20.1,166.6,152.9,13.7,16.8,100.2,96.8,3.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年６月分,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
